url,status,first_seen,last_seen,last_price,last_price_date,sold_date,year,make,model,variant,body_type,odometer,transmission,rego,fuel_type,location
car/14895940/toyota/rav4/vic/cranbourne/suv,active,2026-01-25T15:33:31,2026-02-27T23:28:58,41490.0,2026-02-25T22:27:40,,2022,Toyota,RAV4,Cruiser (2Wd),Wagon,71260,Automatic,,Unleaded,VIC
car/14898134/toyota/c-hr/vic/cranbourne/suv,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,40490.0,2026-01-30T01:30:27,2026-02-12T06:04:59,2022,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,19452.0,Automatic,,Hybrid,VIC
car/14886459/toyota/corolla/vic/cranbourne/hatchback,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,15888.0,2026-01-30T01:30:27,2026-02-12T06:04:59,2014,Toyota,Corolla,Ascent,Hatchback,152593.0,Automatic,,Unleaded,VIC
car/14810443/toyota/corolla-cross/vic/cranbourne/suv,sold,2026-01-25T15:33:31,2026-02-18T21:39:48,39990.0,2026-02-18T21:39:48,2026-02-19T22:04:31,2023,Toyota,Corolla Cross,Gxl 2Wd Hybrid,Wagon,34391.0,Automatic,,Hybrid,VIC
car/14838628/toyota/camry/vic/cranbourne/sedan,active,2026-01-25T15:33:31,2026-02-27T23:28:58,34777.0,2026-02-25T22:27:40,,2024,Toyota,Camry,Ascent,Sedan,62690,Automatic,,Premium,VIC
car/14912896/toyota/hiace/vic/mornington/people-mover,sold,2026-01-25T15:33:31,2026-02-20T22:06:45,54990.0,2026-01-25T15:33:31,2026-02-24T21:06:29,2019,Toyota,HiAce,Commuter (12 Seats),Bus,95652.0,Automatic,2026-03-19,Diesel,VIC
car/14868119/toyota/c-hr/vic/cranbourne/suv,active,2026-01-25T15:33:31,2026-02-27T23:28:58,40990.0,2026-02-25T22:27:40,,2024,Toyota,C-HR,Gxl Hybrid,Wagon,42269,Automatic,,Hybrid,VIC
car/14824802/toyota/kluger/vic/cranbourne/suv,sold,2026-01-25T15:33:31,2026-02-27T01:56:26,50990.0,2026-02-18T21:39:48,2026-02-27T23:28:58,2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,55644.0,Automatic,,Hybrid,VIC
car/14898571/toyota/yaris-cross/vic/cranbourne/suv,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,43888.0,2026-01-30T01:30:27,2026-02-12T06:04:59,2024,Toyota,Yaris Cross,Urban Hybrid,Wagon,2933.0,Automatic,,Hybrid,VIC
car/14850450/toyota/camry/vic/mornington/sedan,active,2026-01-25T15:33:31,2026-02-27T23:28:58,33990.0,2026-01-25T15:33:31,,2023,Toyota,Camry,Ascent,Sedan,63357,Automatic,2025-03-19,Premium,VIC
car/14840804/toyota/rav4/vic/deer-park/suv,active,2026-01-25T15:33:31,2026-02-27T23:28:58,35880.0,2026-02-24T21:06:29,,2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,113337,Automatic,2026-02-28,Hybrid,VIC
car/14854815/toyota/corolla/vic/laverton-north/hatchback,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,24490.0,2026-01-25T15:33:31,2026-02-12T06:04:59,2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,60350.0,Automatic,,Hybrid,VIC
car/14786504/toyota/hiace/vic/preston/people-mover,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,56990.0,2026-01-30T01:30:27,2026-02-12T06:04:59,2019,Toyota,HiAce,Commuter (12 Seats),Bus,43991.0,Automatic,2000-01-01,Diesel,VIC
car/14896642/toyota/hilux/vic/laverton-north/extra-cab,active,2026-01-25T15:33:31,2026-02-27T23:28:58,52195.0,2026-02-24T21:06:29,,2021,Toyota,Hilux,Sr5 (4X4),X Cab Pickup,55255,Automatic,,Diesel,VIC
car/14869678/toyota/rav4/vic/camberwell/suv,sold,2026-01-25T15:33:31,2026-01-30T17:02:17,56490.0,2026-01-25T15:33:31,2026-02-12T06:04:59,2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,29751.0,Automatic,2026-05-10,Hybrid,VIC
car/14913961/toyota/corolla-cross/vic/heidelberg/suv,active,2026-01-25T15:33:31,2026-02-27T23:28:58,39555.0,2026-02-12T06:04:59,,2024,Toyota,Corolla Cross,Gx 2Wd,Wagon,21447,Automatic,2026-07-22,Unleaded,VIC
car/14699818/toyota/landcruiser/vic/maidstone/suv,active,2026-01-25T15:33:31,2026-02-27T23:28:58,39995.0,2026-01-25T15:33:31,,1999,Toyota,Landcruiser,VX LTD,SUV,256875,Automatic,,Diesel,VIC
