year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2018,Mercedes-Benz,CLA200,Shooting Brake,Wagon,93754,Automatic,,29888,Premium,VIC,car/14963392/mercedes-benz/cla200/vic/port-melbourne/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Lexus,NX200T,F Sport (Awd),Wagon,87788,Automatic,2026-09-03,30990,Premium,VIC,car/14900507/lexus/nx200t/vic/balwyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Mazda,6,Gt,Wagon,161867,Automatic,2026-03-07,12490,Diesel,VIC,car/14978328/mazda/6/vic/cranbourne-west/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Holden,Trax,Ltz,Wagon,121000,Automatic,2026-12-03,7990,Unleaded,VIC,car/14962903/holden/trax/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Holden,Captiva,7 Ltz (Awd),Wagon,84404,Automatic,2026-06-29,13000,Diesel,VIC,car/14919577/holden/captiva/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mercedes-Benz,S500,,Sedan,93938,Automatic,2026-05-26,69990,Premium,VIC,car/14987183/mercedes-benz/s500/vic/south-melbourne/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Nissan,Patrol,Ti (4X4),Wagon,180259,Manual,,34888,Diesel,VIC,car/14943116/nissan/patrol/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Porsche,Boxster,,Roadster,104887,Manual,,74990,Premium,VIC,car/14971921/porsche/boxster/vic/port-melbourne/convertible,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Audi,A4,2.0 Tfsi Quattro,Sedan,154265,Automatic,2024-06-06,17980,Premium,VIC,car/14894119/audi/a4/vic/port-melbourne/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,BMW,X4,Xdrive 30I M Sport X,Coupe,174365,Automatic,2026-04-29,33980,Premium,VIC,car/14878067/bmw/x4/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Hyundai,Accent,Active,Hatchback,159541,Automatic,,8888,Unleaded,VIC,car/14971040/hyundai/accent/vic/maidstone/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Nissan,Navara,Rx (4X4),Dual Cab Pick-up,275000,Manual,2025-11-28,8990,Diesel,VIC,car/14915810/nissan/navara/vic/williamstown-north/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Nissan,Navara,St-R (4X4),Dual Cab Pick-up,199000,Manual,2026-01-26,10990,Diesel,VIC,car/14954001/nissan/navara/vic/williamstown-north/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Ford,Falcon,Xt,Sedan,259896,Automatic,2026-01-04,5999,Unleaded,VIC,car/14886337/ford/falcon/vic/braybrook/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Toyota,RAV4,Gx (2Wd),Wagon,57695,Manual,2026-07-12,32380,Unleaded,VIC,car/14896890/toyota/rav4/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Mercedes-Benz,GLS350,D 4Matic,Wagon,124593,Automatic,2026-06-07,42990,Diesel,VIC,car/14882747/mercedes-benz/gls350/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Land Rover,Range Rover Evoque,D150 S (110Kw),Wagon,104105,Automatic,,34990,Diesel,VIC,car/14943557/land-rover/range-rover-evoque/vic/thomastown/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Toyota,C-HR,S LED PACKAGE,SUV,88823,Automatic,,22995,Hybrid,VIC,car/14887297/toyota/c-hr/vic/maidstone/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Holden,Commodore,Sv6 Black Pack,Sedan,13083,Automatic,2000-01-01,39990,Unleaded,VIC,car/14969996/holden/commodore/vic/preston/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Subaru,Forester,2.5I (Awd),Wagon,112605,Automatic,,27990,Unleaded,VIC,car/14924598/subaru/forester/vic/thomastown/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Honda,Civic,Vti,Sedan,169000,Automatic,,7499,Unleaded,VIC,car/14949957/honda/civic/vic/northcote/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,BMW,530I,Luxury Line,Sedan,76500,Automatic,2026-07-06,31990,Premium,VIC,car/14866556/bmw/530i/vic/balwyn/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Hyundai,Santa FE,ACTIVE,SUV,112500,,2026-01-09,18999,Other,VIC,car/14831495/hyundai/santa-fe/vic/ravenhall/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Toyota,Hilux,Sr5 (4X4),Dual Cab Pick-up,137878,Automatic,2026-03-11,29990,Diesel,VIC,car/14945347/toyota/hilux/vic/port-melbourne/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,BMW,X5,Xdrive 48I,Wagon,105500,Automatic,2026-09-24,11990,Premium,VIC,car/14968062/bmw/x5/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Kluger,Gx 2Wd,Wagon,20182,Automatic,2026-09-26,47970,Unleaded,VIC,car/14867243/toyota/kluger/vic/keysborough/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Mercedes-Benz,C200,Kompressor Classic,Sedan,168708,Automatic,2026-01-30,9990,Premium,VIC,car/14948775/mercedes-benz/c200/vic/balwyn/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Land Rover,Range Rover Sport,SDV8 HSE DYNAMIC 4X4,SUV,95827,Automatic,,68888,Diesel,VIC,car/14931641/land-rover/range-rover-sport/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,8309,Automatic,,72888,Hybrid,VIC,car/14930176/toyota/kluger/vic/oakleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2003,Holden,Astra,Cd,Sedan,161118,Automatic,2026-02-27,3990,Unleaded,VIC,car/14889757/holden/astra/vic/west-footscray/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Holden,Calais,,Sportswagon,210269,Automatic,2026-04-19,8990,Unleaded,VIC,car/14957470/holden/calais/vic/williamstown-north/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Volvo,XC60,D4 Luxury,Wagon,100150,Automatic,2026-05-14,19990,Diesel,VIC,car/14959651/volvo/xc60/vic/tullamarine/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Holden,Cruze,Sri,Sedan,85103,Automatic,2026-02-02,6990,Unleaded,VIC,car/14919595/holden/cruze/vic/coburg-north/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Porsche,911,Turbo,Coupe,4125,Automatic,,499990,Premium,VIC,car/14974568/porsche/911/vic/port-melbourne/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Mitsubishi,ASX,(2Wd),Wagon,196800,Manual,2026-04-03,7990,Unleaded,VIC,car/14956276/mitsubishi/asx/vic/maidstone/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Genesis,GV70,2.5T,Wagon,5047,Automatic,,71950,Premium,VIC,car/14942699/genesis/gv70/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2006,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,420000,Automatic,2026-07-30,10990,Unleaded,VIC,car/14956122/toyota/landcruiser-prado/vic/williamstown/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Ford,Focus,Trend,Hatchback,211000,Automatic,2025-12-29,7990,Unleaded,VIC,car/14923404/ford/focus/vic/williamstown-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mitsubishi,Triton,Glx Adas,Double Cab Pick Up,110000,Automatic,2026-01-13,22990,Diesel,VIC,car/14941191/mitsubishi/triton/vic/maidstone/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Toyota,Camry,Atara S,Sedan,248155,Automatic,2026-06-21,9990,Unleaded,VIC,car/14973828/toyota/camry/vic/maidstone/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[DISALLOWED_VARIANT]
2006,Mazda,CX-7,Luxury (4X4),Wagon,214032,Automatic,2026-09-05,5990,Premium,VIC,car/14937373/mazda/cx-7/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Hyundai,I30,Elite 1.6 Crdi,Hatchback,198000,Automatic,,13999,Diesel,VIC,car/14975231/hyundai/i30/vic/northcote/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Holden,Colorado 7,Lt (4X4),Wagon,341495,Automatic,2026-04-14,12975,Diesel,VIC,car/14957658/holden/colorado-7/vic/officer/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Porsche,718,Cayman S,Coupe,43895,Automatic,,126700,Premium,VIC,car/14917998/porsche/718/vic/port-melbourne/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Toyota,Camry,Altise,Sedan,140200,Automatic,2026-06-27,15990,Unleaded,VIC,car/14919240/toyota/camry/vic/maidstone/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2009,Honda,Accord Euro,,Sedan,147855,Automatic,2026-02-02,10999,Premium,VIC,car/14933483/honda/accord-euro/vic/laverton-north/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Land Rover,Range Rover Evoque,Td4 150 Pure,Wagon,153000,Automatic,2026-02-03,16990,Diesel,VIC,car/14962906/land-rover/range-rover-evoque/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Toyota,Landcruiser Prado,Grande (4X4),Wagon,224000,Automatic,2026-03-23,18990,Unleaded,VIC,car/14948826/toyota/landcruiser-prado/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,34000,Automatic,2026-11-24,142990,Diesel,VIC,car/14901874/toyota/landcruiser/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mini,Cooper,Se Electric First Edtn 3D Hatc,Hatchback,27998,Automatic,2026-11-17,28990,Electric,VIC,car/14866557/mini/cooper/vic/balwyn/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Honda,Civic,Dti-S,Hatchback,195000,Manual,,6999,Diesel,VIC,car/14947209/honda/civic/vic/northcote/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Nissan,Navara,St (4X4),Dual Cab Utility,162899,Automatic,2026-09-26,34990,Diesel,VIC,car/14896005/nissan/navara/vic/tullamarine/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2006,Ford,Fiesta,Lx,Hatchback,130026,Automatic,,3990,Premium,VIC,car/14915820/ford/fiesta/vic/west-footscray/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Honda,Accord Euro,,Sedan,158000,Automatic,,9999,Premium,VIC,car/14912044/honda/accord-euro/vic/footscray/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,BMW,520D,M Sport,Sedan,115405,Automatic,2026-09-26,23900,Diesel,VIC,car/14949415/bmw/520d/vic/cranbourne-west/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Nissan,Navara,St-X,Dual Cab Pick-up,134113,Manual,2026-10-15,13999,Unleaded,VIC,car/14830676/nissan/navara/vic/braybrook/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Toyota,Estima,AERAS,SUV,122103,Automatic,2026-01-21,10990,Other,VIC,car/14951957/toyota/estima/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Volkswagen,Golf,110 Tsi Trendline,Wagon,95012,Automatic,,17977,Premium,VIC,car/14841731/volkswagen/golf/vic/elsternwick/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Holden,Commodore,Omega,Sedan,244000,Automatic,,5499,Unleaded,VIC,car/14975238/holden/commodore/vic/northcote/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Land Rover,Range Rover Sport,3.0 Tdv6 Se,Wagon,122191,Automatic,,49990,Diesel,VIC,car/14910229/land-rover/range-rover-sport/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Holden,Colorado,Ls (4X4),Crew Cab Pickup,193000,Automatic,2026-11-27,21990,Diesel,VIC,car/14947445/holden/colorado/vic/williamstown-north/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Mitsubishi,Outlander,Es (4X4),Wagon,217960,Automatic,2026-01-15,9990,Unleaded,VIC,car/14919180/mitsubishi/outlander/vic/maidstone/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Jeep,Grand Cherokee,75Th Anniversary (4X4),Wagon,175000,Automatic,2026-05-30,15990,Premium,VIC,car/14977772/jeep/grand-cherokee/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Volkswagen,Golf,Gti,Hatchback,131901,Automatic,2026-02-13,25990,Premium,VIC,car/14908062/volkswagen/golf/vic/maidstone/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mercedes-Benz,E400,,Coupe,91337,Automatic,2026-01-26,34990,Premium,VIC,car/14878578/mercedes-benz/e400/vic/yarraville/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Honda,Odyssey,HYBRID HV ABU SORUSENS-S,OtherCar,150451,Automatic,,20499,Hybrid,VIC,car/14891461/honda/odyssey/vic/st-kilda/othercar,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Hyundai,Accent,Active,Hatchback,222123,Automatic,2025-12-15,6488,Unleaded,VIC,car/14894552/hyundai/accent/vic/alphington/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Mercedes-Benz,S400,EXCLUSIVE AMG LINE-H,Sedan,84525,Automatic,,34499,Hybrid,VIC,car/14968043/mercedes-benz/s400/vic/st-kilda/limousine,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Holden,Colorado,Z71 (4X4),Crew Cab Pickup,117470,Automatic,2026-04-12,33990,Diesel,VIC,car/14927727/holden/colorado/vic/moorabbin/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Nissan,X-Trail,St-L (Fwd),Wagon,149000,Automatic,,12749,Unleaded,VIC,car/14953804/nissan/x-trail/vic/northcote/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Honda,Odyssey,Vti-L,Wagon,129000,Automatic,2026-04-24,19990,Unleaded,VIC,car/14973415/honda/odyssey/vic/port-melbourne/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Toyota,Yaris,Ascent,Hatchback,16475,Automatic,2026-02-26,18500,Unleaded,VIC,car/14958696/toyota/yaris/vic/mordialloc/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[DISALLOWED_VARIANT]
1997,Toyota,Camry,Csi,Sedan,263388,Automatic,2027-02-04,4990,Unleaded,VIC,car/14980095/toyota/camry/vic/west-footscray/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2010,Holden,Barina,,Hatchback,212155,Automatic,,4299,Unleaded,VIC,car/14918982/holden/barina/vic/west-footscray/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Kia,Cerato,Si,Hatchback,169352,Automatic,,9999,Unleaded,VIC,car/14958775/kia/cerato/vic/laverton-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Hyundai,I40,Premium,Wagon,161361,Automatic,2026-05-06,8990,Unleaded,VIC,car/14931679/hyundai/i40/vic/maidstone/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mercedes-Benz,GLE53,4Matic+ (Hybrid),Coupe,56156,Automatic,2026-05-13,108888,Hybrid,VIC,car/14831752/mercedes-benz/gle53/vic/balwyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,23781,Automatic,,44999,Hybrid,VIC,car/14913335/toyota/rav4/vic/oakleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,BMW,430I,Gran Coupe M Sport,Coupe,129993,Automatic,2026-06-05,22890,Premium,VIC,car/14834480/bmw/430i/vic/balwyn/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2005,Toyota,Landcruiser,Gxl (4X4),Wagon,253397,Automatic,2026-02-25,46990,Diesel,VIC,car/14929482/toyota/landcruiser/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Hyundai,I30,Sx,Hatchback,204165,Automatic,,8750,Unleaded,VIC,car/14954899/hyundai/i30/vic/dandenong/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2015,Jeep,Grand Cherokee,Srt 8 (4X4),Wagon,172655,Automatic,,35999,Premium,VIC,car/14875290/jeep/grand-cherokee/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Mercedes-Benz,GLA250,4Matic,Wagon,228574,Automatic,2026-02-08,12990,Premium,VIC,car/14951931/mercedes-benz/gla250/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Jeep,Grand Cherokee,Limited (4X4),Wagon,239000,Automatic,2026-04-14,9990,Diesel,VIC,car/14990842/jeep/grand-cherokee/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Hyundai,I30,Active 1.6 Crdi,Hatchback,157000,Manual,2026-08-08,7990,Diesel,VIC,car/14939831/hyundai/i30/vic/williamstown-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Hilux,Workmate,Cab Chassis,113100,Automatic,2026-03-30,25880,Unleaded,VIC,car/14971236/toyota/hilux/vic/maidstone/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Toyota,Corolla,Ascent Sport,Hatchback,54123,Automatic,2026-10-12,19990,Unleaded,VIC,car/14937377/toyota/corolla/vic/coburg-north/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK]
2009,Holden,Commodore,Sv6,Utility,178420,Manual,2026-04-24,12999,Unleaded,VIC,car/14875232/holden/commodore/vic/altona-north/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,10031,Automatic,2026-05-25,46990,Hybrid,VIC,car/14954842/toyota/corolla/vic/berwick/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK]
2015,Holden,UTE,Ss,Utility,94126,Manual,2026-12-24,39990,Unleaded,VIC,car/14949965/holden/ute/vic/maidstone/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Porsche,Macan,,Wagon,140000,Automatic,2026-07-01,31990,Premium,VIC,car/14947667/porsche/macan/vic/balwyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Audi,Q3,TFSI,SUV,78200,,,13990,Other,VIC,car/14869644/audi/q3/vic/ravenhall/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Audi,Q5,2.0 Tfsi Quattro,Wagon,140000,Automatic,2026-04-10,9990,Premium,VIC,car/14962902/audi/q5/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Ford,Everest,Trend,Wagon,289000,Automatic,,13999,Diesel,VIC,car/14910911/ford/everest/vic/northcote/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Volkswagen,Polo,66 Tsi Trendline,Hatchback,175000,Manual,2026-02-27,6990,Premium,VIC,car/14990834/volkswagen/polo/vic/williamstown-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Volkswagen,Amarok,Tdi420 (4X2),Dual Cab Utility,272719,Automatic,,13999,Diesel,VIC,car/14843607/volkswagen/amarok/vic/west-footscray/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mercedes-Benz,GLC250,D 4Matic,Wagon,95835,Automatic,2026-07-23,33990,Diesel,VIC,car/14897864/mercedes-benz/glc250/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Ford,Fiesta,Lx,Hatchback,210000,Manual,,6490,Unleaded,VIC,car/14963045/ford/fiesta/vic/mordialloc/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Nissan,X-Trail,Ti (4X4),Wagon,218940,Automatic,2026-01-15,11999,Unleaded,VIC,car/14891757/nissan/x-trail/vic/braybrook/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Subaru,Outback,Awd Sport,Wagon,35000,Automatic,2026-01-19,41990,Unleaded,VIC,car/14870270/subaru/outback/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Toyota,Yaris,Yr,Hatchback,110000,Automatic,,8999,Unleaded,VIC,car/14970966/toyota/yaris/vic/dandenong/hatchback,2026-03-03T02:37:45,toyota_yaris_yr_petrol_auto_hatch_xp90,[OK]
2017,Audi,A6,2.0 TFSI QUATTRO BLACK EDITION,Sedan,100062,Automatic,,37888,Premium,VIC,car/14918281/audi/a6/vic/port-melbourne/limousine,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Porsche,Boxster,,Roadster,169852,Automatic,,39990,Premium,VIC,car/14941311/porsche/boxster/vic/port-melbourne/convertible,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Mercedes-Benz,C250,Avantgarde,Coupe,89841,Automatic,,19990,Premium,VIC,car/14929363/mercedes-benz/c250/vic/williamstown-north/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Holden,Commodore,Ss-V,Sedan,99370,Automatic,2026-05-10,45990,Premium,VIC,car/14889478/holden/commodore/vic/south-melbourne/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mercedes-Benz,C200,Eq (Hybrid),Estate,114471,Automatic,,21950,Hybrid,VIC,car/14910453/mercedes-benz/c200/vic/south-melbourne/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Subaru,XV,HYBRID 2.0I-L EYESIGHT,SUV,103416,Automatic,,15700,Hybrid,VIC,car/14977723/subaru/xv/vic/st-kilda/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Holden,Colorado,Lx (4X2),Crew Cab Pickup,250968,Manual,2026-05-01,12990,Diesel,VIC,car/14957328/holden/colorado/vic/west-footscray/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Audi,A4,2.0 Tfsi,Sedan,59900,Automatic,2026-02-09,15990,Premium,VIC,car/14837888/audi/a4/vic/nunawading/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Toyota,Kluger,Grande (Fwd),Wagon,186787,Automatic,2026-05-03,15990,Unleaded,VIC,car/14951923/toyota/kluger/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Mercedes-Benz,ML350,Cdi Sports (4X4),Wagon,244498,Automatic,,10999,Diesel,VIC,car/14843434/mercedes-benz/ml350/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mazda,CX-9,Gt Sp (Awd),Wagon,65854,Automatic,2026-03-26,38970,Unleaded,VIC,car/14909416/mazda/cx-9/vic/keysborough/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2006,Ford,Escape,Xls,Wagon,202000,Automatic,2026-08-09,6990,Unleaded,VIC,car/14968074/ford/escape/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Audi,S3,Sportback 2.0 Tfsi S Tronic,Hatchback,79528,Automatic,2026-11-11,31990,Premium,VIC,car/14918620/audi/s3/vic/balwyn/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Hyundai,I20,Active,Hatchback,140472,Automatic,2026-04-15,8999,Unleaded,VIC,car/14958262/hyundai/i20/vic/laverton-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Subaru,Outback,2.5I Premium,Wagon,235630,Manual,,4500,Unleaded,VIC,car/14941101/subaru/outback/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Holden,Cruze,Sri,Hatchback,196000,Automatic,2026-02-01,5990,Unleaded,VIC,car/14882971/holden/cruze/vic/west-footscray/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,74121,Automatic,2026-03-25,49990,Diesel,VIC,car/14928022/toyota/hilux/vic/tullamarine/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
