year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason,status,first_seen,last_seen,last_price,last_price_date,sold_date,source,make_norm,model_norm,variant_norm,transmission_norm,fuel_norm,body_norm,year_int,price_value,odometer_value
2023,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,31978.0,Automatic,,42990.0,Hybrid,VIC,car/14835211/toyota/c-hr/vic/frankston/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd hybrid,automatic,hybrid,wagon,2023,42990.0,31978.0
2024,Toyota,Camry,Ascent,Sedan,37380.0,Automatic,,37888.0,Premium,VIC,car/14790561/toyota/camry/vic/narre-warren/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,premium,sedan,2024,37888.0,37380.0
2023,Toyota,Fortuner,Gx,Wagon,40382.0,Automatic,,50490.0,Diesel,VIC,car/14873950/toyota/fortuner/vic/frankston/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,gx,automatic,diesel,wagon,2023,50490.0,40382.0
2024,Toyota,Camry,Ascent,Sedan,29774.0,Automatic,,37490.0,Premium,VIC,car/14817377/toyota/camry/vic/frankston/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,premium,sedan,2024,37490.0,29774.0
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,54414.0,Automatic,,39333.0,Hybrid,VIC,car/14794862/toyota/rav4/vic/narre-warren/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2022,39333.0,54414.0
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,10926.0,Automatic,,35990.0,Hybrid,VIC,car/14875256/toyota/corolla/vic/frankston/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2024,35990.0,10926.0
2024,Toyota,Kluger,Grande Hybrid Awd,Wagon,11706.0,Automatic,,82500.0,Hybrid,VIC,car/14893248/toyota/kluger/vic/narre-warren/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande hybrid awd,automatic,hybrid,wagon,2024,82500.0,11706.0
2017,Toyota,C-HR,(Awd),Wagon,66099.0,Automatic,,26990.0,Premium,VIC,car/14893311/toyota/c-hr/vic/frankston/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,awd,automatic,premium,wagon,2017,26990.0,66099.0
2019,Toyota,Corolla,Ascent Sport,Hatchback,65140.0,Automatic,,25990.0,Unleaded,VIC,car/14840559/toyota/corolla/vic/frankston/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2019,25990.0,65140.0
2021,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,87270.0,Automatic,2026-02-04,58888.0,Diesel,VIC,car/14919284/toyota/hilux/vic/deer-park/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,double cab pick up,2021,58888.0,87270.0
2013,Toyota,Corolla,Ascent Sport,Sedan,123000.0,Automatic,2026-02-19,15500.0,Unleaded,VIC,car/14920056/toyota/corolla/vic/nunawading/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,sedan,2013,15500.0,123000.0
2012,Toyota,Yaris,Yrx,Hatchback,154190.0,Automatic,,12990.0,Unleaded,VIC,car/14917755/toyota/yaris/vic/nunawading/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris,yrx,automatic,unleaded,hatchback,2012,12990.0,154190.0
2024,Toyota,Tundra,Limited,Dual Cab Pick-up,23731.0,Automatic,2026-05-17,142888.0,Hybrid,VIC,car/14918440/toyota/tundra/vic/deer-park/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,tundra,limited,automatic,hybrid,dual cab pick up,2024,142888.0,23731.0
2025,Toyota,Hilux,Sr5 48V (4X4),Double Cab Pick Up,2032.0,Automatic,2026-11-14,71955.0,Hybrid,VIC,car/14921394/toyota/hilux/vic/bundoora/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 48v 4x4,automatic,hybrid,double cab pick up,2025,71955.0,2032.0
2024,Toyota,Yaris Cross,Gxl Hybrid,Wagon,5081.0,Automatic,2026-12-13,39777.0,Hybrid,VIC,car/14926105/toyota/yaris-cross/vic/heidelberg/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,gxl hybrid,automatic,hybrid,wagon,2024,39777.0,5081.0
2023,Toyota,RAV4,Xse (Awd) Hybrid Premium Paint,Wagon,44575.0,Automatic,,52990.0,Hybrid,VIC,car/14891094/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,xse awd hybrid premium paint,automatic,hybrid,wagon,2023,52990.0,44575.0
2020,Toyota,RAV4,Gxl 2Wd Hybrid,Wagon,76849.0,Automatic,,36388.0,Hybrid,VIC,car/14816272/toyota/rav4/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 2wd hybrid,automatic,hybrid,wagon,2020,36388.0,76849.0
2020,Toyota,HiAce,,OtherCar,43623.0,Automatic,,78490.0,Diesel,VIC,car/14899905/toyota/hiace/vic/cranbourne/othercar,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,,automatic,diesel,othercar,2020,78490.0,43623.0
2018,Toyota,C-HR,Koba (2Wd),Wagon,25287.0,Automatic,,28499.0,Premium,VIC,car/14875789/toyota/c-hr/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd,automatic,premium,wagon,2018,28499.0,25287.0
2023,Toyota,Landcruiser Prado,Vx,Wagon,22549.0,Automatic,2026-03-31,84990.0,Diesel,VIC,car/14883240/toyota/landcruiser-prado/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,vx,automatic,diesel,wagon,2023,84990.0,22549.0
2020,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,85784.0,Automatic,,119999.0,Diesel,VIC,car/14890393/toyota/landcruiser/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc200 sahara 4x4,automatic,diesel,wagon,2020,119999.0,85784.0
2009,Toyota,Hilux,Sr5,Dual Cab Pick-up,374863.0,Automatic,,15888.0,Unleaded,VIC,car/14870845/toyota/hilux/vic/berwick/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5,automatic,unleaded,dual cab pick up,2009,15888.0,374863.0
2020,Toyota,Landcruiser Prado,Gxl,Wagon,171664.0,Automatic,2026-02-06,47990.0,Diesel,VIC,car/14872820/toyota/landcruiser-prado/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2020,47990.0,171664.0
2019,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,138053.0,Automatic,,113990.0,Diesel,VIC,car/14834474/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc200 sahara 4x4,automatic,diesel,wagon,2019,113990.0,138053.0
2023,Toyota,Landcruiser,Lc76 Gxl + Diff Locks,Wagon,10.0,Manual,,143990.0,Diesel,VIC,car/14865987/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc76 gxl diff locks,manual,diesel,wagon,2023,143990.0,10.0
2024,Toyota,Landcruiser,Lc79 Gxl,Double Cab Chassis,83.0,Manual,,144990.0,Diesel,VIC,car/14877628/toyota/landcruiser/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc79 gxl,manual,diesel,double cab chassis,2024,144990.0,83.0
2021,Toyota,Hilux,Workmate,Cab Chassis,84937.0,Manual,,25990.0,Unleaded,VIC,car/14820329/toyota/hilux/vic/cranbourne/single-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate,manual,unleaded,cab chassis,2021,25990.0,84937.0
2021,Toyota,Landcruiser Prado,Kakadu,Wagon,63285.0,Automatic,,76999.0,Diesel,VIC,car/14904377/toyota/landcruiser-prado/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,kakadu,automatic,diesel,wagon,2021,76999.0,63285.0
2019,Toyota,Kluger,Grande (4X4),Wagon,106666.0,Automatic,,42990.0,Unleaded,VIC,car/14909426/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2019,42990.0,106666.0
2025,Toyota,Fortuner,Gxl,Wagon,1048.0,Automatic,,64990.0,Diesel,VIC,car/14907980/toyota/fortuner/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,gxl,automatic,diesel,wagon,2025,64990.0,1048.0
2013,Toyota,Corolla,Ascent Sport,Hatchback,67726.0,Automatic,,19888.0,Unleaded,VIC,car/14892866/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2013,19888.0,67726.0
2009,Toyota,Landcruiser,Sahara (4X4),Wagon,239893.0,Automatic,2026-06-06,51800.0,Diesel,VIC,car/14839333/toyota/landcruiser/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,sahara 4x4,automatic,diesel,wagon,2009,51800.0,239893.0
2013,Toyota,RAV4,Gxl (4X4),Wagon,172266.0,Manual,,16490.0,Diesel,VIC,car/14811031/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 4x4,manual,diesel,wagon,2013,16490.0,172266.0
2022,Toyota,Landcruiser Prado,Kakadu,Wagon,35940.0,Automatic,2026-02-11,89990.0,Diesel,VIC,car/14853153/toyota/landcruiser-prado/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,kakadu,automatic,diesel,wagon,2022,89990.0,35940.0
2017,Toyota,Hilux,Sr (4X4),Dual Cab Utility,64335.0,Automatic,2026-03-06,43995.0,Diesel,VIC,car/14803241/toyota/hilux/vic/burwood/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,dual cab utility,2017,43995.0,64335.0
2024,Toyota,C-HR,Koba Hybrid,Wagon,14318.0,Automatic,2026-01-07,49450.0,Hybrid,VIC,car/14810059/toyota/c-hr/vic/nunawading/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba hybrid,automatic,hybrid,wagon,2024,49450.0,14318.0
2018,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,93913.0,Automatic,2026-06-16,26990.0,Hybrid,VIC,car/14919146/toyota/corolla/vic/camberwell/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2018,26990.0,93913.0
2016,Toyota,Corolla,Ascent,Sedan,91651.0,Automatic,,23888.0,Unleaded,VIC,car/14919280/toyota/corolla/vic/deer-park/sedan,2026-01-25T15:33:31,toyota_corolla_ascent_petrol_auto_sedan_zre172r,[OK],,,,,,,,toyota,corolla,ascent,automatic,unleaded,sedan,2016,23888.0,91651.0
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,34991.0,Automatic,,42990.0,Hybrid,VIC,car/14918005/toyota/rav4/vic/nunawading/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2022,42990.0,34991.0
2017,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,167021.0,Automatic,2026-05-04,44888.0,Diesel,VIC,car/14919279/toyota/landcruiser-prado/vic/deer-park/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl 4x4,automatic,diesel,wagon,2017,44888.0,167021.0
2024,Toyota,Landcruiser Prado,Gxl,Wagon,19603.0,Automatic,,89999.0,Diesel,VIC,car/14921242/toyota/landcruiser-prado/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2024,89999.0,19603.0
2024,Toyota,Corolla Cross,Gxl Awd Hybrid,Wagon,9458.0,Automatic,,44990.0,Hybrid,VIC,car/14924608/toyota/corolla-cross/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla cross,gxl awd hybrid,automatic,hybrid,wagon,2024,44990.0,9458.0
2021,Toyota,Fortuner,Crusade,Wagon,85001.0,Automatic,2026-04-16,49888.0,Diesel,VIC,car/14921895/toyota/fortuner/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,crusade,automatic,diesel,wagon,2021,49888.0,85001.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,41058.0,Automatic,,28999.0,Hybrid,VIC,car/14921239/toyota/corolla/vic/berwick/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2022,28999.0,41058.0
2024,Toyota,Granvia,Vx (6 Seats),Wagon,39572.0,Automatic,,84990.0,Diesel,VIC,car/14918194/toyota/granvia/vic/cranbourne/people-mover,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,granvia,vx 6 seats,automatic,diesel,wagon,2024,84990.0,39572.0
2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,47896.0,Automatic,,54990.0,Hybrid,VIC,car/14899903/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2023,54990.0,47896.0
2024,Toyota,Hilux,Gr-Sport (4X4),Double Cab Pick Up,1569.0,Automatic,,91490.0,Diesel,VIC,car/14850697/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,gr sport 4x4,automatic,diesel,double cab pick up,2024,91490.0,1569.0
2019,Toyota,HiAce,Slwb,Van,140915.0,Automatic,2026-01-30,44990.0,Diesel,VIC,car/14876123/toyota/hiace/vic/mornington/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,slwb,automatic,diesel,van,2019,44990.0,140915.0
2021,Toyota,Landcruiser Prado,Gx,Wagon,85370.0,Automatic,,55990.0,Diesel,VIC,car/14894373/toyota/landcruiser-prado/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gx,automatic,diesel,wagon,2021,55990.0,85370.0
2021,Toyota,Kluger,Grande Hybrid Awd,Wagon,73540.0,Automatic,,56999.0,Hybrid,VIC,car/14904871/toyota/kluger/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande hybrid awd,automatic,hybrid,wagon,2021,56999.0,73540.0
2005,Toyota,Landcruiser Prado,KAKADU,SUV,437000.0,Automatic,,28800.0,Diesel,VIC,car/14839332/toyota/landcruiser-prado/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,kakadu,automatic,diesel,suv,2005,28800.0,437000.0
2023,Toyota,Supra,Gts,Coupe,36790.0,Manual,,92999.0,Premium,VIC,car/14804719/toyota/supra/vic/berwick/coupe,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,supra,gts,manual,premium,coupe,2023,92999.0,36790.0
2021,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,142147.0,Automatic,,37499.0,Hybrid,VIC,car/14853875/toyota/rav4/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2021,37499.0,142147.0
2021,Toyota,Landcruiser Prado,Gxl,Wagon,147552.0,Automatic,,58990.0,Diesel,VIC,car/14882853/toyota/landcruiser-prado/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2021,58990.0,147552.0
2020,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,114517.0,Automatic,,47999.0,Diesel,VIC,car/14840131/toyota/hilux/vic/berwick/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,double cab pick up,2020,47999.0,114517.0
2017,Toyota,RAV4,Gxl (2Wd),Wagon,57716.0,Automatic,,29888.0,Unleaded,VIC,car/14803755/toyota/rav4/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2017,29888.0,57716.0
2023,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,147687.0,Automatic,,112999.0,Diesel,VIC,car/14794825/toyota/landcruiser/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 sahara zx 4x4,automatic,diesel,wagon,2023,112999.0,147687.0
2019,Toyota,Kluger,Gxl Black Edition (Awd),Wagon,106456.0,Automatic,,36999.0,Unleaded,VIC,car/14838605/toyota/kluger/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl black edition awd,automatic,unleaded,wagon,2019,36999.0,106456.0
2019,Toyota,Kluger,Gxl (4X2),Wagon,69573.0,Automatic,,36999.0,Unleaded,VIC,car/14825316/toyota/kluger/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl 4x2,automatic,unleaded,wagon,2019,36999.0,69573.0
2025,Toyota,Yaris Cross,GX,SUV,16602.0,,,38990.0,Hybrid,VIC,car/14860698/toyota/yaris-cross/vic/mentone/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,gx,,hybrid,suv,2025,38990.0,16602.0
2019,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,93409.0,Automatic,2026-11-26,49777.0,Diesel,VIC,car/14832266/toyota/hilux/vic/heidelberg/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,double cab pick up,2019,49777.0,93409.0
2022,Toyota,Hilux,Workmate (4X2),Cab Chassis,34232.0,Automatic,,31999.0,Unleaded,VIC,car/14925987/toyota/hilux/vic/berwick/single-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate 4x2,automatic,unleaded,cab chassis,2022,31999.0,34232.0
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,47885.0,Automatic,,44990.0,Hybrid,VIC,car/14923784/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2024,44990.0,47885.0
2020,Toyota,Camry,Ascent,Sedan,172634.0,Automatic,2026-04-14,24988.0,Unleaded,VIC,car/14924968/toyota/camry/vic/mornington/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,unleaded,sedan,2020,24988.0,172634.0
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,60804.0,Automatic,,53888.0,Hybrid,VIC,car/14927429/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2023,53888.0,60804.0
2022,Toyota,RAV4,Gxl (Awd) Hybrid,Wagon,142681.0,Automatic,,35490.0,Hybrid,VIC,car/14925705/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl awd hybrid,automatic,hybrid,wagon,2022,35490.0,142681.0
2020,Toyota,RAV4,Cruiser Awd Hybrid,Wagon,54219.0,Automatic,,47990.0,Hybrid,VIC,car/14923782/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2020,47990.0,54219.0
2024,Toyota,C-HR,Gxl Hybrid,Wagon,32815.0,Automatic,,42990.0,Hybrid,VIC,car/14921755/toyota/c-hr/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,gxl hybrid,automatic,hybrid,wagon,2024,42990.0,32815.0
2020,Toyota,Corolla,Zr (Hybrid),Hatchback,17637.0,Automatic,,36999.0,Hybrid,VIC,car/14924535/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,corolla,zr hybrid,automatic,hybrid,hatchback,2020,36999.0,17637.0
2014,Toyota,Corolla,Ascent Sport,Hatchback,83723.0,Automatic,,19999.0,Unleaded,VIC,car/14923755/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2014,19999.0,83723.0
2019,Toyota,Kluger,Gxl (4X4),Wagon,118097.0,Automatic,2026-06-30,35999.0,Unleaded,VIC,car/14924760/toyota/kluger/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl 4x4,automatic,unleaded,wagon,2019,35999.0,118097.0
2021,Toyota,Hilux,Sr (4X4),Double Cab Chassis,98306.0,Automatic,,47999.0,Diesel,VIC,car/14921238/toyota/hilux/vic/berwick/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,double cab chassis,2021,47999.0,98306.0
2014,Toyota,FJ Cruiser,,Wagon,174772.0,Automatic,,39990.0,Premium,VIC,car/14921480/toyota/fj-cruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fj cruiser,,automatic,premium,wagon,2014,39990.0,174772.0
2018,Toyota,Camry,Ascent,Sedan,95407.0,Automatic,2026-04-03,24990.0,Unleaded,VIC,car/14921757/toyota/camry/vic/mornington/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,unleaded,sedan,2018,24990.0,95407.0
2016,Toyota,Corolla,Ascent Sport,Hatchback,25364.0,Automatic,,24990.0,Unleaded,VIC,car/14921707/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2016,24990.0,25364.0
2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,128936.0,Automatic,2026-02-07,20990.0,Hybrid,VIC,car/14922837/toyota/corolla/vic/mornington/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2019,20990.0,128936.0
2017,Toyota,Hilux,Sr Hi-Rider,Dual Cab Utility,130212.0,Automatic,2026-06-11,31990.0,Diesel,VIC,car/14921756/toyota/hilux/vic/mornington/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr hi rider,automatic,diesel,dual cab utility,2017,31990.0,130212.0
2024,Toyota,Fortuner,Gx,Wagon,157715.0,Automatic,,40888.0,Diesel,VIC,car/14925710/toyota/fortuner/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,gx,automatic,diesel,wagon,2024,40888.0,157715.0
2023,Toyota,Corolla,Zr,Hatchback,43007.0,Automatic,,36999.0,Unleaded,VIC,car/14925832/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,corolla,zr,automatic,unleaded,hatchback,2023,36999.0,43007.0
2018,Toyota,RAV4,Gx (2Wd),Wagon,168309.0,Automatic,,20990.0,Unleaded,VIC,car/14923979/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd,automatic,unleaded,wagon,2018,20990.0,168309.0
2022,Toyota,Kluger,Gxl Hybrid Awd,Wagon,44324.0,Automatic,,58990.0,Hybrid,VIC,car/14810430/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl hybrid awd,automatic,hybrid,wagon,2022,58990.0,44324.0
