year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason,status,first_seen,last_seen,last_price,last_price_date,sold_date,source,make_norm,model_norm,variant_norm,transmission_norm,fuel_norm,body_norm,year_int,price_value,odometer_value
2021,Toyota,C-HR,Gr-S (2Wd) Hybrid,Wagon,59117.0,Automatic,2026-03-18,38380.0,Hybrid,VIC,car/14632431/toyota/c-hr/vic/burwood/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-30T17:02:17,38380.0,2026-01-25T18:47:02,2026-02-12T06:04:59,autotrader_sold,toyota,c hr,gr s 2wd hybrid,automatic,hybrid,wagon,2021,38380.0,59117.0
2020,Toyota,C-HR,Koba (2Wd),Wagon,93000.0,Automatic,2025-10-20,27990.0,Premium,VIC,car/14640418/toyota/c-hr/vic/murrumbeena/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-02-15T04:41:58,27990.0,2026-02-15T04:41:58,2026-02-17T01:40:36,autotrader_sold,toyota,c hr,koba 2wd,automatic,premium,wagon,2020,27990.0,93000.0
2008,Toyota,Camry,Altise,Sedan,155357.0,Automatic,2026-06-17,12990.0,Unleaded,VIC,car/14705213/toyota/camry/vic/ringwood/sedan,,UNCLASSIFIED,[AMBIG_BADGE],sold,2026-01-25T18:47:02,2026-01-28T04:26:19,12990.0,2026-01-25T18:47:02,2026-01-30T01:30:27,autotrader_sold,toyota,camry,altise,automatic,unleaded,sedan,2008,12990.0,155357.0
2020,Toyota,Alphard,EXECUTIVE LOUNGE S AYH30,SUV,49575.0,Automatic,,66500.0,Hybrid,VIC,car/14727617/toyota/alphard/vic/murrumbeena/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-02-17T01:40:36,66500.0,2026-02-17T01:40:36,2026-02-17T21:58:10,autotrader_sold,toyota,alphard,executive lounge s ayh30,automatic,hybrid,suv,2020,66500.0,49575.0
1994,Toyota,Corolla,Csi Ltd,Hatchback,237754.0,Manual,,5999.0,Unleaded,VIC,car/14793468/toyota/corolla/vic/deer-park/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-25T18:47:02,5999.0,2026-01-25T18:47:02,2026-01-28T04:26:19,autotrader_sold,toyota,corolla,csi ltd,manual,unleaded,hatchback,1994,5999.0,237754.0
2021,Toyota,Hilux,Workmate,Cab Chassis,75300.0,Automatic,2025-11-18,24990.0,Unleaded,VIC,car/14710952/toyota/hilux/vic/moorabbin-airport/single-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-02-17T21:58:10,24990.0,2026-01-25T18:47:02,2026-02-18T21:39:48,autotrader_sold,toyota,hilux,workmate,automatic,unleaded,cab chassis,2021,24990.0,75300.0
2015,Toyota,Kluger,Grande (4X4),Wagon,118000.0,Automatic,,29800.0,Unleaded,VIC,car/14923495/toyota/kluger/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-28T04:26:19,29800.0,2026-01-25T18:47:02,2026-01-30T01:30:27,autotrader_sold,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2015,29800.0,118000.0
2001,Toyota,Estima,,OtherCar,265000.0,Automatic,,7999.0,Other,VIC,car/14927034/toyota/estima/vic/moorabbin/othercar,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-30T17:02:17,7999.0,2026-01-25T18:47:02,2026-02-12T06:04:59,autotrader_sold,toyota,estima,,automatic,other,othercar,2001,7999.0,265000.0
2015,Toyota,Aqua,S,Hatch,41991.0,Automatic,,,Hybrid,VIC,car/14925715/toyota/aqua/vic/point-cook/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-02-17T21:58:10,,2026-02-17T21:58:10,2026-02-18T21:39:48,autotrader_sold,toyota,aqua,s,automatic,hybrid,hatch,2015,,41991.0
2020,Toyota,RAV4,Cruiser (2Wd),Wagon,43047.0,Automatic,,36990.0,Unleaded,VIC,car/14925717/toyota/rav4/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-30T01:30:27,36990.0,2026-01-25T18:47:02,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,cruiser 2wd,automatic,unleaded,wagon,2020,36990.0,43047.0
2012,Toyota,Aqua,G,Hatch,53020.0,Automatic,,,Unleaded,VIC,car/14925270/toyota/aqua/vic/point-cook/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-25T18:47:02,,2026-01-25T18:47:02,2026-01-28T04:26:19,autotrader_sold,toyota,aqua,g,automatic,unleaded,hatch,2012,,53020.0
2013,Toyota,ESTIMA IMPORT,,OtherCar,125454.0,Automatic,2026-03-19,16999.0,Unleaded,VIC,car/14927069/toyota/estima-import/vic/ringwood/othercar,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-28T04:26:19,16999.0,2026-01-25T18:47:02,2026-01-30T01:30:27,autotrader_sold,toyota,estima import,,automatic,unleaded,othercar,2013,16999.0,125454.0
2017,Toyota,Landcruiser,Vx (4X4),Wagon,84157.0,Automatic,,99990.0,Diesel,VIC,car/14921261/toyota/landcruiser/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-02-17T01:40:36,99990.0,2026-01-25T18:47:02,2026-02-17T21:58:10,autotrader_sold,toyota,landcruiser,vx 4x4,automatic,diesel,wagon,2017,99990.0,84157.0
2013,Toyota,Alphard,SR,Commercial,124563.0,Automatic,,,Unleaded,VIC,car/14919629/toyota/alphard/vic/point-cook/van,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T18:47:02,2026-01-25T18:47:02,,2026-01-25T18:47:02,2026-01-28T04:26:19,autotrader_sold,toyota,alphard,sr,automatic,unleaded,commercial,2013,,124563.0
2017,Toyota,Corolla,Ascent,Hatchback,187000.0,Automatic,2026-04-04,14490.0,Unleaded,VIC,car/14929489/toyota/corolla/vic/preston/hatchback,,toyota_corolla_ascent_petrol_auto_hatch_zre18x,[OK],sold,2026-01-28T04:26:19,2026-02-15T04:41:58,14490.0,2026-02-12T06:04:59,2026-02-17T01:40:36,autotrader_sold,toyota,corolla,ascent,automatic,unleaded,hatchback,2017,14490.0,187000.0
2011,Toyota,Corolla,Ascent,Sedan,129000.0,Automatic,,10499.0,Unleaded,VIC,car/14931025/toyota/corolla/vic/northcote/sedan,,toyota_corolla_ascent_petrol_auto_sedan_zre152r,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,10499.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent,automatic,unleaded,sedan,2011,10499.0,129000.0
2018,Toyota,RAV4,Gx (4X4),Wagon,146356.0,Automatic,,22990.0,Unleaded,VIC,car/14929465/toyota/rav4/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,22990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,gx 4x4,automatic,unleaded,wagon,2018,22990.0,146356.0
2014,Toyota,Yaris,Ascent,Hatchback,63400.0,Automatic,2026-08-30,14990.0,Unleaded,VIC,car/14929492/toyota/yaris/vic/preston/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,14990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,yaris,ascent,automatic,unleaded,hatchback,2014,14990.0,63400.0
2021,Toyota,Corolla,Sx Hybrid,Hatchback,60362.0,Automatic,,26499.0,Hybrid,VIC,car/14743637/toyota/corolla/vic/laverton-north/hatchback,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-28T04:26:19,2026-02-12T06:05:01,26499.0,2026-01-28T04:26:19,2026-02-12T21:45:20,autotrader_sold,toyota,corolla,sx hybrid,automatic,hybrid,hatchback,2021,26499.0,60362.0
2020,Toyota,Hilux,Workmate,Double Cab Pick Up,118943.0,Automatic,,30990.0,Unleaded,VIC,car/14895079/toyota/hilux/vic/coburg-north/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,30990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,workmate,automatic,unleaded,double cab pick up,2020,30990.0,118943.0
2022,Toyota,Landcruiser Prado,Gxl,Wagon,90831.0,Automatic,2026-04-27,59990.0,Diesel,VIC,car/14859826/toyota/landcruiser-prado/vic/ferntree-gully/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,59990.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2022,59990.0,90831.0
2024,Toyota,Corolla,Ascent Sport Hybrid,Sedan,21367.0,Automatic,,33990.0,Hybrid,VIC,car/14929855/toyota/corolla/vic/melbourne/sedan,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-17T01:40:36,33990.0,2026-01-28T04:26:19,2026-02-17T21:58:10,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2024,33990.0,21367.0
2017,Toyota,Yaris,Ascent,Hatchback,124469.0,Automatic,,14880.0,Unleaded,VIC,car/14930133/toyota/yaris/vic/clayton-south/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,14880.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,yaris,ascent,automatic,unleaded,hatchback,2017,14880.0,124469.0
2014,Toyota,Corolla,Ascent Sport,Hatchback,95288.0,Automatic,2026-07-29,18990.0,Unleaded,VIC,car/14930283/toyota/corolla/vic/melbourne/hatchback,,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,18990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2014,18990.0,95288.0
2017,Toyota,Corolla,Ascent,Hatchback,49088.0,Automatic,2026-12-20,21990.0,Unleaded,VIC,car/14930486/toyota/corolla/vic/melbourne/hatchback,,toyota_corolla_ascent_petrol_auto_hatch_zre18x,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,21990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent,automatic,unleaded,hatchback,2017,21990.0,49088.0
2022,Toyota,Hilux,Workmate (4X2),Cab Chassis,90792.0,Automatic,2026-09-28,29990.0,Unleaded,VIC,car/14930487/toyota/hilux/vic/south-melbourne/single-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,29990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,workmate 4x2,automatic,unleaded,cab chassis,2022,29990.0,90792.0
2011,Toyota,Landcruiser,Altitude Se,Wagon,489991.0,Automatic,2026-08-18,34990.0,Diesel,VIC,car/14929339/toyota/landcruiser/vic/moorabbin/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,34990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,landcruiser,altitude se,automatic,diesel,wagon,2011,34990.0,489991.0
2021,Toyota,Camry,Ascent Sport Hybrid,Sedan,138626.0,Automatic,2026-03-03,30990.0,Hybrid,VIC,car/14847856/toyota/camry/vic/melbourne/sedan,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,30990.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,camry,ascent sport hybrid,automatic,hybrid,sedan,2021,30990.0,138626.0
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,25999.0,Automatic,2026-04-28,55888.0,Hybrid,VIC,car/14908335/toyota/kluger/vic/essendon-fields/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T01:30:27,55888.0,2026-01-28T04:26:19,2026-01-30T17:02:17,autotrader_sold,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2023,55888.0,25999.0
2024,Toyota,Landcruiser,Lc79 Workmate,Double Cab Chassis,1588.0,Automatic,2026-01-31,85970.0,Diesel,VIC,car/14843916/toyota/landcruiser/vic/keysborough/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-12T06:05:01,85970.0,2026-02-12T06:04:59,2026-02-12T21:45:20,autotrader_sold,toyota,landcruiser,lc79 workmate,automatic,diesel,double cab chassis,2024,85970.0,1588.0
2025,Toyota,Corolla Cross,Gxl 2Wd Hybrid,Wagon,8771.0,Automatic,2026-02-28,50970.0,Hybrid,VIC,car/14922669/toyota/corolla-cross/vic/keysborough/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,50970.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,corolla cross,gxl 2wd hybrid,automatic,hybrid,wagon,2025,50970.0,8771.0
2024,Toyota,Hilux,Rogue 48V (4X4),Double Cab Pick Up,26123.0,Automatic,,68290.0,Hybrid,VIC,car/14916531/toyota/hilux/vic/laverton-north/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,68290.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,rogue 48v 4x4,automatic,hybrid,double cab pick up,2024,68290.0,26123.0
2012,Toyota,Kluger,Kx-R (Fwd) 7 Seat,Wagon,139969.0,Automatic,,15990.0,Unleaded,VIC,car/14929687/toyota/kluger/vic/dandenong/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,15990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,kluger,kx r fwd 7 seat,automatic,unleaded,wagon,2012,15990.0,139969.0
2025,Toyota,Landcruiser Prado,Gxl,Wagon,20268.0,Automatic,2026-03-07,93970.0,Diesel,VIC,car/14928503/toyota/landcruiser-prado/vic/keysborough/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-17T21:58:10,93970.0,2026-01-28T04:26:19,2026-02-18T21:39:48,autotrader_sold,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2025,93970.0,20268.0
2010,Toyota,RAV4,Cv (2Wd),Wagon,187352.0,Automatic,2026-06-11,12999.0,Unleaded,VIC,car/14923356/toyota/rav4/vic/altona-north/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,12999.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,cv 2wd,automatic,unleaded,wagon,2010,12999.0,187352.0
2006,Toyota,Corolla,Ascent,Sedan,224926.0,Automatic,2020-05-29,6999.0,Unleaded,VIC,car/14923353/toyota/corolla/vic/altona-north/sedan,,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,6999.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,corolla,ascent,automatic,unleaded,sedan,2006,6999.0,224926.0
2005,Toyota,Yaris,Yrs,Hatchback,155945.0,Automatic,2026-06-13,7999.0,Unleaded,VIC,car/14923354/toyota/yaris/vic/altona-north/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,7999.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,yaris,yrs,automatic,unleaded,hatchback,2005,7999.0,155945.0
2019,Toyota,C-HR,,SUV,100774.0,Automatic,,23290.0,Unleaded,VIC,car/14828186/toyota/c-hr/vic/laverton-north/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,23290.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,c hr,,automatic,unleaded,suv,2019,23290.0,100774.0
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,56394.0,Automatic,,51888.0,Hybrid,VIC,car/14883914/toyota/kluger/vic/tottenham/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,51888.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2023,51888.0,56394.0
2023,Toyota,Corolla,Zr Hybrid,Hatchback,8136.0,Automatic,,37990.0,Hybrid,VIC,car/14903089/toyota/corolla/vic/laverton-north/hatchback,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,37990.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,corolla,zr hybrid,automatic,hybrid,hatchback,2023,37990.0,8136.0
2021,Toyota,Camry,Ascent Hybrid,Sedan,46579.0,Automatic,,30690.0,Hybrid,VIC,car/14833297/toyota/camry/vic/laverton-north/sedan,,toyota_camry_ascent_hybrid_auto_sedan_axvh71r,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,30690.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent hybrid,automatic,hybrid,sedan,2021,30690.0,46579.0
2010,Toyota,Voxy,,Wagon,124295.0,Automatic,,28500.0,Premium,VIC,car/14819061/toyota/voxy/vic/campbellfield/estatecar,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-15T04:41:58,28500.0,2026-01-28T04:26:19,2026-02-17T01:40:36,autotrader_sold,toyota,voxy,,automatic,premium,wagon,2010,28500.0,124295.0
2017,Toyota,RAV4,Gxl (2Wd),Wagon,149406.0,Automatic,2026-05-01,22888.0,Unleaded,VIC,car/14890238/toyota/rav4/vic/tottenham/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,22888.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2017,22888.0,149406.0
2022,Toyota,Camry,Ascent,Sedan,24959.0,Automatic,2026-02-28,35888.0,Premium,VIC,car/14818728/toyota/camry/vic/deer-park/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-28T04:26:19,2026-02-17T21:58:10,35888.0,2026-02-12T06:04:59,2026-02-18T21:39:48,autotrader_sold,toyota,camry,ascent,automatic,premium,sedan,2022,35888.0,24959.0
2021,Toyota,RAV4,Gx Awd Hybrid,Wagon,84001.0,Automatic,2026-11-26,21780.0,Hybrid,VIC,car/14930942/toyota/rav4/vic/berwick/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,21780.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2021,21780.0,84001.0
2021,Toyota,Kluger,Gx Awd,Wagon,84890.0,Automatic,,39490.0,Premium,VIC,car/14923980/toyota/kluger/vic/cranbourne/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-17T21:58:10,39490.0,2026-02-12T06:04:59,2026-02-18T21:39:48,autotrader_sold,toyota,kluger,gx awd,automatic,premium,wagon,2021,39490.0,84890.0
2022,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,68987.0,Automatic,,50990.0,Diesel,VIC,car/14928251/toyota/hilux/vic/frankston/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,50990.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,hilux,sr 4x4,automatic,diesel,double cab pick up,2022,50990.0,68987.0
2021,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,149409.0,Automatic,,48990.0,Diesel,VIC,car/14928250/toyota/hilux/vic/frankston/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,48990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,sr5 4x4,automatic,diesel,double cab pick up,2021,48990.0,149409.0
2021,Toyota,Landcruiser Prado,Gxl,Wagon,98486.0,Automatic,,60990.0,Diesel,VIC,car/14915017/toyota/landcruiser-prado/vic/cranbourne/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,60990.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,landcruiser prado,gxl,automatic,diesel,wagon,2021,60990.0,98486.0
2023,Toyota,Corolla,Ascent Sport,Hatchback,52243.0,Automatic,2026-06-15,28490.0,Unleaded,VIC,car/14856349/toyota/corolla/vic/melbourne/hatchback,,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,28490.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2023,28490.0,52243.0
2018,Toyota,Corolla,Ascent,Hatchback,102952.0,Automatic,,20990.0,Unleaded,VIC,car/14808990/toyota/corolla/vic/frankston/hatchback,,toyota_corolla_ascent_petrol_auto_hatch_zre18x,[OK],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,20990.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,corolla,ascent,automatic,unleaded,hatchback,2018,20990.0,102952.0
2020,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,83623.0,Automatic,,33990.0,Hybrid,VIC,car/14806924/toyota/c-hr/vic/hoppers-crossing/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T01:30:27,33990.0,2026-01-28T04:26:19,2026-01-30T17:02:17,autotrader_sold,toyota,c hr,koba 2wd hybrid,automatic,hybrid,wagon,2020,33990.0,83623.0
2018,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,94769.0,Automatic,,38975.0,Diesel,VIC,car/14929921/toyota/hilux/vic/officer/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,38975.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,sr 4x4,automatic,diesel,dual cab chassis,2018,38975.0,94769.0
2022,Toyota,Kluger,Gx 2Wd,Wagon,97055.0,Automatic,,38999.0,Premium,VIC,car/14930232/toyota/kluger/vic/melton/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,38999.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,kluger,gx 2wd,automatic,premium,wagon,2022,38999.0,97055.0
2025,Toyota,HiAce,Lwb (4 Door) Barn Door,Van,30924.0,Automatic,2026-03-05,55990.0,Diesel,VIC,car/14930312/toyota/hiace/vic/mornington/van,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,55990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hiace,lwb 4 door barn door,automatic,diesel,van,2025,55990.0,30924.0
2017,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,104589.0,Automatic,,37975.0,Diesel,VIC,car/14930769/toyota/hilux/vic/officer/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,37975.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,hilux,sr 4x4,automatic,diesel,dual cab chassis,2017,37975.0,104589.0
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,147648.0,Automatic,,45990.0,Diesel,VIC,car/14928692/toyota/hilux/vic/mornington/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,45990.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,sr 4x4,automatic,diesel,double cab chassis,2022,45990.0,147648.0
2021,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,65376.0,Automatic,,26788.0,Hybrid,VIC,car/14792555/toyota/corolla/vic/airport-west/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-28T04:26:19,2026-02-12T21:45:20,26788.0,2026-01-28T04:26:19,2026-02-15T04:41:58,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2021,26788.0,65376.0
2021,Toyota,Hilux,Sr (4X4),Double Cab Chassis,108041.0,Automatic,,42975.0,Diesel,VIC,car/14929799/toyota/hilux/vic/officer/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,42975.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,hilux,sr 4x4,automatic,diesel,double cab chassis,2021,42975.0,108041.0
2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,69919.0,Automatic,2026-01-07,24888.0,Hybrid,VIC,car/14899533/toyota/corolla/vic/burwood/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,24888.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2019,24888.0,69919.0
2022,Toyota,Camry,Ascent,Sedan,44491.0,Automatic,2026-02-25,31777.0,Premium,VIC,car/14719412/toyota/camry/vic/burwood/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-28T04:26:19,2026-01-28T04:26:19,31777.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,camry,ascent,automatic,premium,sedan,2022,31777.0,44491.0
2018,Toyota,Camry,Ascent Sport,Sedan,89207.0,Automatic,2026-02-26,24700.0,Unleaded,VIC,car/14930366/toyota/camry/vic/nunawading/sedan,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-28T04:26:19,2026-02-17T21:58:10,24700.0,2026-02-17T01:40:36,2026-02-18T21:39:48,autotrader_sold,toyota,camry,ascent sport,automatic,unleaded,sedan,2018,24700.0,89207.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,31923.0,Automatic,2026-05-16,30777.0,Hybrid,VIC,car/14926347/toyota/corolla/vic/heidelberg/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-28T04:26:19,2026-01-30T17:02:17,30777.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2022,30777.0,31923.0
