event_date,event,url,price,previous_price,price_change,year,make,model,variant,body_type,odometer,transmission,rego,fuel_type,location
2026-01-25T15:33:31,listed,car/14926762/toyota/rav4/vic/camberwell/suv,35990.0,,,2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,114004,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14924934/toyota/yaris/vic/camberwell/hatchback,18990.0,,,2016,Toyota,Yaris,Ascent,Hatchback,72327,Automatic,2026-04-20,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14924442/toyota/camry/vic/nunawading/sedan,27990.0,,,2022,Toyota,Camry,Ascent,Sedan,94691,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14918552/toyota/camry/vic/narre-warren/sedan,34888.0,,,2023,Toyota,Camry,Ascent,Sedan,55305,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14912868/toyota/corolla/vic/dandenong/sedan,8000.0,,,2007,Toyota,Corolla,Ascent,Sedan,259000,Automatic,2026-01-08,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14897779/toyota/camry/vic/narre-warren/sedan,34990.0,,,2024,Toyota,Camry,Ascent,Sedan,52490,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14864359/toyota/hiace/vic/dandenong-south/van,27999.0,,,2016,Toyota,HiAce,KDH221R,Commercial,160244,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14871905/toyota/yaris-cross/vic/frankston/suv,36990.0,,,2025,Toyota,Yaris Cross,Gx Hybrid,Wagon,18143,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14875218/toyota/hilux/vic/narre-warren/single-cab,25990.0,,,2021,Toyota,Hilux,Workmate,Cab Chassis,90393,Manual,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14815153/toyota/landcruiser/vic/narre-warren/suv,135333.0,,,2022,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,35121,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14908969/toyota/kluger/vic/narre-warren/suv,69990.0,,,2022,Toyota,Kluger,Grande Hybrid Awd,Wagon,40082,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14911395/toyota/hilux/vic/frankston/dual-cab,44990.0,,,2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,150070,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14898253/toyota/hilux/vic/narre-warren/dual-cab,59990.0,,,2019,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,29865,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14851839/toyota/rav4/vic/frankston/suv,35990.0,,,2022,Toyota,RAV4,Gx (2Wd),Wagon,64572,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14789284/toyota/hilux/vic/melton/dual-cab,39999.0,,,2017,Toyota,Hilux,Trd White (4X4),Dual Cab Utility,176257,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14883544/toyota/hilux/vic/frankston/single-cab,35990.0,,,2025,Toyota,Hilux,Workmate (4X2),Cab Chassis,6833,Manual,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14864494/toyota/aurion/vic/upper-ferntree-gully/sedan,10500.0,,,2007,Toyota,Aurion,Presara,Sedan,164315,Automatic,2026-02-28,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14916198/toyota/kluger/vic/cranbourne-west/suv,13990.0,,,2013,Toyota,Kluger,Kx-R (Fwd) 5 Seat,Wagon,225000,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14882973/toyota/landcruiser-prado/vic/frankston/suv,62990.0,,,2022,Toyota,Landcruiser Prado,Vx,Wagon,181419,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14813673/toyota/hilux/vic/melton/dual-cab,34999.0,,,2018,Toyota,Hilux,Sr Hi-Rider,Dual Cab Utility,134315,Automatic,2026-07-22,Diesel,VIC
2026-01-25T15:33:31,listed,car/14892925/toyota/corolla/vic/frankston/hatchback,26990.0,,,2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,66756,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14856428/toyota/landcruiser/vic/dandenong-south/suv,54999.0,,,2018,Toyota,Landcruiser,GXL,SUV,375014,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14837136/toyota/landcruiser/vic/frankston/suv,128490.0,,,2021,Toyota,Landcruiser,Lc300 Sahara (4X4),Wagon,41789,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14924684/toyota/camry/vic/frankston/sedan,29990.0,,,2021,Toyota,Camry,Ascent,Sedan,100518,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14928494/toyota/landcruiser/vic/frankston/suv,124990.0,,,2021,Toyota,Landcruiser,Gxl,Wagon,39583,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14927036/toyota/landcruiser-prado/vic/seaford/suv,31950.0,,,2016,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,215323,Automatic,2026-02-24,Diesel,VIC
2026-01-25T15:33:31,listed,car/14924237/toyota/hilux/vic/dandenong-south/pickup,35888.0,,,2018,Toyota,Hilux,WORKMATE (4X4),Ute Tray,133261,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14921324/toyota/corolla/vic/narre-warren/hatchback,28990.0,,,2024,Toyota,Corolla,Ascent Sport,Hatchback,50839,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14923886/toyota/kluger/vic/frankston/suv,49990.0,,,2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,71621,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14926332/toyota/camry/vic/berwick/sedan,25800.0,,,2018,Toyota,Camry,Sx,Sedan,104454,Automatic,2026-09-07,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14919250/toyota/corolla/vic/melton/hatchback,24999.0,,,2020,Toyota,Corolla,Ascent Sport,Hatchback,79424,Automatic,2026-03-10,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14924162/toyota/hilux/vic/seaford/dual-cab,29990.0,,,2016,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,258806,Automatic,2026-02-24,Diesel,VIC
2026-01-25T15:33:31,listed,car/14920234/toyota/fortuner/vic/sunbury/suv,52990.0,,,2024,Toyota,Fortuner,Gx,Wagon,66057,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14921325/toyota/camry/vic/narre-warren/sedan,17990.0,,,2017,Toyota,Camry,Altise,Sedan,154466,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14922480/toyota/hilux/vic/ferntree-gully/dual-cab,39800.0,,,2014,Toyota,Hilux,Sr5 Black (4X4),Dual Cab Pick-up,138667,Manual,2026-12-31,Diesel,VIC
2026-01-25T15:33:31,listed,car/14922785/toyota/hilux/vic/dandenong-south/pickup,29888.0,,,2017,Toyota,Hilux,SR,Ute Tray,293855,Manual,2026-06-07,Diesel,VIC
2026-01-25T15:33:31,listed,car/14924884/toyota/landcruiser/vic/dandenong-south/pickup,62999.0,,,2017,Toyota,Landcruiser,WORKMATE (4X4),Ute Tray,93411,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14921527/toyota/kluger/vic/melton/suv,39999.0,,,2022,Toyota,Kluger,Grande Awd,Wagon,136807,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14919326/toyota/yaris/vic/seaford/hatchback,8990.0,,,2018,Toyota,Yaris,Ascent,Hatchback,307464,Automatic,2026-04-24,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14918340/toyota/yaris-cross/vic/narre-warren/suv,33990.0,,,2024,Toyota,Yaris Cross,Gx Hybrid,Wagon,47431,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14928386/toyota/rav4/vic/dandenong/suv,18999.0,,,2013,Toyota,RAV4,Cruiser (4X4),Wagon,180157,Automatic,2027-01-02,Diesel,VIC
2026-01-25T15:33:31,listed,car/14928379/toyota/corolla/vic/dandenong/hatchback,11999.0,,,2010,Toyota,Corolla,Ascent,Hatchback,167000,Automatic,2025-07-20,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14920385/toyota/rav4/vic/frankston/suv,48990.0,,,2024,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,27073,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14913038/toyota/corolla/vic/narre-warren/hatchback,15990.0,,,2015,Toyota,Corolla,Ascent,Hatchback,157092,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14767677/toyota/rav4/vic/frankston/suv,35490.0,,,2019,Toyota,RAV4,Gxl (2Wd),Wagon,30667,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14896780/toyota/landcruiser-prado/vic/seaford/suv,51950.0,,,2019,Toyota,Landcruiser Prado,Vx (4X4),Wagon,186000,Automatic,2026-03-26,Diesel,VIC
2026-01-25T15:33:31,listed,car/14890803/toyota/hilux/vic/dandenong-south/pickup,28999.0,,,2018,Toyota,Hilux,SR (4X4),Ute Tray,235434,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14824800/toyota/landcruiser/vic/narre-warren/suv,128990.0,,,2022,Toyota,Landcruiser,Lc300 Sahara (4X4),Wagon,46881,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14841725/toyota/landcruiser/vic/dandenong-south/suv,57999.0,,,2017,Toyota,Landcruiser,GXL (4X4),SUV,363828,Automatic,2026-05-20,Diesel,VIC
2026-01-25T15:33:31,listed,car/14883413/toyota/hilux/vic/frankston/dual-cab,65990.0,,,2022,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,43332,Automatic,2026-03-11,Diesel,VIC
2026-01-25T15:33:31,listed,car/14892334/toyota/hilux/vic/dandenong-south/pickup,28888.0,,,2018,Toyota,Hilux,SR,Ute Tray,240808,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14907283/toyota/fortuner/vic/narre-warren/suv,47990.0,,,2018,Toyota,Fortuner,Crusade,Wagon,74889,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14917304/toyota/rav4/vic/narre-warren/suv,36990.0,,,2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,102000,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14919298/toyota/camry/vic/ferntree-gully/sedan,15990.0,,,2014,Toyota,Camry,Altise,Sedan,129514,Automatic,2026-06-06,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14918600/toyota/hilux/vic/frankston/dual-cab,52990.0,,,2021,Toyota,Hilux,Sr5 (4X4),Double Cab Chassis,123709,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14920509/toyota/rav4/vic/sunbury/suv,61950.0,,,2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,10854,Automatic,2026-03-22,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14920697/toyota/rav4/vic/narre-warren/suv,40990.0,,,2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,53725,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14918599/toyota/fortuner/vic/frankston/suv,59990.0,,,2025,Toyota,Fortuner,Gx,Wagon,10530,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14918598/toyota/rav4/vic/frankston/suv,58990.0,,,2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,32918,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14918288/toyota/landcruiser/vic/dandenong-south/dual-cab,64999.0,,,2015,Toyota,Landcruiser,Workmate (4X4),Double Cab Chassis,183264,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14894366/toyota/hilux/vic/dandenong-south/pickup,39999.0,,,2020,Toyota,Hilux,SR,Ute Tray,76825,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14921326/toyota/camry/vic/narre-warren/sedan,28990.0,,,2019,Toyota,Camry,Ascent Sport,Sedan,34556,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14927724/toyota/corolla/vic/dandenong/hatchback,15999.0,,,2015,Toyota,Corolla,Ascent Sport,Hatchback,159084,Automatic,2026-05-29,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14924131/toyota/camry/vic/nunawading/sedan,9999.0,,,2010,Toyota,Camry,Hybrid,Sedan,267000,Automatic,2026-03-15,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14926346/toyota/corolla/vic/heidelberg/hatchback,29777.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,41423,Automatic,2026-05-11,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14928514/toyota/hilux/vic/moorabbin/dual-cab,44888.0,,,2017,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,164787,Automatic,2026-02-26,Diesel,VIC
2026-01-25T15:33:31,listed,car/14925342/toyota/corolla/vic/burwood/sedan,27995.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,90803,Automatic,2026-05-15,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14927284/toyota/corolla/vic/moorabbin/hatchback,14888.0,,,2013,Toyota,Corolla,Ascent Sport,Hatchback,124989,Automatic,2026-01-29,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14925232/toyota/kluger/vic/burwood/suv,35480.0,,,2018,Toyota,Kluger,Gxl (4X4),Wagon,100736,Automatic,2026-07-16,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14819056/toyota/hiace/vic/frankston/people-mover,52990.0,,,2020,Toyota,HiAce,Commuter (12 Seats),Bus,120097,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14833993/toyota/rav4/vic/narre-warren/suv,59990.0,,,2024,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,25881,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14882848/toyota/rav4/vic/narre-warren/suv,44990.0,,,2024,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,53331,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14866523/toyota/kluger/vic/narre-warren/suv,68990.0,,,2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,8758,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14903636/toyota/hiace/vic/frankston/van,49990.0,,,2021,Toyota,HiAce,Lwb,Van,45550,Automatic,2026-09-08,Diesel,VIC
2026-01-25T15:33:31,listed,car/14889793/toyota/corolla/vic/frankston/hatchback,28990.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,55281,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14875255/toyota/camry/vic/frankston/sedan,34990.0,,,2022,Toyota,Camry,Ascent,Sedan,30177,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14851683/toyota/hilux/vic/dandenong-south/pickup,31999.0,,,2021,Toyota,Hilux,SR,Ute Tray,285352,Automatic,2025-12-20,Diesel,VIC
2026-01-25T15:33:31,listed,car/14808678/toyota/hilux/vic/frankston/single-cab,19990.0,,,2012,Toyota,Hilux,Sr,Cab Chassis,153728,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14834888/toyota/hilux/vic/narre-warren/dual-cab,74990.0,,,2024,Toyota,Hilux,Rogue 48V (4X4),Double Cab Pick Up,18422,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14900052/toyota/rav4/vic/frankston/suv,42990.0,,,2021,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,107244,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14891637/toyota/landcruiser/vic/sunbury/suv,104990.0,,,2023,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,130856,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14790950/toyota/rav4/vic/sunbury/suv,36990.0,,,2021,Toyota,RAV4,Gxl (2Wd),Wagon,75126,Automatic,2026-04-07,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14877630/toyota/hiace/vic/narre-warren/people-mover,117990.0,,,2020,Toyota,HiAce,Commuter (12 Seats),Bus,42178,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14852825/toyota/rav4/vic/melton/suv,39999.0,,,2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,67053,Automatic,2026-03-07,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14844778/toyota/c-hr/vic/sunbury/suv,31880.0,,,2022,Toyota,C-HR,Gxl (2Wd),Wagon,17001,Automatic,2026-04-07,Premium,VIC
2026-01-25T15:33:31,listed,car/14896443/toyota/rav4/vic/frankston/suv,19990.0,,,2016,Toyota,RAV4,Gx (4X4),Wagon,180914,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14892754/toyota/landcruiser/vic/dandenong-south/pickup,59888.0,,,2019,Toyota,Landcruiser,WORKMATE (4X4),Ute Tray,179974,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14904732/toyota/kluger/vic/narre-warren/suv,42500.0,,,2022,Toyota,Kluger,Gxl Awd,Wagon,117712,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14865110/toyota/hilux/vic/dandenong-south/pickup,29999.0,,,2018,Toyota,Hilux,SR,Ute Tray,233116,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14927471/toyota/rav4/vic/thomastown/suv,10490.0,,,2008,Toyota,RAV4,Cv (4X4),Wagon,232456,Automatic,2026-02-20,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14923992/toyota/hilux/vic/essendon-fields/dual-cab,39990.0,,,2017,Toyota,Hilux,Sr (4X4),Dual Cab Utility,133062,Automatic,2026-03-05,Diesel,VIC
2026-01-25T15:33:31,listed,car/14927361/toyota/corolla/vic/burwood/hatchback,23995.0,,,2018,Toyota,Corolla,Ascent Sport,Hatchback,53359,Automatic,2026-05-19,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14923913/toyota/kluger/vic/avondale-heights/suv,16999.0,,,2015,Toyota,Kluger,Gx (4X2),Wagon,245154,Automatic,2026-06-02,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14921402/toyota/landcruiser-prado/vic/laverton-north/suv,32999.0,,,2016,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,220000,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14922144/toyota/hilux/vic/oakleigh/dual-cab,63588.0,,,2022,Toyota,Hilux,Sr5 (4X4),Double Cab Chassis,74258,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14868366/toyota/hilux/vic/dandenong-south/pickup,33999.0,,,2021,Toyota,Hilux,WORKMATE,Ute Tray,220747,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14911307/toyota/rav4/vic/berwick/suv,41800.0,,,2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,50678,Automatic,2026-01-11,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14866052/toyota/camry/vic/frankston/sedan,33990.0,,,2023,Toyota,Camry,Ascent,Sedan,67742,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14871295/toyota/rav4/vic/frankston/suv,44990.0,,,2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,31000,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14887879/toyota/kluger/vic/narre-warren/suv,61990.0,,,2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,12278,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14892926/toyota/rav4/vic/frankston/suv,41990.0,,,2021,Toyota,RAV4,Gxl (Awd) Hybrid,Wagon,74484,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14911392/toyota/rav4/vic/frankston/suv,44990.0,,,2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,53070,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14868304/toyota/kluger/vic/narre-warren/suv,58990.0,,,2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,22214,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14850693/toyota/corolla/vic/narre-warren/hatchback,34990.0,,,2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,9174,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14903422/toyota/corolla/vic/narre-warren/hatchback,30990.0,,,2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,46334,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14867600/toyota/kluger/vic/narre-warren/suv,62500.0,,,2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,7186,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14878574/toyota/kluger/vic/narre-warren/suv,55990.0,,,2022,Toyota,Kluger,Gxl Hybrid Awd,Wagon,95100,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14871914/toyota/camry/vic/frankston/sedan,32990.0,,,2023,Toyota,Camry,Ascent,Sedan,78538,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14911399/toyota/hilux/vic/frankston/dual-cab,71990.0,,,2024,Toyota,Hilux,Sr5 48V (4X4),Double Cab Chassis,20330,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14832500/toyota/corolla/vic/frankston/hatchback,35990.0,,,2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,17120,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14851781/toyota/corolla/vic/narre-warren/sedan,28990.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,77663,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14896125/toyota/rav4/vic/frankston/suv,34990.0,,,2021,Toyota,RAV4,Gxl (Awd) Hybrid,Wagon,157290,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14788337/toyota/hiace/vic/narre-warren/people-mover,63500.0,,,2021,Toyota,HiAce,Slwb Commuter (12 Seats),Bus,65190,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14913041/toyota/gr-yaris/vic/narre-warren/hatchback,45990.0,,,2022,Toyota,GR Yaris,Gr,Hatchback,52328,Manual,,Premium,VIC
2026-01-25T15:33:31,listed,car/14911393/toyota/rav4/vic/frankston/suv,58990.0,,,2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,31244,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14924292/toyota/c-hr/vic/nunawading/suv,33990.0,,,2020,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,79177,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14923033/toyota/camry/vic/burwood/sedan,26726.0,,,2020,Toyota,Camry,Ascent,Sedan,126767,Automatic,2026-05-18,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14922592/toyota/rav4/vic/oakleigh/suv,33888.0,,,2020,Toyota,RAV4,Gx (2Wd),Wagon,79514,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14926337/toyota/rav4/vic/heidelberg/suv,43777.0,,,2022,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,25047,Automatic,2026-07-23,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14924926/toyota/corolla/vic/camberwell/hatchback,18990.0,,,2015,Toyota,Corolla,Ascent Sport,Hatchback,106518,Automatic,2026-07-05,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14926339/toyota/rav4/vic/heidelberg/suv,28777.0,,,2018,Toyota,RAV4,Gxl (2Wd),Wagon,85646,Automatic,2026-05-28,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14916231/toyota/kluger/vic/frankston/suv,37990.0,,,2019,Toyota,Kluger,Gxl (4X2),Wagon,78797,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14903500/toyota/corolla/vic/frankston/hatchback,24990.0,,,2020,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,103252,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14813089/toyota/rav4/vic/frankston/suv,33990.0,,,2020,Toyota,RAV4,Gxl (2Wd),Wagon,80963,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14843750/toyota/rav4/vic/frankston/suv,39990.0,,,2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,86178,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14869357/toyota/rav4/vic/narre-warren/suv,42990.0,,,2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,55360,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14841765/toyota/kluger/vic/narre-warren/suv,53500.0,,,2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,66401,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14877781/toyota/bz4x/vic/narre-warren/suv,53990.0,,,2024,Toyota,BZ4X,2Wd,Wagon,700,Automatic,,Electric,VIC
2026-01-25T15:33:31,listed,car/14833990/toyota/rav4/vic/narre-warren/suv,53990.0,,,2024,Toyota,RAV4,Xse (2Wd) Hybrid Premium Paint,Wagon,25450,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14824801/toyota/landcruiser/vic/narre-warren/suv,108500.0,,,2023,Toyota,Landcruiser,Lc300 Gxl (4X4),Wagon,40990,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14825941/toyota/camry/vic/narre-warren/sedan,37990.0,,,2024,Toyota,Camry,Ascent,Sedan,32697,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14775379/toyota/rav4/vic/sunbury/suv,41780.0,,,2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,56120,Automatic,2026-05-21,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14788493/toyota/camry/vic/narre-warren/sedan,31333.0,,,2021,Toyota,Camry,Ascent,Sedan,73796,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14898828/toyota/yaris-cross/vic/narre-warren/suv,31500.0,,,2022,Toyota,Yaris Cross,Gxl Hybrid,Wagon,67000,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14801239/toyota/landcruiser/vic/narre-warren/suv,106990.0,,,2023,Toyota,Landcruiser,Lc300 Gxl (4X4),Wagon,48840,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14868191/toyota/camry/vic/narre-warren/sedan,31500.0,,,2021,Toyota,Camry,Ascent,Sedan,86332,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14896972/toyota/hilux/vic/frankston/dual-cab,49990.0,,,2022,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,57001,Automatic,2026-07-05,Diesel,VIC
2026-01-25T15:33:31,listed,car/14866230/toyota/rav4/vic/frankston/suv,44990.0,,,2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,48108,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14767675/toyota/rav4/vic/frankston/suv,39990.0,,,2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,78788,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14864813/toyota/camry/vic/frankston/sedan,33990.0,,,2023,Toyota,Camry,Ascent,Sedan,66528,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14891865/toyota/kluger/vic/narre-warren/suv,61500.0,,,2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,54101,Automatic,,Hybrid,VIC
