event_date,event,url,price,previous_price,price_change,year,make,model,variant,body_type,odometer,transmission,rego,fuel_type,location
2026-01-25T15:33:31,listed,car/14851358/toyota/rav4/vic/south-melbourne/suv,54990.0,,,2023,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,44576,Automatic,2026-08-31,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14849244/toyota/camry/vic/tottenham/sedan,28888.0,,,2020,Toyota,Camry,Ascent Sport,Sedan,92342,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14592826/toyota/hiace/vic/epping/van,29500.0,,,2019,Toyota,HiAce,GDH201,Commercial,175570,Automatic,,Other,VIC
2026-01-25T15:33:31,listed,car/14901584/toyota/corolla/vic/south-melbourne/hatchback,28990.0,,,2021,Toyota,Corolla,Ascent Sport,Hatchback,38874,Automatic,2026-09-21,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14818686/toyota/camry/vic/melbourne/sedan,30880.0,,,2020,Toyota,Camry,Ascent,Sedan,55858,Automatic,2026-06-26,Unleaded,VIC
2026-01-25T15:33:31,listed,car/13127981/toyota/estima/vic/west-footscray/othercar,11999.0,,,2006,Toyota,Estima,AERAS G,OtherCar,163562,,2023-12-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14895030/toyota/camry/vic/melbourne/sedan,33380.0,,,2021,Toyota,Camry,Ascent,Sedan,44506,Automatic,2026-07-07,Premium,VIC
2026-01-25T15:33:31,listed,car/14822593/toyota/kluger/vic/deer-park/suv,8999.0,,,2007,Toyota,Kluger,Kx-S (Fwd),Wagon,324224,Automatic,2025-11-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14838774/toyota/kluger/vic/avondale-heights/suv,24999.0,,,2015,Toyota,Kluger,Grande (4X4),Wagon,157865,Automatic,2026-03-06,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14891931/toyota/corolla/vic/nunawading/hatchback,9750.0,,,2011,Toyota,Corolla,Levin Zr,Hatchback,113000,Manual,2026-07-12,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14545873/toyota/kluger/vic/elsternwick/suv,74950.0,,,2023,Toyota,Kluger,Grande Hybrid Awd,Wagon,13915,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14814463/toyota/landcruiser/vic/brooklyn/suv,14999.0,,,2004,Toyota,Landcruiser,Gxl (4X4),Wagon,381000,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14807840/toyota/camry/vic/laverton-north/sedan,17999.0,,,2016,Toyota,Camry,Atara Sl Hybrid,Sedan,153589,Automatic,2026-02-05,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14522185/toyota/hilux/vic/deer-park/single-cab,14999.0,,,2008,Toyota,Hilux,Sr,Pickup,205918,Automatic,2025-06-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14852399/toyota/landcruiser-prado/vic/briar-hill/suv,11999.0,,,2004,Toyota,Landcruiser Prado,GXL,SUV,386888,Automatic,2026-03-25,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14852397/toyota/hiace/vic/south-melbourne/van,56990.0,,,2020,Toyota,HiAce,Lwb Gl (Colours),Van,65388,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14119004/toyota/hiace/vic/coburg-north/people-mover,48990.0,,,2017,Toyota,HiAce,Commuter (12 Seats),Bus,82952,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14852396/toyota/hilux/vic/south-melbourne/single-cab,48990.0,,,2022,Toyota,Hilux,Sr (4X4),Cab Chassis,21516,Automatic,2026-07-20,Diesel,VIC
2026-01-25T15:33:31,listed,car/14852393/toyota/corolla/vic/south-melbourne/sedan,32990.0,,,2024,Toyota,Corolla,Ascent Sport,Sedan,15983,Automatic,2026-07-21,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14719227/toyota/corolla/vic/ferntree-gully/hatchback,29488.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,57935,Automatic,2026-04-13,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14853968/toyota/c-hr/vic/tottenham/suv,34888.0,,,2020,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,84107,Automatic,2026-01-27,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14825825/toyota/c-hr/vic/tottenham/suv,35888.0,,,2023,Toyota,C-HR,Koba (2Wd),Wagon,70650,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14526467/toyota/kluger/vic/hoppers-crossing/suv,6999.0,,,2008,Toyota,Kluger,Kx-R (Fwd) 5 Seat,Wagon,338207,Automatic,2025-08-23,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14871752/toyota/rav4/vic/south-melbourne/suv,43990.0,,,2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,11347,Automatic,2026-07-29,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14878011/toyota/rav4/vic/tottenham/suv,43888.0,,,2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,41089,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14388891/toyota/corolla/vic/brooklyn/sedan,6999.0,,,2002,Toyota,Corolla,Ultima,Sedan,242000,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14891897/toyota/camry/vic/tottenham/sedan,25888.0,,,2018,Toyota,Camry,Ascent,Sedan,116021,Automatic,2026-01-26,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14917045/toyota/yaris/vic/nunawading/hatchback,11999.0,,,2017,Toyota,Yaris,Ascent,Hatchback,130000,Manual,2026-04-12,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14855506/toyota/hiace/vic/ravenhall/van,11999.0,,,2005,Toyota,HiAce,Lwb,Van,467673,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14910597/toyota/yaris/vic/burwood/hatchback,12555.0,,,2013,Toyota,Yaris,Yr,Hatchback,47908,Manual,2026-03-20,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14719171/toyota/hilux/vic/ringwood/dual-cab,42999.0,,,2018,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,162535,Automatic,2026-04-11,Diesel,VIC
2026-01-25T15:33:31,listed,car/14869247/toyota/rav4/vic/fawkner/suv,8499.0,,,2009,Toyota,RAV4,Cv (4X4),Wagon,253940,Automatic,2026-01-15,Unleaded,VIC
2026-01-25T15:33:31,listed,car/13009586/toyota/landcruiser-prado/vic/hoppers-crossing/suv,27999.0,,,2012,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,257981,Manual,2023-08-29,Diesel,VIC
2026-01-25T15:33:31,listed,car/14767913/toyota/hilux/vic/williamstown-north/dual-cab,22999.0,,,2012,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,324600,Manual,2026-04-05,Diesel,VIC
2026-01-25T15:33:31,listed,car/14646980/toyota/corolla/vic/elsternwick/hatchback,29977.0,,,2023,Toyota,Corolla,Sx Hybrid,Hatchback,73194,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14876350/toyota/landcruiser-prado/vic/derrimut/suv,37990.0,,,2014,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,231000,Automatic,2026-06-19,Diesel,VIC
2026-01-25T15:33:31,listed,car/14875297/toyota/corolla/vic/mentone/hatchback,11990.0,,,2001,Toyota,Corolla,Ascent Seca,Hatchback,57608,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14576957/toyota/camry/vic/bundoora/sedan,33444.0,,,2023,Toyota,Camry,Ascent,Sedan,59755,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14791050/toyota/alphard/vic/fawkner/suv,54990.0,,,2021,Toyota,Alphard,S (HYBRID) AYH30W,SUV,38000,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14818428/toyota/corolla/vic/thomastown/sedan,12888.0,,,2016,Toyota,Corolla,Ascent,Sedan,240393,Automatic,2026-09-07,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14558275/toyota/corolla-cross/vic/elsternwick/suv,35950.0,,,2023,Toyota,Corolla Cross,Gx 2Wd,Wagon,58890,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14908815/toyota/esquire/vic/fawkner/suv,25990.0,,,2018,Toyota,Esquire,G HYBRID ZWR80,SUV,106893,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14847920/toyota/landcruiser/vic/williamstown-north/suv,149999.0,,,2023,Toyota,Landcruiser,Lc300 Sahara (4X4),Wagon,81700,Automatic,2026-04-15,Diesel,VIC
2026-01-25T15:33:31,listed,car/14637361/toyota/hiace/vic/epping/van,28000.0,,,2018,Toyota,HiAce,GDH201,Commercial,196381,Automatic,,Other,VIC
2026-01-25T15:33:31,listed,car/14911356/toyota/hilux/vic/avondale-heights/dual-cab,10999.0,,,2010,Toyota,Hilux,Sr,Dual Cab Pick-up,312413,Automatic,2026-03-26,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14828233/toyota/camry/vic/nunawading/sedan,24990.0,,,2019,Toyota,Camry,Ascent,Sedan,89000,Automatic,2026-02-21,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14788415/toyota/landcruiser-prado/vic/altona-north/suv,9999.0,,,2004,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,427000,Automatic,2026-04-28,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14903425/toyota/kluger/vic/oakleigh/suv,15388.0,,,2008,Toyota,Kluger,Kx-S (Fwd),Wagon,186266,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14576956/toyota/camry/vic/bundoora/sedan,33444.0,,,2023,Toyota,Camry,Ascent,Sedan,62325,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14914428/toyota/corolla/vic/laverton-north/hatchback,14490.0,,,2014,Toyota,Corolla,Ascent Sport,Hatchback,146267,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14582912/toyota/hilux/vic/brooklyn/single-cab,14999.0,,,2015,Toyota,Hilux,Workmate,Cab Chassis,241000,Manual,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14905208/toyota/corolla/vic/nunawading/hatchback,8250.0,,,2005,Toyota,Corolla,Conquest Seca,Hatchback,153000,Automatic,2026-02-10,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14678146/toyota/camry/vic/bundoora/sedan,33750.0,,,2023,Toyota,Camry,Ascent,Sedan,52523,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14848772/toyota/estima/vic/altona-north/suv,9999.0,,,2016,Toyota,Estima,AERAS F,SUV,233614,Automatic,2026-03-29,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14806096/toyota/kluger/vic/sunshine/suv,23999.0,,,2019,Toyota,Kluger,Gx (4X4),Wagon,216878,Automatic,2026-09-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14595099/toyota/kluger/vic/elsternwick/suv,68950.0,,,2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,31890,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14811075/toyota/camry/vic/nunawading/sedan,24990.0,,,2017,Toyota,Camry,Atara Sl Hybrid,Sedan,112605,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14869249/toyota/hilux/vic/heidelberg/dual-cab,60777.0,,,2021,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,93559,Automatic,2026-06-23,Diesel,VIC
2026-01-25T15:33:31,listed,car/14755010/toyota/rav4/vic/melton/suv,41999.0,,,2020,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,87090,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14876732/toyota/camry/vic/thomastown/sedan,13990.0,,,2015,Toyota,Camry,Altise,Sedan,200321,Automatic,2026-03-12,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14809509/toyota/hiace/vic/briar-hill/van,24999.0,,,2013,Toyota,HiAce,,Commercial,102612,Automatic,2025-12-20,Other,VIC
2026-01-25T15:33:31,listed,car/14547116/toyota/hilux/vic/brooklyn/dual-cab,14999.0,,,2012,Toyota,Hilux,Sr,Dual Cab Pick-up,304000,Manual,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14872499/toyota/corolla/vic/epping/hatchback,21200.0,,,2015,Toyota,Corolla,Sx,Hatchback,108727,Automatic,2026-10-08,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14909004/toyota/rav4/vic/essendon-fields/suv,37490.0,,,2022,Toyota,RAV4,Gx (2Wd),Wagon,38267,Automatic,2026-04-16,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14888717/toyota/rav4/vic/burwood/suv,20895.0,,,2014,Toyota,RAV4,Gxl (2Wd),Wagon,149398,Automatic,2026-05-26,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14836666/toyota/86/vic/burwood/coupe,30000.0,,,2014,Toyota,86,Gts,Coupe,41694,Manual,2026-05-25,Premium,VIC
2026-01-25T15:33:31,listed,car/14733216/toyota/camry/vic/ringwood/sedan,27999.0,,,2020,Toyota,Camry,Sx,Sedan,143170,Automatic,2026-04-16,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14819728/toyota/landcruiser-prado/vic/fawkner/suv,31997.0,,,2012,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,201073,Automatic,2026-02-13,Diesel,VIC
2026-01-25T15:33:31,listed,car/14825984/toyota/camry/vic/mitcham/sedan,7888.0,,,2005,Toyota,Camry,Altise,Sedan,145268,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14616706/toyota/prius-c/vic/ravenhall/hatchback,18695.0,,,2017,Toyota,Prius-C,Hybrid,Hatchback,104452,Automatic,2026-03-09,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14912398/toyota/alphard/vic/bentleigh/wagon,44990.0,,,2017,Toyota,Alphard,X (Hybrid),Wagon,73232,,2026-05-29,,VIC
2026-01-25T15:33:31,listed,car/14901874/toyota/landcruiser/vic/nunawading/suv,142990.0,,,2023,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,34000,Automatic,2026-11-24,Diesel,VIC
2026-01-25T15:33:31,listed,car/14711403/toyota/landcruiser/vic/elsternwick/suv,129950.0,,,2021,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,75890,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14899494/toyota/noah/vic/fawkner/suv,39990.0,,,2022,Toyota,Noah,(HYBRID) ZWR90 8 SEATER,SUV,95363,Automatic,2026-04-05,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14798968/toyota/landcruiser/vic/preston/single-cab,88990.0,,,2022,Toyota,Landcruiser,Gxl,Cab Chassis,53857,Manual,2000-01-01,Diesel,VIC
2026-01-25T15:33:31,listed,car/14744523/toyota/corolla/vic/maidstone/sedan,11990.0,,,2008,Toyota,Corolla,Ascent,Sedan,96358,Automatic,2026-02-14,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14882919/toyota/kluger/vic/brighton/suv,41990.0,,,2019,Toyota,Kluger,Grande (4X2),Wagon,62942,Automatic,2026-01-31,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14742257/toyota/corolla/vic/laverton-north/hatchback,26699.0,,,2024,Toyota,Corolla,Ascent Sport,Hatchback,31296,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14840734/toyota/landcruiser-prado/vic/ravenhall/suv,15999.0,,,2006,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,358199,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14831532/toyota/hilux/vic/thomastown/single-cab,17990.0,,,2014,Toyota,Hilux,Workmate,Cab Chassis,154184,Automatic,2026-02-28,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14667735/toyota/camry/vic/cranbourne-west/sedan,14900.0,,,2014,Toyota,Camry,Altise,Sedan,145000,Automatic,2026-04-14,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14816355/toyota/landcruiser/vic/fawkner/suv,39990.0,,,1999,Toyota,Landcruiser,HDJ101,SUV,141291,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14916632/toyota/supra/vic/laverton-north/hatchback,129888.0,,,1994,Toyota,Supra,,Liftback,160125,,,,VIC
2026-01-25T15:33:31,listed,car/14877821/toyota/hilux/vic/camberwell/dual-cab,57990.0,,,2021,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,113314,Automatic,2026-05-25,Diesel,VIC
2026-01-25T15:33:31,listed,car/14746909/toyota/prius/vic/ringwood/hatchback,13499.0,,,2009,Toyota,Prius,I-Tech Hybrid,Hatchback,119263,Automatic,2026-01-24,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14887501/toyota/hilux/vic/vermont/dual-cab,46990.0,,,2016,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,98700,Automatic,2026-01-19,Diesel,VIC
2026-01-25T15:33:31,listed,car/14881172/toyota/landcruiser/vic/heidelberg/suv,96777.0,,,2018,Toyota,Landcruiser,Lc200 Vx (4X4),Wagon,97410,Automatic,2026-04-30,Diesel,VIC
2026-01-25T15:33:31,listed,car/14810650/toyota/crown/vic/cranbourne-west/limousine,17490.0,,,2006,Toyota,Crown,,Sedan,51800,Automatic,,Premium,VIC
2026-01-25T15:33:31,listed,car/14869920/toyota/landcruiser-prado/vic/airport-west/suv,74888.0,,,2021,Toyota,Landcruiser Prado,Vx,Wagon,42000,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14673644/toyota/yaris/vic/oakleigh-south/hatchback,14490.0,,,2014,Toyota,Yaris,Ascent,Hatchback,107171,Automatic,2025-09-27,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14832915/toyota/corolla/vic/coburg-north/hatchback,17990.0,,,2014,Toyota,Corolla,Ascent Sport,Hatchback,109803,Manual,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14858042/toyota/landcruiser-prado/vic/laverton-north/suv,31999.0,,,2015,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,266000,Automatic,2025-12-23,Diesel,VIC
2026-01-25T15:33:31,listed,car/14552474/toyota/prius-c/vic/cranbourne-west/hatchback,16999.0,,,2016,Toyota,Prius-C,Hybrid,Hatchback,115428,Automatic,2025-08-15,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14841834/toyota/corolla/vic/sunshine/sedan,15999.0,,,2016,Toyota,Corolla,Ascent,Sedan,148160,Automatic,2026-02-18,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14907942/toyota/echo/vic/brighton/hatchback,7990.0,,,2003,Toyota,Echo,,Hatchback,228622,Automatic,2026-04-29,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14718623/toyota/corolla-cross/vic/laverton-north/suv,32199.0,,,2023,Toyota,Corolla Cross,Gx 2Wd,Wagon,27174,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14916697/toyota/hilux/vic/derrimut/dual-cab,14990.0,,,2006,Toyota,Hilux,Sr5 (4X4),Dual Cab Pick-up,379226,Manual,2026-04-13,Diesel,VIC
2026-01-25T15:33:31,listed,car/14869311/toyota/kluger/vic/coburg-north/suv,32990.0,,,2016,Toyota,Kluger,Grande (4X4),Wagon,135410,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14137939/toyota/hiace/vic/coburg-north/people-mover,59990.0,,,2019,Toyota,HiAce,Commuter (12 Seats),Bus,75753,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14850046/toyota/prius/vic/laverton-north/hatchback,9499.0,,,2007,Toyota,Prius,Hybrid,Hatchback,137000,Automatic,2026-06-30,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14911198/toyota/corolla/vic/elsternwick/hatchback,31990.0,,,2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,57588,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14819729/toyota/hiace/vic/fawkner/van,29997.0,,,2016,Toyota,HiAce,Lwb,Van,188311,Automatic,2026-06-08,Diesel,VIC
2026-01-25T15:33:31,listed,car/14812953/toyota/camry/vic/heidelberg/sedan,29777.0,,,2019,Toyota,Camry,Ascent Sport (Hybrid),Sedan,73874,Automatic,2026-08-26,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14754099/toyota/hilux/vic/ringwood/dual-cab,25990.0,,,2018,Toyota,Hilux,Workmate,Dual Cab Utility,166705,Automatic,2026-05-25,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14814347/toyota/aurion/vic/laverton-north/sedan,21295.0,,,2017,Toyota,Aurion,Presara,Sedan,84868,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14907924/toyota/aurion/vic/coburg-north/sedan,14990.0,,,2013,Toyota,Aurion,Prodigy,Sedan,129667,Automatic,2026-10-23,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14729527/toyota/yaris/vic/werribee/sedan,9999.0,,,2009,Toyota,Yaris,Yrs,Sedan,176022,Automatic,2025-10-22,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14864690/toyota/camry/vic/moorabbin/sedan,8999.0,,,2013,Toyota,Camry,Altise,Sedan,291000,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14832835/toyota/hilux/vic/camberwell/single-cab,22888.0,,,2020,Toyota,Hilux,Workmate,Cab Chassis,112235,Manual,2026-04-08,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14681554/toyota/prius/vic/werribee/hatchback,13591.0,,,2008,Toyota,Prius,Hybrid,Hatchback,109418,Automatic,2026-06-23,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14778710/toyota/hilux/vic/deer-park/dual-cab,58888.0,,,2022,Toyota,Hilux,Rogue (4X4),Double Cab Pick Up,68698,Automatic,2026-06-24,Diesel,VIC
2026-01-25T15:33:31,listed,car/14752089/toyota/landcruiser/vic/officer/single-cab,39975.0,,,2011,Toyota,Landcruiser,Workmate (4X4),Cab Chassis,325594,Manual,2026-01-15,Diesel,VIC
2026-01-25T15:33:31,listed,car/14822289/toyota/hiace/vic/ravenhall/van,15999.0,,,2005,Toyota,HiAce,Lwb,Van,218391,Automatic,2026-04-07,Diesel,VIC
2026-01-25T15:33:31,listed,car/14607430/toyota/camry/vic/melton/sedan,35999.0,,,2022,Toyota,Camry,Ascent + Sat Nav Hybrid,Sedan,62987,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14891696/toyota/aurion/vic/nunawading/sedan,12990.0,,,2010,Toyota,Aurion,Touring Se,Sedan,161727,Automatic,2026-01-15,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14902597/toyota/camry/vic/fawkner/sedan,10997.0,,,2009,Toyota,Camry,Ateva,Sedan,162799,Automatic,2026-11-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14392907/toyota/corolla/vic/ringwood/hatchback,4990.0,,,2007,Toyota,Corolla,Ascent,Hatchback,242510,Manual,2025-06-27,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14878066/toyota/landcruiser/vic/blackburn/suv,125990.0,,,2023,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,36969,Automatic,2026-09-13,Diesel,VIC
2026-01-25T15:33:31,listed,car/14791034/toyota/corolla/vic/fawkner/limousine,23490.0,,,2020,Toyota,Corolla,HYBRID ZWE214,Sedan,74642,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14911415/toyota/fortuner/vic/deer-park/suv,42888.0,,,2018,Toyota,Fortuner,Crusade,Wagon,125214,Automatic,2026-02-15,Diesel,VIC
2026-01-25T15:33:31,listed,car/14824907/toyota/corolla/vic/altona-north/sedan,9999.0,,,2010,Toyota,Corolla,Ascent,Sedan,194676,Automatic,2026-04-29,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14758784/toyota/hilux/vic/berwick/single-cab,27999.0,,,2020,Toyota,Hilux,Workmate,Cab Chassis,55554,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14889215/toyota/hilux/vic/heidelberg/single-cab,26777.0,,,2020,Toyota,Hilux,Workmate,Cab Chassis,90989,Automatic,2026-03-21,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14870409/toyota/landcruiser/vic/camberwell/suv,114990.0,,,2019,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,78477,Automatic,2026-07-08,Diesel,VIC
2026-01-25T15:33:31,listed,car/14384846/toyota/hilux/vic/brighton/single-cab,33915.0,,,2019,Toyota,Hilux,Sr (4X4),Cab Chassis,115777,Manual,2026-04-17,Diesel,VIC
2026-01-25T15:33:31,listed,car/14913353/toyota/aurion/vic/brooklyn/sedan,8999.0,,,2011,Toyota,Aurion,Touring Se,Sedan,290980,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14889108/toyota/rav4/vic/fawkner/suv,29997.0,,,2018,Toyota,RAV4,Cruiser (4X4),Wagon,134339,Automatic,2026-04-30,Unleaded,VIC
2026-01-25T15:33:31,listed,car/13224807/toyota/86/vic/ringwood/sportscar,28178.0,,,2015,Toyota,86,BLACKLINE EDITION,Coupe,137636,Manual,2025-04-20,Other,VIC
2026-01-25T15:33:31,listed,car/14798027/toyota/kluger/vic/essendon-fields/suv,50888.0,,,2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,44591,Automatic,2026-06-13,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14509347/toyota/hiace/vic/coburg-north/people-mover,55990.0,,,2017,Toyota,HiAce,Commuter,Bus,80206,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14913333/toyota/corolla/vic/oakleigh/hatchback,35888.0,,,2025,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,28900,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14651157/toyota/hiace/vic/elsternwick/people-mover,59990.0,,,2020,Toyota,HiAce,Slwb Commuter (12 Seats),Bus,37042,Automatic,,Diesel,VIC
2026-01-25T15:33:31,listed,car/14858060/toyota/landcruiser/vic/bentleigh/dual-cab,93390.0,,,2021,Toyota,Landcruiser,Workmate,Double Cab Chassis,36844,Manual,2026-09-26,Diesel,VIC
2026-01-25T15:33:31,listed,car/14916503/toyota/rav4/vic/laverton-north/suv,30895.0,,,2020,Toyota,RAV4,Gx (2Wd),Wagon,49662,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14756785/toyota/corolla/vic/ringwood/hatchback,19999.0,,,2014,Toyota,Corolla,Ascent,Hatchback,97101,Automatic,2026-07-14,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14786903/toyota/aurion/vic/murrumbeena/sedan,10990.0,,,2013,Toyota,Aurion,Prodigy,Sedan,212069,Automatic,,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14913058/toyota/corolla/vic/cheltenham/sedan,24990.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,97548,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14894261/toyota/corolla/vic/coburg-north/sedan,30390.0,,,2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,33250,Automatic,,Hybrid,VIC
2026-01-25T15:33:31,listed,car/14690988/toyota/corolla/vic/ringwood/hatchback,28499.0,,,2019,Toyota,Corolla,Zr,Hatchback,30040,Automatic,2026-06-26,Unleaded,VIC
2026-01-25T15:33:31,listed,car/14910627/toyota/rav4/vic/oakleigh/suv,64888.0,,,2025,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,4950,Automatic,,Hybrid,VIC
