year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2020,Toyota,GR Yaris,Gr,Hatchback,46182,Manual,,39990,Premium,VIC,car/14894051/toyota/gr-yaris/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2023,Toyota,Corolla,Ascent Sport,Hatchback,34069,Automatic,,29499,Unleaded,VIC,car/14894164/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Yaris Cross,Gx Hybrid,Wagon,29348,Automatic,,34990,Hybrid,VIC,car/14885055/toyota/yaris-cross/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,HiAce,Slwb,Van,79227,Automatic,2026-03-27,55990,Diesel,VIC,car/14909664/toyota/hiace/vic/mornington/van,2026-01-25T15:33:31,,
2024,Toyota,GR86,Gts,Coupe,2990,Manual,,47888,Premium,VIC,car/14810257/toyota/gr86/vic/cranbourne/coupe,2026-01-25T15:33:31,,
2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,38275,Automatic,,55888,Hybrid,VIC,car/14882883/toyota/rav4/vic/berwick/suv,2026-01-25T15:33:31,,
2023,Toyota,Landcruiser,Lc79 Gxl,Double Cab Chassis,39191,Manual,,128888,Diesel,VIC,car/14847882/toyota/landcruiser/vic/berwick/dual-cab,2026-01-25T15:33:31,,
2021,Toyota,HiAce,Slwb,Van,38137,Automatic,,56490,Diesel,VIC,car/14852405/toyota/hiace/vic/cranbourne/van,2026-01-25T15:33:31,,
2023,Toyota,Landcruiser,Lc300 Gr-S (4X4),Wagon,82209,Automatic,,141888,Diesel,VIC,car/14907535/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,79245,Automatic,,114999,Diesel,VIC,car/14856242/toyota/landcruiser/vic/berwick/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,135055,Automatic,,36990,Hybrid,VIC,car/14861091/toyota/rav4/vic/camberwell/suv,2026-01-25T15:33:31,,
2022,Toyota,Camry,Ascent,Sedan,24871,Automatic,2026-06-10,35000,Premium,VIC,car/14852604/toyota/camry/vic/burwood/sedan,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,61878,Automatic,2026-07-05,38444,Hybrid,VIC,car/14848287/toyota/rav4/vic/bundoora/suv,2026-01-25T15:33:31,,
2019,Toyota,Yaris,Zr,Hatchback,23274,Automatic,,22290,Unleaded,VIC,car/14879417/toyota/yaris/vic/laverton-north/hatchback,2026-01-25T15:33:31,,
2023,Toyota,RAV4,Xse (Awd) Hybrid Premium Paint,Wagon,13859,Automatic,,55555,Hybrid,VIC,car/14896078/toyota/rav4/vic/oakleigh/suv,2026-01-25T15:33:31,,
2015,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,128957,Automatic,2026-01-14,45400,Diesel,VIC,car/14881888/toyota/landcruiser-prado/vic/bundoora/suv,2026-01-25T15:33:31,,
2015,Toyota,Corolla,Ascent Sport,Hatchback,59751,Automatic,,23490,Unleaded,VIC,car/14911954/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2022,Toyota,Kluger,Gxl Hybrid Awd,Wagon,51612,Automatic,,58333,Hybrid,VIC,car/14877629/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,,
2021,Toyota,Kluger,Gx Hybrid Awd,Wagon,50277,Automatic,2026-03-02,48888,Hybrid,VIC,car/14786138/toyota/kluger/vic/mornington/suv,2026-01-25T15:33:31,,
2021,Toyota,Corolla,Ascent Sport Hybrid,Sedan,83133,Automatic,2026-03-19,27990,Hybrid,VIC,car/14866077/toyota/corolla/vic/mornington/sedan,2026-01-25T15:33:31,,
2021,Toyota,Kluger,Gx Hybrid Awd,Wagon,51591,Automatic,,50888,Hybrid,VIC,car/14911504/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,C-HR,Koba (2Wd),Wagon,55560,Automatic,,38888,Premium,VIC,car/14898138/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,55902,Automatic,,42990,Hybrid,VIC,car/14909980/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,53532,Automatic,,29990,Hybrid,VIC,car/14911501/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,17244,Automatic,,35990,Hybrid,VIC,car/14885056/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2020,Toyota,Hilux,Workmate,Cab Chassis,157165,Automatic,,25990,Unleaded,VIC,car/14909979/toyota/hilux/vic/cranbourne/single-cab,2026-01-25T15:33:31,,
2018,Toyota,Camry,Ascent Sport (Hybrid),Sedan,180290,Automatic,,25990,Hybrid,VIC,car/14909425/toyota/camry/vic/cranbourne/sedan,2026-01-25T15:33:31,,
2021,Toyota,HiAce,Slwb Commuter (12 Seats),Bus,91457,Automatic,,57490,Diesel,VIC,car/14854018/toyota/hiace/vic/cranbourne/people-mover,2026-01-25T15:33:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,24890,Automatic,,32888,Hybrid,VIC,car/14813046/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,47527,Automatic,,30990,Hybrid,VIC,car/14909076/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2018,Toyota,C-HR,Koba (2Wd),Wagon,49072,Automatic,2026-01-25,27888,Premium,VIC,car/14865204/toyota/c-hr/vic/mornington/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,127720,Automatic,,35990,Hybrid,VIC,car/14894050/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,,
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,61849,Automatic,2026-02-27,51990,Hybrid,VIC,car/14839271/toyota/kluger/vic/mornington/suv,2026-01-25T15:33:31,,
2023,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,73217,Automatic,,56888,Diesel,VIC,car/14914557/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,,
2020,Toyota,Corolla,Zr (Hybrid),Hatchback,102922,Automatic,2026-04-30,29288,Hybrid,VIC,car/14897008/toyota/corolla/vic/mornington/hatchback,2026-01-25T15:33:31,,
2022,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,64142,Automatic,,62990,Diesel,VIC,car/14892635/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,,
2022,Toyota,Yaris Cross,Urban Hybrid,Wagon,33133,Automatic,2026-05-25,35777,Hybrid,VIC,car/14889294/toyota/yaris-cross/vic/heidelberg/suv,2026-01-25T15:33:31,,
2019,Toyota,RAV4,Cruiser 2Wd Hybrid,Wagon,55500,Automatic,2026-03-06,40888,Hybrid,VIC,car/14850369/toyota/rav4/vic/essendon-fields/suv,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,47186,Automatic,2026-06-29,41990,Hybrid,VIC,car/14824708/toyota/rav4/vic/nunawading/suv,2026-01-25T15:33:31,,
2019,Toyota,RAV4,Cruiser Awd Hybrid,Wagon,114891,Automatic,,41888,Hybrid,VIC,car/14911343/toyota/rav4/vic/oakleigh/suv,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,72950,Automatic,,116490,Diesel,VIC,car/14871505/toyota/landcruiser/vic/nunawading/suv,2026-01-25T15:33:31,,
2019,Toyota,Vellfire,HYBRID X TOYOTA SAFETY SENSE,Commercial,97486,Automatic,,42995,Unleaded,VIC,car/14498581/toyota/vellfire/vic/maidstone/van,2026-01-25T15:33:31,,
2019,Toyota,C-HR,G,Wagon,51400,,,26500,,VIC,car/14762984/toyota/c-hr/vic/st-kilda/wagon,2026-01-25T15:33:31,,
2012,Toyota,HiAce,Commuter,Bus,230942,Automatic,2026-01-23,22989,Unleaded,VIC,car/14743556/toyota/hiace/vic/maidstone/people-mover,2026-01-25T15:33:31,,
2007,Toyota,RAV4,Cruiser (4X4),Wagon,181128,Automatic,2024-07-17,13999,Unleaded,VIC,car/13370156/toyota/rav4/vic/west-footscray/suv,2026-01-25T15:33:31,,
2013,Toyota,RAV4,Gxl (2Wd),Wagon,261023,Automatic,2025-09-06,9990,Unleaded,VIC,car/14709977/toyota/rav4/vic/coburg-north/suv,2026-01-25T15:33:31,,
2019,Toyota,RAV4,Gx 2Wd Hybrid,Wagon,66613,Automatic,2026-02-11,36490,Hybrid,VIC,car/14808550/toyota/rav4/vic/mornington/suv,2026-01-25T15:33:31,,
2021,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,68922,Automatic,,38888,Hybrid,VIC,car/14894559/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,77293,Automatic,2026-02-16,35990,Premium,VIC,car/14833849/toyota/camry/vic/mornington/sedan,2026-01-25T15:33:31,,
2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,1417,Automatic,,74990,Hybrid,VIC,car/14903942/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Cruiser (2Wd),Wagon,71260,Automatic,,42990,Unleaded,VIC,car/14895940/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,,
2022,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,19452,Automatic,,40990,Hybrid,VIC,car/14898134/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,,
2014,Toyota,Corolla,Ascent,Hatchback,152593,Automatic,,16490,Unleaded,VIC,car/14886459/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,,
2023,Toyota,Corolla Cross,Gxl 2Wd Hybrid,Wagon,34391,Automatic,,41990,Hybrid,VIC,car/14810443/toyota/corolla-cross/vic/cranbourne/suv,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,62690,Automatic,,35990,Premium,VIC,car/14838628/toyota/camry/vic/cranbourne/sedan,2026-01-25T15:33:31,,
2019,Toyota,HiAce,Commuter (12 Seats),Bus,95652,Automatic,2026-03-19,54990,Diesel,VIC,car/14912896/toyota/hiace/vic/mornington/people-mover,2026-01-25T15:33:31,,
2024,Toyota,C-HR,Gxl Hybrid,Wagon,42269,Automatic,,42990,Hybrid,VIC,car/14868119/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,,
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,55644,Automatic,,53333,Hybrid,VIC,car/14824802/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,,
2024,Toyota,Yaris Cross,Urban Hybrid,Wagon,2933,Automatic,,44490,Hybrid,VIC,car/14898571/toyota/yaris-cross/vic/cranbourne/suv,2026-01-25T15:33:31,,
2023,Toyota,Camry,Ascent,Sedan,63357,Automatic,2025-03-19,33990,Premium,VIC,car/14850450/toyota/camry/vic/mornington/sedan,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,113337,Automatic,,37888,Hybrid,VIC,car/14840804/toyota/rav4/vic/deer-park/suv,2026-01-25T15:33:31,,
2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,60350,Automatic,,24490,Hybrid,VIC,car/14854815/toyota/corolla/vic/laverton-north/hatchback,2026-01-25T15:33:31,,
2019,Toyota,HiAce,Commuter (12 Seats),Bus,43991,Automatic,2000-01-01,57990,Diesel,VIC,car/14786504/toyota/hiace/vic/preston/people-mover,2026-01-25T15:33:31,,
2021,Toyota,Hilux,Sr5 (4X4),X Cab Pickup,55255,Automatic,,54095,Diesel,VIC,car/14896642/toyota/hilux/vic/laverton-north/extra-cab,2026-01-25T15:33:31,,
2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,29751,Automatic,2026-05-10,56490,Hybrid,VIC,car/14869678/toyota/rav4/vic/camberwell/suv,2026-01-25T15:33:31,,
2024,Toyota,Corolla Cross,Gx 2Wd,Wagon,21447,Automatic,2026-07-22,39777,Unleaded,VIC,car/14913961/toyota/corolla-cross/vic/heidelberg/suv,2026-01-25T15:33:31,,
1999,Toyota,Landcruiser,VX LTD,SUV,256875,Automatic,,39995,Diesel,VIC,car/14699818/toyota/landcruiser/vic/maidstone/suv,2026-01-25T15:33:31,,
2009,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,372005,Automatic,2026-03-12,17990,Diesel,VIC,car/14662688/toyota/landcruiser-prado/vic/preston/suv,2026-01-25T15:33:31,,
2002,Toyota,Estima,Aeras,Wagon,212012,,,9999,,VIC,car/14607530/toyota/estima/vic/west-footscray/people-mover,2026-01-25T15:33:31,,
2014,Toyota,Kluger,Grande (4X4),Wagon,225737,Automatic,,20489,Unleaded,VIC,car/14604085/toyota/kluger/vic/maidstone/suv,2026-01-25T15:33:31,,
2014,Toyota,Corolla,Ascent Sport,Hatchback,222553,Manual,2025-12-26,10999,Unleaded,VIC,car/14728393/toyota/corolla/vic/braybrook/hatchback,2026-01-25T15:33:31,,
2014,Toyota,Crown,ROYAL SALOON,Sedan,71339,Automatic,,18995,Unleaded,VIC,car/14552416/toyota/crown/vic/maidstone/limousine,2026-01-25T15:33:31,,
2008,Toyota,Yaris,Yr,Hatchback,182418,Automatic,2026-03-15,5990,Unleaded,VIC,car/14822820/toyota/yaris/vic/preston/hatchback,2026-01-25T15:33:31,,
2020,Toyota,Probox,DX COMFORT,SUV,90876,Automatic,,15995,Unleaded,VIC,car/14756688/toyota/probox/vic/maidstone/suv,2026-01-25T15:33:31,,
2006,Toyota,Tarago,Ultima,Wagon,232613,Automatic,,10999,Unleaded,VIC,car/14161621/toyota/tarago/vic/west-footscray/people-mover,2026-01-25T15:33:31,,
2008,Toyota,Crown,,Sedan,139900,Automatic,,13800,Unleaded,VIC,car/14755804/toyota/crown/vic/st-kilda/limousine,2026-01-25T15:33:31,,
2021,Toyota,Alphard,X,Commercial,142952,Automatic,,44995,Unleaded,VIC,car/14642585/toyota/alphard/vic/maidstone/van,2026-01-25T15:33:31,,
2011,Toyota,Yaris,Yr,Hatchback,234873,Automatic,2026-03-15,8488,Unleaded,VIC,car/14728415/toyota/yaris/vic/braybrook/hatchback,2026-01-25T15:33:31,,
2015,Toyota,Noah,HYBRID X DELIGHT PLUS,Commercial,102445,Automatic,,19995,Unleaded,VIC,car/14498585/toyota/noah/vic/maidstone/van,2026-01-25T15:33:31,,
2016,Toyota,Landcruiser,Gxl (4X4),Wagon,241186,Automatic,,37500,Diesel,VIC,car/13448850/toyota/landcruiser/vic/west-footscray/suv,2026-01-25T15:33:31,,
2010,Toyota,Crown,Majesta (Hybrid),Sedan,64990,,,16800,,VIC,car/14755796/toyota/crown/vic/st-kilda/sedan,2026-01-25T15:33:31,,
2017,Toyota,RAV4,Gxl (2Wd),Wagon,193368,Automatic,,19999,Unleaded,VIC,car/14620485/toyota/rav4/vic/west-footscray/suv,2026-01-25T15:33:31,,
2020,Toyota,Camry,Ascent,Sedan,62905,Automatic,,25695,Unleaded,VIC,car/14828394/toyota/camry/vic/laverton-north/sedan,2026-01-25T15:33:31,,
2022,Toyota,GR Yaris,Gr,Hatchback,30481,Manual,,47888,Premium,VIC,car/14860290/toyota/gr-yaris/vic/deer-park/hatchback,2026-01-25T15:33:31,,
2023,Toyota,Yaris Cross,Urban Hybrid,Wagon,19921,Automatic,2026-03-07,37990,Hybrid,VIC,car/14822698/toyota/yaris-cross/vic/essendon-fields/suv,2026-01-25T15:33:31,,
2021,Toyota,Fortuner,Gx,Wagon,87960,Automatic,,46990,Diesel,VIC,car/14881856/toyota/fortuner/vic/camberwell/suv,2026-01-25T15:33:31,,
2021,Toyota,Camry,Ascent Hybrid,Sedan,46579,Automatic,,31295,Hybrid,VIC,car/14842854/toyota/camry/vic/laverton-north/sedan,2026-01-25T15:33:31,,
2022,Toyota,Kluger,Gx Hybrid Awd,Wagon,49281,Automatic,,52990,Hybrid,VIC,car/14859673/toyota/kluger/vic/mentone/suv,2026-01-25T15:33:31,,
2003,Toyota,Echo,,Hatchback,128732,Manual,,5990,Unleaded,VIC,car/14922771/toyota/echo/vic/footscray/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,52256,Automatic,,40888,Premium,VIC,car/14928869/toyota/camry/vic/tottenham/sedan,2026-01-25T15:33:31,,
2008,Toyota,Yaris,Yrs,Hatchback,202685,Manual,2026-10-15,6988,Unleaded,VIC,car/14923170/toyota/yaris/vic/braybrook/hatchback,2026-01-25T15:33:31,,
2010,Toyota,Corolla,Ascent,Hatchback,212298,Automatic,2026-10-29,9500,Unleaded,VIC,car/14921616/toyota/corolla/vic/preston/hatchback,2026-01-25T15:33:31,,
2009,Toyota,RAV4,Cruiser L (4X4),Wagon,146553,Automatic,2026-02-06,11988,Unleaded,VIC,car/14927357/toyota/rav4/vic/braybrook/suv,2026-01-25T15:33:31,,
2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,53578,Automatic,,30880,Hybrid,VIC,car/14928949/toyota/corolla/vic/south-melbourne/hatchback,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,38583,Automatic,2026-05-23,28888,Hybrid,VIC,car/14928870/toyota/corolla/vic/tottenham/hatchback,2026-01-25T15:33:31,,
2001,Toyota,Camry,Conquest,Sedan,199897,Automatic,2026-02-14,5999,Unleaded,VIC,car/14925536/toyota/camry/vic/braybrook/sedan,2026-01-25T15:33:31,,
2020,Toyota,Corolla,HYBRID EX,Sedan,89972,Automatic,,,Unleaded,VIC,car/14923726/toyota/corolla/vic/maidstone/limousine,2026-01-25T15:33:31,,
2010,Toyota,Estima,G,Commercial,98339,Automatic,,,Unleaded,VIC,car/14925273/toyota/estima/vic/maidstone/van,2026-01-25T15:33:31,,
2015,Toyota,Aqua,S,Hatch,67764,Automatic,,,Unleaded,VIC,car/14920741/toyota/aqua/vic/maidstone/hatchback,2026-01-25T15:33:31,,
2025,Toyota,Hilux,Rogue 48V (4X4),Double Cab Pick Up,7329,Automatic,2026-03-18,,Hybrid,VIC,car/14925288/toyota/hilux/vic/balwyn/dual-cab,2026-01-25T15:33:31,,
2014,Toyota,FJ Cruiser,,Wagon,121686,Automatic,2026-04-03,,Premium,VIC,car/14928394/toyota/fj-cruiser/vic/balwyn/suv,2026-01-25T15:33:31,,
2010,Toyota,Corolla,Ascent,Sedan,205632,Automatic,,9999,Unleaded,VIC,car/14620529/toyota/corolla/vic/west-footscray/sedan,2026-01-25T15:33:31,,
2015,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,150933,Automatic,2026-01-22,37990,Diesel,VIC,car/14513955/toyota/hilux/vic/west-footscray/dual-cab,2026-01-25T15:33:31,,
2008,Toyota,Crown,,Sedan,93400,Automatic,,15300,Unleaded,VIC,car/14760395/toyota/crown/vic/st-kilda/limousine,2026-01-25T15:33:31,,
2007,Toyota,Aurion,At-X,Sedan,266850,Automatic,2025-11-17,7990,Unleaded,VIC,car/14715857/toyota/aurion/vic/west-footscray/sedan,2026-01-25T15:33:31,,
2006,Toyota,Avensis,Verso Glx,Wagon,268391,Automatic,,6450,Unleaded,VIC,car/14900646/toyota/avensis/vic/footscray/people-mover,2026-01-25T15:33:31,,
2014,Toyota,RAV4,Gxl (2Wd),Wagon,183399,Automatic,2025-05-29,19990,Unleaded,VIC,car/14488877/toyota/rav4/vic/west-footscray/suv,2026-01-25T15:33:31,,
2024,Toyota,YARIS CROSS HYBRID,YARIS CROSS HYBRID URBAN 1.5L AUTO CVT HATCH,Hatch,2059,,2026-04-11,43490,Hybrid,VIC,car/14730074/toyota/yaris-cross-hybrid/vic/melbourne/hatchback,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser,Lc300 Sahara (4X4),Wagon,84780,Automatic,2026-06-15,118990,Diesel,VIC,car/14813973/toyota/landcruiser/vic/nunawading/suv,2026-01-25T15:33:31,,
2025,Toyota,HiAce,Lwb (4 Door Option),Van,45,Automatic,2026-05-25,62555,Diesel,VIC,car/14823019/toyota/hiace/vic/heidelberg/van,2026-01-25T15:33:31,,
2024,Toyota,GR86,Gts,Coupe,11278,Automatic,2026-05-08,47555,Premium,VIC,car/14778126/toyota/gr86/vic/heidelberg/coupe,2026-01-25T15:33:31,,
2024,Toyota,HiAce,Lwb Barn Door,Van,13589,Automatic,2026-04-16,54890,Diesel,VIC,car/14864141/toyota/hiace/vic/essendon-fields/van,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,19605,Automatic,,31990,Hybrid,VIC,car/14847292/toyota/corolla/vic/mentone/sedan,2026-01-25T15:33:31,,
2017,Toyota,Corolla,Ascent,Sedan,119613,Automatic,2026-03-25,17990,Unleaded,VIC,car/14785765/toyota/corolla/vic/preston/sedan,2026-01-25T15:33:31,,
2008,Toyota,Crown,ATHLETE,Sedan,95956,Automatic,,14995,Unleaded,VIC,car/14699797/toyota/crown/vic/maidstone/limousine,2026-01-25T15:33:31,,
2014,Toyota,Kluger,Gx (4X2),Wagon,207708,Automatic,2026-01-30,20489,Unleaded,VIC,car/14659625/toyota/kluger/vic/maidstone/suv,2026-01-25T15:33:31,,
2007,Toyota,Camry,Sportivo,Sedan,286202,Automatic,2026-03-29,6500,Unleaded,VIC,car/14848445/toyota/camry/vic/preston/sedan,2026-01-25T15:33:31,,
2012,Toyota,Aqua,G,Hatch,86336,Automatic,,13995,Unleaded,VIC,car/14758575/toyota/aqua/vic/maidstone/hatchback,2026-01-25T15:33:31,,
2011,Toyota,Rukus,Build 1,Wagon,224102,Automatic,,7990,Unleaded,VIC,car/14734974/toyota/rukus/vic/footscray/wagon,2026-01-25T15:33:31,,
1998,Toyota,Landcruiser Prado,TX,SUV,167640,Automatic,,29995,Diesel,VIC,car/14699799/toyota/landcruiser-prado/vic/maidstone/suv,2026-01-25T15:33:31,,
2018,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,133591,Automatic,,53888,Diesel,VIC,car/14920514/toyota/landcruiser-prado/vic/tottenham/suv,2026-01-25T15:33:31,,
2012,Toyota,Prius,ZVW30R,Hatch,112749,Automatic,,,Unleaded,VIC,car/14919637/toyota/prius/vic/maidstone/hatchback,2026-01-25T15:33:31,,
2016,Toyota,Camry,Altise Hybrid,Sedan,105568,Automatic,2026-12-12,15880,Hybrid,VIC,car/14919295/toyota/camry/vic/preston/sedan,2026-01-25T15:33:31,,
2020,Toyota,Probox,G L,SUV,92770,Automatic,,,Unleaded,VIC,car/14919636/toyota/probox/vic/maidstone/suv,2026-01-25T15:33:31,,
2021,Toyota,Yaris Cross,URBAN,SUV,45568,,2026-05-23,31990,Other,VIC,car/14928348/toyota/yaris-cross/vic/melbourne/suv,2026-01-25T15:33:31,,
2024,Toyota,COROLLA CROSS HYBRID,COROLLA CROSS HYBRID ATMOS 2WD 2.0L AUTO CVT 5 DOOR HATCH,Hatch,34875,,,48990,Hybrid,VIC,car/14928703/toyota/corolla-cross-hybrid/vic/south-melbourne/hatchback,2026-01-25T15:33:31,,
2012,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,96936,Automatic,2026-02-28,40888,Diesel,VIC,car/14924944/toyota/landcruiser-prado/vic/tottenham/suv,2026-01-25T15:33:31,,
2011,Toyota,Rukus,Build 3,Wagon,239691,Automatic,,9650,Unleaded,VIC,car/14924745/toyota/rukus/vic/footscray/wagon,2026-01-25T15:33:31,,
2021,Toyota,Hilux,Rogue (4X4),Double Cab Pick Up,62820,Automatic,2026-05-19,59888,Diesel,VIC,car/14928873/toyota/hilux/vic/tottenham/dual-cab,2026-01-25T15:33:31,,
2017,Toyota,RAV4,Gx (4X4),Wagon,182303,Automatic,2026-10-31,18888,Unleaded,VIC,car/14921563/toyota/rav4/vic/preston/suv,2026-01-25T15:33:31,,
2003,Toyota,Camry,Altise,Sedan,382072,Automatic,2026-01-27,5498,Unleaded,VIC,car/14923184/toyota/camry/vic/braybrook/sedan,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Gx (2Wd),Wagon,85320,Automatic,,30990,Unleaded,VIC,car/14914432/toyota/rav4/vic/laverton-north/suv,2026-01-25T15:33:31,,
2020,Toyota,RAV4,Gx Awd Hybrid,Wagon,94200,Automatic,,33990,Hybrid,VIC,car/14877333/toyota/rav4/vic/laverton-north/suv,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Gxl (2Wd),Wagon,71334,Automatic,,34590,Unleaded,VIC,car/14870889/toyota/rav4/vic/laverton-north/suv,2026-01-25T15:33:31,,
2022,Toyota,Landcruiser Prado,Vx,Wagon,46768,Automatic,2026-02-04,78990,Diesel,VIC,car/14907440/toyota/landcruiser-prado/vic/nunawading/suv,2026-01-25T15:33:31,,
2021,Toyota,Camry,Ascent Hybrid,Sedan,95665,Automatic,,28890,Hybrid,VIC,car/14828380/toyota/camry/vic/laverton-north/sedan,2026-01-25T15:33:31,,
2013,Toyota,HiAce,Lwb,Van,321030,Manual,2026-07-15,16990,Diesel,VIC,car/14711372/toyota/hiace/vic/coburg-north/van,2026-01-25T15:33:31,,
2022,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,192616,Automatic,2025-10-03,47990,Diesel,VIC,car/14707679/toyota/hilux/vic/west-footscray/dual-cab,2026-01-25T15:33:31,,
2016,Toyota,Sienta,HYBRID G,Commercial,100780,Automatic,,16995,Unleaded,VIC,car/14384751/toyota/sienta/vic/maidstone/van,2026-01-25T15:33:31,,
2021,Toyota,Corolla,HYBRID GX,SUV,111639,Automatic,,21995,Unleaded,VIC,car/14447433/toyota/corolla/vic/maidstone/suv,2026-01-25T15:33:31,,
2018,Toyota,HiAce,Commuter,Bus,44937,Manual,2026-06-03,51990,Diesel,VIC,car/14704298/toyota/hiace/vic/melbourne/people-mover,2026-01-25T15:33:31,,
2021,Toyota,Corolla,HYBRID EX,SUV,112238,Automatic,,19995,Unleaded,VIC,car/14625364/toyota/corolla/vic/maidstone/suv,2026-01-25T15:33:31,,
2015,Toyota,Crown,ROYAL,Sedan,101964,Automatic,,19995,Unleaded,VIC,car/14384757/toyota/crown/vic/maidstone/limousine,2026-01-25T15:33:31,,
2022,Toyota,Corolla Cross,HYBRID G,SUV,55974,Automatic,,34995,Unleaded,VIC,car/14758601/toyota/corolla-cross/vic/maidstone/suv,2026-01-25T15:33:31,,
2020,Toyota,Corolla,WXB FULL OPTION,SUV,100383,Automatic,,24995,Unleaded,VIC,car/14758543/toyota/corolla/vic/maidstone/suv,2026-01-25T15:33:31,,
2021,Toyota,Corolla,HYBRID EX,Sedan,74038,Automatic,,20995,Unleaded,VIC,car/14625358/toyota/corolla/vic/maidstone/limousine,2026-01-25T15:33:31,,
2022,Toyota,Corolla,HYBRID EX,SUV,101417,Automatic,,19995,Unleaded,VIC,car/14699811/toyota/corolla/vic/maidstone/suv,2026-01-25T15:33:31,,
2018,Toyota,C-HR,G,Wagon,87850,,,25400,,VIC,car/14762948/toyota/c-hr/vic/st-kilda/wagon,2026-01-25T15:33:31,,
2016,Toyota,Sienta,HYBRID G,Commercial,64790,Automatic,,16995,Unleaded,VIC,car/14373978/toyota/sienta/vic/maidstone/van,2026-01-25T15:33:31,,
2012,Toyota,Aurion,At-X,Sedan,257500,Automatic,2025-05-15,9990,Unleaded,VIC,car/14300663/toyota/aurion/vic/west-footscray/sedan,2026-01-25T15:33:31,,
