year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2017,Toyota,Camry,Atara Sx,Sedan,98734,Automatic,,20000,Unleaded,VIC,car/14921992/toyota/camry/vic/dandenong/sedan,2026-01-25T15:33:31,,
2017,Toyota,Camry,Altise,Sedan,100018,Automatic,2026-05-28,19990,Unleaded,VIC,car/14918332/toyota/camry/vic/ferntree-gully/sedan,2026-01-25T15:33:31,,
2020,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,52542,Manual,2026-10-29,54990,Diesel,VIC,car/14918126/toyota/hilux/vic/south-morang/dual-cab,2026-01-25T15:33:31,,
2012,Toyota,Camry,Altise,Sedan,193487,Automatic,2026-04-15,9990,Unleaded,VIC,car/14929001/toyota/camry/vic/dingley-village/sedan,2026-01-25T15:33:31,,
2012,Toyota,RAV4,Cv (2Wd),Wagon,110776,Automatic,2026-12-04,17499,Unleaded,VIC,car/14928376/toyota/rav4/vic/bayswater/suv,2026-01-25T15:33:31,,
2020,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,41272,Automatic,2026-04-15,26999,Hybrid,VIC,car/14815732/toyota/corolla/vic/boronia/hatchback,2026-01-25T15:33:31,,
2018,Toyota,C-HR,(2Wd),Wagon,119532,Automatic,2026-04-19,24970,Premium,VIC,car/14918067/toyota/c-hr/vic/keysborough/suv,2026-01-25T15:33:31,,
2017,Toyota,Corolla,Ascent,Hatchback,73962,Automatic,2026-02-28,21990,Unleaded,VIC,car/14917734/toyota/corolla/vic/hoppers-crossing/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,52431,Automatic,2026-04-19,36970,Premium,VIC,car/14918069/toyota/camry/vic/keysborough/sedan,2026-01-25T15:33:31,,
2010,Toyota,Camry,Altise,Sedan,297562,Automatic,,6990,Unleaded,VIC,car/14917909/toyota/camry/vic/dandenong/sedan,2026-01-25T15:33:31,,
2025,Toyota,GR Yaris,Gt,Hatchback,4219,Manual,2025-04-20,61970,Premium,VIC,car/14919606/toyota/gr-yaris/vic/keysborough/hatchback,2026-01-25T15:33:31,,
2015,Toyota,HiAce,Lwb,Van,238058,Manual,2026-03-10,21990,Diesel,VIC,car/14919142/toyota/hiace/vic/dandenong/van,2026-01-25T15:33:31,,
2025,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,12205,Automatic,2026-06-16,59970,Hybrid,VIC,car/14920028/toyota/rav4/vic/keysborough/suv,2026-01-25T15:33:31,,
2003,Toyota,Echo,,Sedan,170232,Automatic,2026-03-06,8990,Unleaded,VIC,car/14928474/toyota/echo/vic/ringwood/sedan,2026-01-25T15:33:31,,
2008,Toyota,Kluger,Kx-R (4X4) 5 Seat,Wagon,200963,Automatic,2026-11-26,10990,Unleaded,VIC,car/14928687/toyota/kluger/vic/south-morang/suv,2026-01-25T15:33:31,,
2011,Toyota,Camry,Altise,Sedan,145100,Automatic,2026-07-15,12990,Unleaded,VIC,car/14928686/toyota/camry/vic/south-morang/sedan,2026-01-25T15:33:31,,
2005,Toyota,Camry,Altise,Sedan,202059,Automatic,2026-03-30,9990,Unleaded,VIC,car/14927839/toyota/camry/vic/ringwood/sedan,2026-01-25T15:33:31,,
2015,Toyota,Kluger,Gx (4X2),Wagon,221304,Automatic,2026-02-06,19990,Unleaded,VIC,car/14925727/toyota/kluger/vic/dandenong/suv,2026-01-25T15:33:31,,
2018,Toyota,Landcruiser,Sahara (4X4),Wagon,183357,Automatic,,92970,Diesel,VIC,car/14922673/toyota/landcruiser/vic/keysborough/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,27887,Automatic,,42990,Hybrid,VIC,car/14928936/toyota/rav4/vic/south-morang/suv,2026-01-25T15:33:31,,
2010,Toyota,Yaris,Yrs,Sedan,87245,Automatic,,9990,Unleaded,VIC,car/14928165/toyota/yaris/vic/dandenong/sedan,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,57568,Automatic,2026-04-20,36970,Premium,VIC,car/14920603/toyota/camry/vic/keysborough/sedan,2026-01-25T15:33:31,,
2024,Toyota,Corolla Cross,Gx 2Wd,Wagon,20957,Automatic,2026-04-09,39970,Unleaded,VIC,car/14910512/toyota/corolla-cross/vic/keysborough/suv,2026-01-25T15:33:31,,
2020,Toyota,RAV4,Cruiser Awd Hybrid,Wagon,51608,Automatic,2026-06-25,44788,Hybrid,VIC,car/14875784/toyota/rav4/vic/mulgrave/suv,2026-01-25T15:33:31,,
2020,Toyota,RAV4,Cruiser Awd Hybrid,Wagon,76703,Automatic,2026-05-14,42990,Hybrid,VIC,car/14883045/toyota/rav4/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2025,Toyota,Kluger,Grande Hybrid Awd,Wagon,13839,Automatic,2026-02-24,79990,Hybrid,VIC,car/14846477/toyota/kluger/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2008,Toyota,Crown,ROYAL SALOON,Sedan,105447,Automatic,,15490,Other,VIC,car/14847913/toyota/crown/vic/dandenong/limousine,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd),Wagon,50852,Automatic,2026-01-30,36990,Unleaded,VIC,car/14885219/toyota/rav4/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2009,Toyota,Camry,Altise,Sedan,128668,Automatic,2025-11-27,11990,Unleaded,VIC,car/14806099/toyota/camry/vic/ringwood/sedan,2026-01-25T15:33:31,,
2017,Toyota,Corolla,Zr,Hatchback,131040,Automatic,2026-02-24,20999,Unleaded,VIC,car/14889679/toyota/corolla/vic/ringwood/hatchback,2026-01-25T15:33:31,,
2022,Toyota,Kluger,Gxl Hybrid Awd,Wagon,96540,Automatic,,52990,Hybrid,VIC,car/14905055/toyota/kluger/vic/south-morang/suv,2026-01-25T15:33:31,,
2008,Toyota,Crown,ROYAL SALOON,Sedan,53734,Automatic,,16490,Other,VIC,car/14770728/toyota/crown/vic/dandenong/limousine,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser,Gxl,Wagon,78853,Manual,2026-07-24,110000,Diesel,VIC,car/14877451/toyota/landcruiser/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2018,Toyota,Hilux,Workmate,Cab Chassis,75791,Manual,2025-01-01,25970,Diesel,VIC,car/14839583/toyota/hilux/vic/ferntree-gully/single-cab,2026-01-25T15:33:31,,
2021,Toyota,Hilux,Workmate,Double Cab Pick Up,38000,Automatic,2026-03-10,34990,Unleaded,VIC,car/14794641/toyota/hilux/vic/ferntree-gully/dual-cab,2026-01-25T15:33:31,,
2020,Toyota,Probox,DX COMFORT,SUV,81747,Automatic,,16495,Unleaded,VIC,car/14803226/toyota/probox/vic/point-cook/suv,2026-01-25T15:33:31,,
2019,Toyota,HiAce,Commuter (12 Seats),Bus,40208,Automatic,,57990,Diesel,VIC,car/14848229/toyota/hiace/vic/south-morang/people-mover,2026-01-25T15:33:31,,
2016,Toyota,Aqua,S,Hatch,33912,Automatic,2026-04-23,15995,Unleaded,VIC,car/14803220/toyota/aqua/vic/point-cook/hatchback,2026-01-25T15:33:31,,
2023,Toyota,Yaris Cross,Gx Hybrid,Wagon,100531,Automatic,,28990,Hybrid,VIC,car/14791964/toyota/yaris-cross/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2019,Toyota,C-HR,(2Wd),Wagon,37990,Automatic,,29980,Premium,VIC,car/14908503/toyota/c-hr/vic/springvale/suv,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,70831,Automatic,2026-04-17,42990,Hybrid,VIC,car/14904902/toyota/rav4/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2024,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,13384,Automatic,2026-02-07,59970,Hybrid,VIC,car/14902247/toyota/rav4/vic/keysborough/suv,2026-01-25T15:33:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,4371,Automatic,2026-05-06,36470,Hybrid,VIC,car/14910509/toyota/corolla/vic/keysborough/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Corolla Cross,Gx 2Wd,Wagon,25102,Automatic,2026-04-14,39970,Unleaded,VIC,car/14910516/toyota/corolla-cross/vic/keysborough/suv,2026-01-25T15:33:31,,
2019,Toyota,Landcruiser Prado,Gx (4X4),Wagon,119376,Automatic,,46990,Diesel,VIC,car/14797011/toyota/landcruiser-prado/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2022,Toyota,Kluger,Grande Hybrid Awd,Wagon,29087,Automatic,2026-05-19,68970,Hybrid,VIC,car/14821197/toyota/kluger/vic/south-morang/suv,2026-01-25T15:33:31,,
2021,Toyota,Corolla,Ascent Sport + Navi Hybrid,Hatchback,106000,Automatic,,24449,Hybrid,VIC,car/14904999/toyota/corolla/vic/springvale/hatchback,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser Prado,Gx,Wagon,121598,Automatic,2026-02-21,50990,Diesel,VIC,car/14881002/toyota/landcruiser-prado/vic/ringwood/suv,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,89690,Automatic,,24990,Hybrid,VIC,car/14835944/toyota/corolla/vic/springvale/hatchback,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd),Wagon,81042,Automatic,2026-03-31,32500,Unleaded,VIC,car/14917226/toyota/rav4/vic/ringwood/suv,2026-01-25T15:33:31,,
2023,Toyota,Camry,Ascent Sport Hybrid,Sedan,51262,Automatic,,38987,Hybrid,VIC,car/14855831/toyota/camry/vic/ferntree-gully/sedan,2026-01-25T15:33:31,,
2021,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,49091,Automatic,2026-04-22,34780,Hybrid,VIC,car/14894344/toyota/c-hr/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,106166,Automatic,2026-02-23,35990,Hybrid,VIC,car/14865194/toyota/rav4/vic/moorabbin-airport/suv,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,65734,Automatic,2026-03-18,121350,Diesel,VIC,car/14912843/toyota/landcruiser/vic/ferntree-gully/suv,2026-01-25T15:33:31,,
2020,Toyota,Camry,Ascent Sport (Hybrid),Sedan,84230,Automatic,2026-02-10,33490,Hybrid,VIC,car/14904116/toyota/camry/vic/moorabbin-airport/sedan,2026-01-25T15:33:31,,
2017,Toyota,Camry,Atara S,Sedan,99330,Automatic,2026-02-28,21990,Unleaded,VIC,car/14917233/toyota/camry/vic/ringwood/sedan,2026-01-25T15:33:31,,
2023,Toyota,Hilux,Sr (4X4),Double Cab Chassis,17905,Automatic,2026-02-26,59990,Diesel,VIC,car/14910286/toyota/hilux/vic/south-morang/dual-cab,2026-01-25T15:33:31,,
2019,Toyota,Landcruiser Prado,Gx (4X4),Wagon,89664,Automatic,2026-06-27,59888,Diesel,VIC,car/14892216/toyota/landcruiser-prado/vic/ferntree-gully/suv,2026-01-25T15:33:31,,
2017,Toyota,Prius,PLUG-IN HYBRID,Hatch,69700,Automatic,,26990,Other,VIC,car/14887803/toyota/prius/vic/dandenong/hatchback,2026-01-25T15:33:31,,
2021,Toyota,Camry,Ascent,Sedan,64975,Automatic,2026-09-13,33970,Premium,VIC,car/14910511/toyota/camry/vic/keysborough/sedan,2026-01-25T15:33:31,,
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,104688,Automatic,2026-01-25,46990,Diesel,VIC,car/14869165/toyota/hilux/vic/hoppers-crossing/dual-cab,2026-01-25T15:33:31,,
2021,Toyota,Corolla,,OtherCar,43637,,,28990,Other,VIC,car/14785344/toyota/corolla/vic/ringwood/othercar,2026-01-25T15:33:31,,
2020,Toyota,Hilux,Workmate Hi-Rider,Cab Chassis,150890,Manual,2026-01-30,24490,Diesel,VIC,car/14792603/toyota/hilux/vic/moorabbin-airport/single-cab,2026-01-25T15:33:31,,
2017,Toyota,Kluger,Gxl (4X2),Wagon,116400,Automatic,2026-12-21,31888,Unleaded,VIC,car/14907560/toyota/kluger/vic/mulgrave/suv,2026-01-25T15:33:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,13190,Automatic,2026-04-14,35470,Hybrid,VIC,car/14910513/toyota/corolla/vic/keysborough/hatchback,2026-01-25T15:33:31,,
2019,Toyota,Camry,Ascent (Hybrid),Sedan,90615,Automatic,,27990,Hybrid,VIC,car/14824726/toyota/camry/vic/springvale/sedan,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,84500,Automatic,,27688,Hybrid,VIC,car/14818732/toyota/corolla/vic/croydon/sedan,2026-01-25T15:33:31,,
2021,Toyota,Corolla,HYBRID EX,SUV,118970,Automatic,,20995,Unleaded,VIC,car/14855847/toyota/corolla/vic/point-cook/suv,2026-01-25T15:33:31,,
2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,22194,Automatic,2026-03-17,61970,Hybrid,VIC,car/14910515/toyota/kluger/vic/keysborough/suv,2026-01-25T15:33:31,,
2024,Toyota,Yaris,Ascent Sport Hybrid,Hatchback,5590,Automatic,2026-01-21,32970,Hybrid,VIC,car/14910506/toyota/yaris/vic/keysborough/hatchback,2026-01-25T15:33:31,,
2019,Toyota,Camry,Ascent Sport,Sedan,104978,Automatic,2026-02-09,25990,Unleaded,VIC,car/14854002/toyota/camry/vic/hoppers-crossing/sedan,2026-01-25T15:33:31,,
2025,Toyota,Yaris Cross,Gxl Hybrid,Wagon,9013,Automatic,2026-04-09,38970,Hybrid,VIC,car/14910507/toyota/yaris-cross/vic/keysborough/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd),Wagon,102174,Automatic,2025-12-28,31990,Unleaded,VIC,car/14881013/toyota/rav4/vic/ringwood/suv,2026-01-25T15:33:31,,
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,45435,Automatic,,53990,Hybrid,VIC,car/14870966/toyota/kluger/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2024,Toyota,Landcruiser,Lc300 Gxl (4X4),Wagon,58583,Automatic,2026-04-19,109990,Diesel,VIC,car/14859830/toyota/landcruiser/vic/ferntree-gully/suv,2026-01-25T15:33:31,,
2022,Toyota,HiAce,Lwb,Van,54243,Automatic,2026-04-28,48888,Diesel,VIC,car/14898340/toyota/hiace/vic/croydon/van,2026-01-25T15:33:31,,
2009,Toyota,Crown,HYBRID,Sedan,85224,Automatic,,17490,Other,VIC,car/14809173/toyota/crown/vic/dandenong/limousine,2026-01-25T15:33:31,,
2017,Toyota,Kluger,Grande (4X4),Wagon,165843,Automatic,,30990,Unleaded,VIC,car/14846763/toyota/kluger/vic/frankston/suv,2026-01-25T15:33:31,,
2025,Toyota,Landcruiser,Lc79 Gxl + Diff Locks,Double Cab Chassis,21,Manual,,188990,Diesel,VIC,car/14876411/toyota/landcruiser/vic/narre-warren/dual-cab,2026-01-25T15:33:31,,
2024,Toyota,Hilux,Sr5 48V (4X4),Double Cab Chassis,32183,Automatic,2026-03-15,63950,Hybrid,VIC,car/14855119/toyota/hilux/vic/seaford/dual-cab,2026-01-25T15:33:31,,
2018,Toyota,Camry,Sx,Sedan,63593,Automatic,2026-04-04,30990,Unleaded,VIC,car/14868697/toyota/camry/vic/hoppers-crossing/sedan,2026-01-25T15:33:31,,
2008,Toyota,Crown,ROYAL SALOON,Sedan,107624,Automatic,,15490,Other,VIC,car/14790829/toyota/crown/vic/dandenong/limousine,2026-01-25T15:33:31,,
2019,Toyota,Kluger,Gxl (4X2),Wagon,94800,Automatic,2025-12-06,35990,Unleaded,VIC,car/14804375/toyota/kluger/vic/moorabbin-airport/suv,2026-01-25T15:33:31,,
2017,Toyota,Camry,Atara S,Sedan,93093,Automatic,2026-02-06,22499,Unleaded,VIC,car/14837164/toyota/camry/vic/ringwood/sedan,2026-01-25T15:33:31,,
2020,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,81410,Automatic,2025-12-04,32490,Hybrid,VIC,car/14841083/toyota/c-hr/vic/moorabbin-airport/suv,2026-01-25T15:33:31,,
2017,Toyota,C-HR,Koba (Awd),Wagon,62446,Automatic,,26980,Premium,VIC,car/14905170/toyota/c-hr/vic/springvale/suv,2026-01-25T15:33:31,,
2014,Toyota,Kluger,Grande (4X4),Wagon,149666,Automatic,,28980,Unleaded,VIC,car/14884958/toyota/kluger/vic/springvale/suv,2026-01-25T15:33:31,,
2019,Toyota,C-HR,Koba (Awd),Hatchback,101511,Automatic,2026-03-05,27888,Premium,VIC,car/14872001/toyota/c-hr/vic/ferntree-gully/suv,2026-01-25T15:33:31,,
2014,Toyota,Corolla,Ascent Sport,Hatchback,89456,Automatic,,18980,Unleaded,VIC,car/14913650/toyota/corolla/vic/springvale/hatchback,2026-01-25T15:33:31,,
2021,Toyota,C-HR,Koba (2Wd),Wagon,32872,Automatic,,35990,Premium,VIC,car/14892532/toyota/c-hr/vic/springvale/suv,2026-01-25T15:33:31,,
2020,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,90003,Automatic,2026-01-16,25990,Hybrid,VIC,car/14913409/toyota/corolla/vic/hoppers-crossing/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Yaris Cross,Gx Hybrid,Wagon,24027,Automatic,2026-02-04,35990,Hybrid,VIC,car/14843817/toyota/yaris-cross/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2018,Toyota,C-HR,Koba (2Wd),Wagon,84067,Automatic,2026-02-22,25990,Premium,VIC,car/14906486/toyota/c-hr/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2018,Toyota,Kluger,Gx (4X2),Wagon,124532,Automatic,,29980,Unleaded,VIC,car/14914835/toyota/kluger/vic/springvale/suv,2026-01-25T15:33:31,,
2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,68327,Automatic,2025-11-29,29490,Hybrid,VIC,car/14857574/toyota/corolla/vic/moorabbin-airport/hatchback,2026-01-25T15:33:31,,
2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,20656,Automatic,2026-04-14,61970,Hybrid,VIC,car/14910510/toyota/kluger/vic/keysborough/suv,2026-01-25T15:33:31,,
2024,Toyota,Kluger,Gx Hybrid Awd,Wagon,50306,Automatic,,54990,Hybrid,VIC,car/14870357/toyota/kluger/vic/hoppers-crossing/suv,2026-01-25T15:33:31,,
2019,Toyota,Hilux,WORKMATE,Ute Tray,177045,Manual,,18999,Diesel,VIC,car/14895227/toyota/hilux/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2018,Toyota,Landcruiser,Workmate (4X4),Cab Chassis,254323,Manual,,46999,Diesel,VIC,car/14872262/toyota/landcruiser/vic/dandenong-south/single-cab,2026-01-25T15:33:31,,
2024,Toyota,Landcruiser,Lc300 Sahara Zx (4X4),Wagon,34148,Automatic,2026-05-16,145990,Diesel,VIC,car/14896970/toyota/landcruiser/vic/frankston/suv,2026-01-25T15:33:31,,
2009,Toyota,Corolla,Edge,Hatchback,248375,Automatic,2026-01-20,8990,Unleaded,VIC,car/14840719/toyota/corolla/vic/seaford/hatchback,2026-01-25T15:33:31,,
2008,Toyota,Kluger,Kx-R (Fwd) 7 Seat,Wagon,300748,Automatic,,7990,Unleaded,VIC,car/14789013/toyota/kluger/vic/dandenong/suv,2026-01-25T15:33:31,,
2016,Toyota,Landcruiser,WORKMATE,Ute Tray,254746,Manual,,58999,Diesel,VIC,car/14784815/toyota/landcruiser/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2019,Toyota,Hilux,SR (4X4),Ute Tray,304672,Manual,,26999,Diesel,VIC,car/14892804/toyota/hilux/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2019,Toyota,Landcruiser,Lc200 Gx (4X4),Wagon,125570,Automatic,,68888,Diesel,VIC,car/14864131/toyota/landcruiser/vic/dandenong-south/suv,2026-01-25T15:33:31,,
2020,Toyota,Landcruiser,WORKMATE,Ute Tray,198565,Manual,,64999,Diesel,VIC,car/14854119/toyota/landcruiser/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2017,Toyota,Hilux,SR,Ute Tray,303456,Manual,,24999,Diesel,VIC,car/14872952/toyota/hilux/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2009,Toyota,Kluger,Grande (4X4),Wagon,160000,Automatic,,14500,Unleaded,VIC,car/14780386/toyota/kluger/vic/dandenong/suv,2026-01-25T15:33:31,,
2002,Toyota,Corolla,Ascent Seca,Hatchback,298700,Automatic,2026-03-29,5990,Unleaded,VIC,car/14903063/toyota/corolla/vic/ferntree-gully/hatchback,2026-01-25T15:33:31,,
2010,Toyota,Corolla,Ascent,Sedan,147000,Automatic,2026-06-29,12500,Unleaded,VIC,car/14897384/toyota/corolla/vic/dandenong/sedan,2026-01-25T15:33:31,,
2010,Toyota,Corolla,Ascent,Sedan,258000,Automatic,2026-06-20,8500,Unleaded,VIC,car/14885479/toyota/corolla/vic/dandenong/sedan,2026-01-25T15:33:31,,
2011,Toyota,Landcruiser,Workmate (4X4),Cab Chassis,245750,Manual,,39999,Diesel,VIC,car/14839860/toyota/landcruiser/vic/dandenong-south/single-cab,2026-01-25T15:33:31,,
2016,Toyota,Corolla,Ascent,Hatchback,130000,Automatic,2026-04-06,17500,Unleaded,VIC,car/14882444/toyota/corolla/vic/dandenong/hatchback,2026-01-25T15:33:31,,
2018,Toyota,Hilux,Rugged X (4X4),Dual Cab Utility,203977,Automatic,,40990,Diesel,VIC,car/14869355/toyota/hilux/vic/narre-warren/dual-cab,2026-01-25T15:33:31,,
2004,Toyota,Corolla,Ascent Seca,Hatchback,250000,Automatic,2026-10-29,6499,Unleaded,VIC,car/14909149/toyota/corolla/vic/dandenong/hatchback,2026-01-25T15:33:31,,
2012,Toyota,Corolla,ASCENT SPORT,Hatch,156697,Manual,,11990,Unleaded,VIC,car/14847055/toyota/corolla/vic/seaford/hatchback,2026-01-25T15:33:31,,
2016,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,250377,Automatic,,25999,Diesel,VIC,car/14864882/toyota/hilux/vic/dandenong-south/dual-cab,2026-01-25T15:33:31,,
2016,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,289973,Automatic,,31999,Diesel,VIC,car/14892745/toyota/hilux/vic/dandenong-south/dual-cab,2026-01-25T15:33:31,,
2020,Toyota,Landcruiser,Lc200 Vx (4X4),Wagon,184390,Automatic,,93990,Diesel,VIC,car/14871913/toyota/landcruiser/vic/frankston/suv,2026-01-25T15:33:31,,
2010,Toyota,Hilux,Workmate,Cab Chassis,177000,Automatic,2026-10-15,15499,Unleaded,VIC,car/14833805/toyota/hilux/vic/dandenong/single-cab,2026-01-25T15:33:31,,
2019,Toyota,Corolla,Ascent Sport,Hatchback,91037,Automatic,2026-08-21,24999,Unleaded,VIC,car/14911675/toyota/corolla/vic/melton/hatchback,2026-01-25T15:33:31,,
2021,Toyota,Landcruiser 70 Series,WORKMATE,Ute Tray,172516,Manual,2026-02-20,62999,Diesel,VIC,car/14821860/toyota/landcruiser-70-series/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2019,Toyota,Vitz,F (HYBRID),Hatch,29707,Automatic,,18990,Hybrid,VIC,car/14792585/toyota/vitz/vic/carrum-downs/hatchback,2026-01-25T15:33:31,,
2017,Toyota,Corolla,Hybrid,Hatchback,61964,Automatic,,22990,Hybrid,VIC,car/14837135/toyota/corolla/vic/frankston/hatchback,2026-01-25T15:33:31,,
2015,Toyota,Landcruiser,Workmate (4X4),Double Cab Chassis,224915,Manual,,63999,Diesel,VIC,car/14907088/toyota/landcruiser/vic/dandenong-south/dual-cab,2026-01-25T15:33:31,,
2020,Toyota,Landcruiser 70 Series,WORKMATE,Ute Tray,237744,Manual,,56999,Diesel,VIC,car/14864993/toyota/landcruiser-70-series/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2022,Toyota,Corolla,Zr Hybrid,Hatchback,50419,Automatic,2026-02-28,34990,Hybrid,VIC,car/14858968/toyota/corolla/vic/sunbury/hatchback,2026-01-25T15:33:31,,
2006,Toyota,Corolla,Ascent,Sedan,282000,Automatic,2026-02-01,6500,Unleaded,VIC,car/14815605/toyota/corolla/vic/dandenong/sedan,2026-01-25T15:33:31,,
2017,Toyota,Landcruiser,WORKMATE (4X4),Ute Tray,103309,Manual,2026-03-16,54999,Diesel,VIC,car/14784814/toyota/landcruiser/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2013,Toyota,RAV4,Gxl (4X4),Wagon,137960,Automatic,2026-08-07,18990,Diesel,VIC,car/14770978/toyota/rav4/vic/seaford/suv,2026-01-25T15:33:31,,
2010,Toyota,Landcruiser,Workmate (4X4),Cab Chassis,274951,Manual,,39999,Diesel,VIC,car/14840382/toyota/landcruiser/vic/dandenong-south/single-cab,2026-01-25T15:33:31,,
2016,Toyota,Landcruiser,WORKMATE,Ute Tray,374166,Manual,,39999,Diesel,VIC,car/14826420/toyota/landcruiser/vic/dandenong-south/pickup,2026-01-25T15:33:31,,
2006,Toyota,Corolla,Ascent Seca,Hatchback,250000,Automatic,2025-12-27,6899,Unleaded,VIC,car/14801749/toyota/corolla/vic/dandenong/hatchback,2026-01-25T15:33:31,,
2020,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,89051,Automatic,2026-01-18,52990,Diesel,VIC,car/14871825/toyota/hilux/vic/sunbury/dual-cab,2026-01-25T15:33:31,,
2019,Toyota,Landcruiser,Lc200 Gx (4X4),Wagon,311374,Automatic,,49999,Diesel,VIC,car/14871966/toyota/landcruiser/vic/dandenong-south/suv,2026-01-25T15:33:31,,
2022,Toyota,Granvia,Vx (6 Seats),Wagon,73129,Automatic,,68990,Diesel,VIC,car/14898250/toyota/granvia/vic/narre-warren/people-mover,2026-01-25T15:33:31,,
2019,Toyota,Yaris,Ascent,Hatchback,66508,Automatic,2026-03-16,19990,Unleaded,VIC,car/14926760/toyota/yaris/vic/camberwell/hatchback,2026-01-25T15:33:31,,
2021,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,72983,Automatic,2026-04-10,56777,Diesel,VIC,car/14926116/toyota/hilux/vic/heidelberg/dual-cab,2026-01-25T15:33:31,,
2016,Toyota,RAV4,Gxl (2Wd),Wagon,104853,Automatic,,27990,Unleaded,VIC,car/14925845/toyota/rav4/vic/nunawading/suv,2026-01-25T15:33:31,,
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,114004,Automatic,,35990,Hybrid,VIC,car/14926762/toyota/rav4/vic/camberwell/suv,2026-01-25T15:33:31,,
2016,Toyota,Yaris,Ascent,Hatchback,72327,Automatic,2026-04-20,18990,Unleaded,VIC,car/14924934/toyota/yaris/vic/camberwell/hatchback,2026-01-25T15:33:31,,
2022,Toyota,Camry,Ascent,Sedan,94691,Automatic,,27990,Premium,VIC,car/14924442/toyota/camry/vic/nunawading/sedan,2026-01-25T15:33:31,,
2023,Toyota,Camry,Ascent,Sedan,55305,Automatic,,34888,Premium,VIC,car/14918552/toyota/camry/vic/narre-warren/sedan,2026-01-25T15:33:31,,
2007,Toyota,Corolla,Ascent,Sedan,259000,Automatic,2026-01-08,8000,Unleaded,VIC,car/14912868/toyota/corolla/vic/dandenong/sedan,2026-01-25T15:33:31,,
2024,Toyota,Camry,Ascent,Sedan,52490,Automatic,,34990,Premium,VIC,car/14897779/toyota/camry/vic/narre-warren/sedan,2026-01-25T15:33:31,,
2016,Toyota,HiAce,KDH221R,Commercial,160244,Automatic,,27999,Diesel,VIC,car/14864359/toyota/hiace/vic/dandenong-south/van,2026-01-25T15:33:31,,
