url,canonical_tag,reason_code,source
https://www.grays.com/lot/0001-50518015/motor-vehicles-motor-cycles/2012-mercedes-benz-c-class-c-250-blueefficiency-avantgarde-w204-auto-sedan,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50518017/motor-vehicles-motor-cycles/2013-toyota-landcruiser-gxl-vdj79r-turbo-diesel-manual-cab-chassis,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50518018/motor-vehicles-motor-cycles/2014-audi-a3-1-4-tfsi-attraction-8v-automatic-sedan,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715749/motor-vehicles-motor-cycles/2016-audi-q7-3-0-tdi-quattro-4m-turbo-diesel-automatic-8-speed,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715750/motor-vehicles-motor-cycles/2017-mazda-bt-50-4x2-xt-turbo-diesel-manual-cab-chassis,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715751/motor-vehicles-motor-cycles/2012-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-8-speed-7-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715760/motor-vehicles-motor-cycles/2018-hyundai-tucson-active-x-fwd-tl-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715762/motor-vehicles-motor-cycles/2018-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-cab-chassis,toyota_hilux_sr_diesel_auto_cab_chassis_gun126r,[OK],active
https://www.grays.com/lot/0001-50715763/motor-vehicles-motor-cycles/2016-nissan-qashqai-ts-fwd-j11-turbo-diesel-cvt-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715765/motor-vehicles-motor-cycles/2013-holden-colorado-4x4-lt-rg-turbo-diesel-manual-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715766/motor-vehicles-motor-cycles/2015-mitsubishi-triton-4x2-glx-mn-turbo-diesel-automatic-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715767/motor-vehicles-motor-cycles/2010-mitsubishi-triton-4x4-glx-r-mn-turbo-diesel-manual-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715768/motor-vehicles-motor-cycles/2011-toyota-landcruiser-workmate-vdj79r-turbo-diesel-manual-cab-chassis,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715772/motor-vehicles-motor-cycles/2007-toyota-hilux-4x4-sr-kun26r-turbo-diesel-manual-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715773/motor-vehicles-motor-cycles/2011-nissan-navara-4x4-st-x-550-d40-turbo-diesel-automatic-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715774/motor-vehicles-motor-cycles/2013-mercedes-benz-m-class-ml-350-bluetec-w166-turbo-diesel-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715776/motor-vehicles-motor-cycles/2009-volkswagen-caravelle-2-5-tdi-96kw-swb-t5-turbo-diesel-automatic,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715777/motor-vehicles-motor-cycles/2014-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715778/motor-vehicles-motor-cycles/2020-mg-hs-essence-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715780/motor-vehicles-motor-cycles/2017-land-rover-range-rover-velar-d240-s-turbo-diesel-auto-8-speed-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715781/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-manual-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715782/motor-vehicles-motor-cycles/2011-mercedes-benz-e250-cdi-blueeff-avantgarde-a207-auto-convertible,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715785/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-155-tsi-5n-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715787/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-gxl-grj120r-automatic-8-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715788/motor-vehicles-motor-cycles/2007-nissan-x-trail-st-t30-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715789/motor-vehicles-motor-cycles/2006-mercedes-benz-b200-turbo-w245-cvt-hatchback,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715790/motor-vehicles-motor-cycles/2012-honda-cr-v-4wd-vti-s-rm-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715792/motor-vehicles-motor-cycles/2017-mitsubishi-triton-4x4-gls-mq-turbo-diesel-automatic-dual-cab,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715794/motor-vehicles-motor-cycles/2002-nissan-navara-4x4-dx-d22-turbo-diesel-manual-dual-cab-ute,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715795/motor-vehicles-motor-cycles/2016-land-rover-range-rover-evoque-td4-150-se-lv-turbo-diesel-auto-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715796/motor-vehicles-motor-cycles/2018-jaguar-e-pace-d240-awd-se-x540-turbo-diesel-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715797/motor-vehicles-motor-cycles/2017-mazda-cx-5-maxx-sport-kf-turbo-diesel-automatic-wagon,UNCLASSIFIED,[DISALLOWED_VARIANT],active
https://www.grays.com/lot/0001-50715798/motor-vehicles-motor-cycles/2012-nissan-murano-ti-z51-cvt-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
