iter	MAE	Quantile:alpha=0.9
183	0.09371209499	0.01012044447
184	0.09257408696	0.01000558891
185	0.0913522142	0.009879157678
186	0.09052309087	0.00979831343
187	0.08997419855	0.009742737056
188	0.08897893576	0.009648786075
189	0.08793558858	0.009538889076
190	0.08716873417	0.009460963828
191	0.08646677607	0.009377965573
192	0.08579670525	0.009305776251
193	0.0845888534	0.009183143963
194	0.0835762252	0.009079869358
195	0.08311309605	0.009034551912
196	0.08211800526	0.008934701381
197	0.08151615301	0.00888389985
198	0.08096481144	0.00882597473
199	0.07985457854	0.008701659393
200	0.07889544299	0.008597171648
201	0.07790187035	0.00849363864
202	0.07743837223	0.008453564393
203	0.07656066259	0.008356725653
204	0.07587624436	0.008289979963
205	0.074965037	0.008191161656
206	0.07429225378	0.00811932347
207	0.0732234411	0.008004307464
208	0.07244357612	0.007923011609
209	0.07148666732	0.007827365677
210	0.0707394363	0.007750265332
211	0.07006475947	0.007679800859
212	0.06970159593	0.00764976409
213	0.06910417474	0.007588253554
214	0.06859425314	0.007540267448
215	0.06826001555	0.007506154342
216	0.06774614562	0.007453819075
217	0.06701963145	0.007381766567
218	0.06609730457	0.007281011599
219	0.06547171884	0.007215746248
220	0.06497359188	0.007166860571
221	0.06455916513	0.00712674486
222	0.06385969741	0.007053428701
223	0.06304697065	0.00696964169
224	0.06219570906	0.006880276148
225	0.06143830362	0.006806450352
226	0.0608176149	0.006741288384
227	0.06018231417	0.006674354313
228	0.0594959407	0.006606925271
229	0.05927682031	0.006585671621
230	0.05861757172	0.00651866711
231	0.0581648273	0.006475426218
232	0.05765007122	0.00641981184
233	0.05717038657	0.006370911263
234	0.05663838958	0.006318987227
235	0.05640347041	0.006296878467
236	0.05582662533	0.006235936193
237	0.05538943351	0.006189490031
238	0.05476221953	0.006123378987
239	0.0541322888	0.006058169231
240	0.05361187155	0.006005939825
241	0.05326699997	0.005972123541
242	0.05273790386	0.005915394048
243	0.0523788056	0.005880339562
244	0.05194910314	0.00583821294
245	0.05153391274	0.005795210385
246	0.05092415114	0.005733267224
247	0.05039068625	0.005677431882
248	0.04992915735	0.005630154521
249	0.04963511901	0.005602941733
250	0.04912831619	0.005549939185
251	0.04876202431	0.005514758968
252	0.04843311526	0.005483203057
253	0.04825496117	0.0054653905
254	0.04780557387	0.005419889171
255	0.04742150273	0.005383443914
256	0.04696807753	0.005335156717
257	0.04655774588	0.005291964742
258	0.04637113693	0.005275509649
259	0.04583801035	0.005218571483
260	0.04547769328	0.005182847301
261	0.04511248869	0.00514822013
262	0.04465607846	0.005100352641
263	0.0442295014	0.005057575895
264	0.04367525384	0.005000822906
265	0.04330203058	0.004963394241
266	0.04290990739	0.004925540263
267	0.0425544097	0.004890040834
268	0.04219956115	0.004855724869
269	0.0417604993	0.004809596806
270	0.04144509901	0.004776954823
271	0.04129225734	0.004763293135
272	0.04096239003	0.00472835325
273	0.04054996024	0.004688309992
274	0.04014794524	0.004647733161
275	0.03978679015	0.004611753703
276	0.03941168813	0.004575214028
277	0.03915269987	0.004548127732
278	0.03882079219	0.004512229012
279	0.03845068626	0.004473594189
280	0.03820252218	0.0044499967
281	0.03807839961	0.004439833199
282	0.03778488368	0.004409418701
283	0.03750172971	0.00438090044
284	0.03731586256	0.004363042542
285	0.03706817937	0.004335384398
286	0.03678870306	0.004307871202
287	0.03655198819	0.004284031322
288	0.03627915038	0.00425512167
289	0.03606334959	0.004233570757
290	0.03593030855	0.004220668165
291	0.03567927112	0.004193593859
292	0.03545526013	0.004169036048
293	0.03526711422	0.004151406879
294	0.0351029768	0.004136590351
295	0.03493579007	0.004120986144
296	0.03484056565	0.00411174976
297	0.03474191381	0.004103541592
298	0.03460024485	0.004090937951
299	0.03443678435	0.004074395596
300	0.03426949334	0.004057289799
301	0.03406444033	0.004035159177
302	0.03390310349	0.004017028299
303	0.03375683842	0.004002374486
304	0.03353700587	0.00397948576
305	0.0333372082	0.003958609108
306	0.03319504114	0.003943332669
307	0.03308516001	0.00393066082
308	0.03289083985	0.00391064098
309	0.03270219931	0.003885512314
310	0.03254581022	0.00387090871
311	0.03248035986	0.003865243854
312	0.03229969232	0.003845411329
313	0.03220333366	0.003831603778
314	0.03210921911	0.003822248699
315	0.03205724621	0.003815437269
316	0.03196462757	0.003800147041
317	0.03185660385	0.003787748785
318	0.03168374332	0.003769426668
319	0.03156484293	0.003758135706
320	0.03143702441	0.003743195685
321	0.03138175714	0.003736762738
322	0.0313258253	0.003726661993
323	0.03119646827	0.003712749426
324	0.03108235087	0.003699134646
325	0.0309869361	0.003685669129
326	0.03082832393	0.003666951448
327	0.03072232129	0.00365631705
328	0.03064742477	0.003647606559
329	0.03056638292	0.003638464629
330	0.03044034281	0.003624396662
331	0.03031733793	0.003610724964
332	0.03023042093	0.003603368606
333	0.03010599297	0.003590226365
334	0.03006612652	0.003584774495
335	0.02995243446	0.003572497558
336	0.02986082185	0.00356076023
337	0.02973834553	0.003547371945
338	0.02961607368	0.003534713885
339	0.02957161709	0.003530566701
340	0.02945764949	0.003519947618
341	0.02936118662	0.003509459195
342	0.02928375218	0.003499637023
343	0.02919801508	0.003491672324
344	0.02912549361	0.003483328713
345	0.02904149512	0.003473957227
346	0.02901904953	0.003469528418
347	0.02897744023	0.003464850826
348	0.02883363145	0.003451057624
349	0.02875553572	0.003441659219
350	0.02867723552	0.003432525225
351	0.02857039646	0.003421502067
352	0.02854312794	0.003417935973
353	0.02846062931	0.003409220015
354	0.02833326824	0.003396000613
355	0.02825917978	0.003388110579
356	0.02817377307	0.003378107452
357	0.02810632569	0.00337258698
358	0.02799124547	0.003360016875
359	0.02788333036	0.003350560797
360	0.02778470149	0.003341161053
361	0.02777965584	0.003339219691
362	0.02771313124	0.00333071451
363	0.02766586985	0.003325586002
364	0.02761508363	0.003319395069
365	0.02755484798	0.003311977267
366	0.02743829527	0.003298737701
367	0.0274306109	0.003297433932
368	0.02734388792	0.003288581112
369	0.02728571579	0.00328120272
370	0.02720260612	0.003272502646
371	0.02713357078	0.003265576298
372	0.02706028556	0.003258917978
373	0.02700570218	0.003253741788
374	0.02695830345	0.003248853207
375	0.02688741079	0.003240220152
376	0.02681357872	0.003232027402
377	0.02677764494	0.003226682637
378	0.02676894307	0.003225320905
379	0.02671726801	0.003219587431
380	0.02667501173	0.003212492762
381	0.02661247964	0.003206895038
382	0.02657040223	0.003202913381
383	0.02650834393	0.003196169686
384	0.02650151412	0.003194834915
385	0.02647493105	0.003191224704
386	0.02645958533	0.003188667716
387	0.02643566027	0.003185457822
388	0.02639073259	0.003180507945
389	0.0263530657	0.003176307611
390	0.02633478415	0.003173520312
391	0.02628906604	0.003169615727
392	0.02624001516	0.00316416418
393	0.0262068763	0.003159405427
394	0.02618116835	0.003156192152
395	0.02613147225	0.003149038733
396	0.02610507653	0.003146510821
397	0.02608984975	0.003144914339
398	0.02606846657	0.003142831056
399	0.02606325207	0.003142137938
400	0.02604401605	0.003139739188
401	0.02599894065	0.003134466277
402	0.02597825079	0.003131039817
403	0.02596812683	0.003128981297
404	0.02596202983	0.003127971161
405	0.02591785537	0.003121227939
406	0.02581012715	0.003105147319
407	0.02577384374	0.00310040689
408	0.02573613776	0.003095860635
409	0.02569766115	0.003091325173
410	0.02567030421	0.003087789602
411	0.0256421349	0.003085507561
412	0.02560309399	0.003081277326
413	0.02559767858	0.003080446374
414	0.02554500839	0.003073560323
415	0.0255121012	0.003067859644
416	0.02549716257	0.00306578543
417	0.02544144506	0.00305904733
418	0.02539807506	0.003054378443
419	0.02535886488	0.003048435533
420	0.02535373746	0.003047914605
421	0.02530705888	0.003042245235
422	0.02528457654	0.003038918129
423	0.02526562551	0.003036568893
424	0.02523404468	0.003032634407
425	0.02518413924	0.0030257508
426	0.02514299629	0.003019917366
427	0.02511635414	0.003015767624
428	0.02510012074	0.003013943743
429	0.02506505301	0.003009292936
430	0.02502162207	0.003002958454
431	0.02500691411	0.003001383323
432	0.0249659375	0.0029965517
433	0.02492920907	0.002992008402
434	0.02489425636	0.002985932201
435	0.02487203873	0.002984084774
436	0.02484941703	0.002980800566
437	0.02484352311	0.00298000057
438	0.02483684208	0.002979125105
439	0.02483113737	0.002978635998
440	0.02480448378	0.002975193437
441	0.02476908886	0.002971627492
442	0.0247489904	0.002969550273
443	0.02472234218	0.002966347284
444	0.02470311964	0.002963713319
445	0.02469615281	0.002962997075
446	0.02468467803	0.002961735675
447	0.02464344044	0.002955965263
448	0.024604922	0.002950298934
449	0.02459859494	0.002948991369
450	0.02458190878	0.002946723217
451	0.02456102363	0.002943915195
452	0.02455615579	0.002943479119
453	0.0245451391	0.002940465971
454	0.02451841511	0.002936511162
455	0.02449171731	0.002933046394
456	0.02448691446	0.002932619578
457	0.02446043931	0.002928946357
458	0.02441517932	0.002924675158
459	0.02439539794	0.002922653741
460	0.0243848486	0.002921656249
461	0.02437944702	0.002920889807
462	0.0243578761	0.002918207691
463	0.02434929353	0.002916642802
464	0.02433741133	0.002915239554
465	0.02431312918	0.002911600022
466	0.02430778597	0.002910945645
467	0.02430086377	0.002910368334
468	0.02428275204	0.002907344193
469	0.02426995527	0.002906294159
470	0.02426335295	0.002905826776
471	0.02426040786	0.002905379895
472	0.02424049684	0.00290198515
473	0.02421852957	0.002899229737
474	0.02419544235	0.002895583325
475	0.02418977924	0.002894917765
476	0.02418589635	0.002894708621
477	0.02414147808	0.002888334574
478	0.02413519939	0.002887488694
479	0.02404228698	0.002873154892
480	0.02403156683	0.002870826397
481	0.02401858738	0.002869691528
482	0.02401422989	0.002869149822
483	0.02399160158	0.002866201385
484	0.0239786861	0.002864182605
485	0.02395443711	0.002860780377
486	0.02392803003	0.002856920747
487	0.02391501961	0.002854373926
488	0.02389211904	0.002851297985
489	0.02388996029	0.002850773565
490	0.02386103008	0.00284626857
491	0.02385054485	0.002845168113
492	0.02384687653	0.002844788176
493	0.02383675028	0.002843332322
494	0.02381931733	0.002839296884
495	0.02380192176	0.002836988617
496	0.02379090882	0.002836102041
497	0.02377705282	0.002833939934
498	0.02375107475	0.002830511793
499	0.02373265395	0.002828830704
500	0.02371342151	0.002826061402
501	0.02370933201	0.002825619735
502	0.0236892353	0.00282257681
503	0.02368072155	0.002821216162
504	0.02365384419	0.002816888106
505	0.02364179076	0.002814760513
506	0.02363018986	0.002813162829
507	0.02362658825	0.002813052667
508	0.02362324316	0.002812865218
509	0.02359488787	0.002809272285
510	0.02358829276	0.00280797659
511	0.02357153705	0.002806345798
512	0.02353181141	0.002800048844
513	0.02351603911	0.002798866079
514	0.02351208679	0.002798163747
515	0.02350224839	0.002797670096
516	0.02349093794	0.002794109501
517	0.02347184081	0.002790900736
518	0.02346868459	0.002790575756
519	0.02346513427	0.002790491971
520	0.0234515078	0.002788108968
521	0.02343235054	0.002786077585
522	0.02342271249	0.002784445348
523	0.02340964496	0.00278327616
524	0.023403053	0.002782084003
525	0.02339005038	0.002779975363
526	0.02338645449	0.002779871257
527	0.02337220682	0.002777126159
528	0.02334120818	0.002771157979
529	0.02331728942	0.002766903008
530	0.02328384091	0.002762351447
531	0.02327318058	0.002760319545
532	0.02326502377	0.002759358782
533	0.02324789823	0.00275743167
534	0.02324261181	0.002757212485
535	0.02322383719	0.002754489677
536	0.02320627557	0.002752648884
537	0.02316660498	0.002747146085
538	0.02315639665	0.002746256934
539	0.0231455869	0.002745554633
540	0.02312197347	0.002742470902
541	0.02310471637	0.002739936591
542	0.02307879145	0.002736775271
543	0.02306708231	0.002735451493
544	0.02306142292	0.002734565136
545	0.02305441275	0.002733428404
546	0.02304804458	0.00273280253
547	0.02304144866	0.002732403624
548	0.02303772067	0.002732225676
549	0.02303199555	0.002731690208
550	0.02302219294	0.002730184734
551	0.02301008942	0.002728581651
552	0.02298543328	0.002725882815
553	0.02296907367	0.002722645507
554	0.0229616981	0.002721270069
555	0.02295262041	0.00271973458
556	0.02293342013	0.00271704809
557	0.02291222527	0.002714363882
558	0.02290580296	0.002712895991
559	0.02288860984	0.002710543416
560	0.02286713093	0.002708045652
561	0.0228521233	0.002705391597
562	0.02284315399	0.002704283918
563	0.02283466644	0.002702012488
564	0.02281626344	0.00269975482
565	0.02281140049	0.002699422172
566	0.02279709474	0.002698276276
567	0.02278486835	0.002695978619
568	0.02277946286	0.002695603554
569	0.02276246922	0.002691975783
570	0.02275382208	0.002691149643
571	0.02272842233	0.002688151249
572	0.02272430513	0.002687664189
573	0.02270848382	0.002685539728
574	0.02270121553	0.002684731173
575	0.02268665513	0.002682213215
576	0.02268022276	0.002681371417
577	0.0226697227	0.002680014452
578	0.02264903876	0.002677385418
579	0.02263353659	0.002674974887
580	0.02261785337	0.002671960568
581	0.02260172896	0.00267067969
582	0.02259795557	0.002670237427
583	0.02257998006	0.002666851239
584	0.02257619087	0.002666577833
585	0.02256343526	0.002663423272
586	0.02254861756	0.002660085206
587	0.02254140819	0.002659437204
588	0.02251623641	0.002656677612
589	0.02250193844	0.002655088018
590	0.02249753074	0.002654466599
591	0.02247807228	0.002652501045
592	0.02246091029	0.002649983705
593	0.02245502232	0.002648863422
594	0.02244617467	0.002648002211
595	0.02243702356	0.002646178772
596	0.0224342214	0.002645656042
597	0.02242972406	0.002645363724
598	0.02242703454	0.002645125485
599	0.02240552511	0.002641996399
600	0.02239877057	0.002640769028
601	0.02238492861	0.002639162
602	0.02238005189	0.002638851831
603	0.02236896194	0.002637720378
604	0.02236413356	0.002636891763
605	0.02235762004	0.002636553754
606	0.02234442119	0.002635080848
607	0.02233906329	0.002634423779
608	0.02232905308	0.002632739558
609	0.02231876118	0.002631469709
610	0.02228939371	0.002623905399
611	0.02228515451	0.002622887715
612	0.02227502345	0.002622309995
613	0.02226913698	0.002621988234
614	0.02225809608	0.002620407318
615	0.02223834166	0.002617471379
616	0.02221740905	0.002615332941
617	0.02221587208	0.002614803237
618	0.02219228549	0.00260752534
619	0.02218875484	0.00260708871
620	0.02217338008	0.002604957981
621	0.02215962694	0.002603515312
622	0.0221523266	0.0026029173
623	0.02214668482	0.002602006505
624	0.02213861608	0.002601047111
625	0.02212815536	0.00259984202
626	0.02212361926	0.002599305981
627	0.02211555362	0.002598172488
628	0.02211303544	0.002598037552
629	0.02210934474	0.002597716078
630	0.02210128657	0.002596672735
631	0.02209325557	0.002595454591
632	0.02206179868	0.002591280197
633	0.02205580937	0.002590677668
634	0.02205300545	0.002589992082
635	0.02203582587	0.002587987085
636	0.02202886804	0.002586316424
637	0.02202307898	0.002585851545
638	0.02201643324	0.002585228004
639	0.02201309041	0.002584977974
640	0.02195191688	0.00257620442
641	0.02194203397	0.00257438188
642	0.0219381952	0.002573802984
643	0.02192528999	0.002571395798
644	0.02192040456	0.002570726721
645	0.02191827127	0.002570407727
646	0.02191384414	0.002569560864
647	0.02191173169	0.002569255824
648	0.02190870699	0.002569014607
649	0.02190507906	0.002568718802
650	0.02189948515	0.002567521741
651	0.0218964863	0.002567389663
652	0.02188937989	0.002565902275
653	0.021886599	0.002565747499
654	0.02188197631	0.002565153591
655	0.02187588843	0.002564593896
656	0.02186542343	0.002563131468
657	0.02186112538	0.002562790741
658	0.02185432119	0.002562095869
659	0.02184198872	0.002560759162
660	0.02181895255	0.002557965948
661	0.02181497497	0.002557530068
662	0.02173608015	0.002545562408
663	0.02173299202	0.002545389818
664	0.02171588401	0.002543602867
665	0.02171251854	0.002543390011
666	0.02170904135	0.00254289925
667	0.02170739916	0.002542679968
668	0.02170008198	0.002541804259
669	0.02169413155	0.002540524824
670	0.02169162904	0.00254002467
671	0.02169056558	0.00253993561
672	0.02168047332	0.002538597787
673	0.02167874322	0.002538471702
674	0.0216768406	0.002538181279
675	0.02167034672	0.002537604042
676	0.02166835452	0.002537374907
677	0.02165696007	0.002535071686
678	0.02164866616	0.002534358625
679	0.02163345001	0.002532521674
680	0.02162615549	0.002531996461
681	0.02162086355	0.002531654965
682	0.02161808245	0.002531538126
683	0.02161233578	0.002530815845
684	0.02159623289	0.002528194663
685	0.02159456745	0.002527990916
686	0.02159184715	0.002527612911
687	0.0215885166	0.002526911688
688	0.02152003488	0.002517964109
689	0.02151783081	0.002517593018
690	0.02151409077	0.002517182393
691	0.02150760199	0.002516064253
692	0.02150534027	0.002515931616
693	0.02149187662	0.002513831186
694	0.0214786952	0.002512016723
695	0.02147451437	0.002511648205
696	0.02145972417	0.002509823403
697	0.02145264929	0.002508397283
698	0.02144829617	0.00250725501
699	0.02144515409	0.002507000883
700	0.02142730329	0.002504854779
701	0.02142093522	0.002504078563
702	0.02141797017	0.002503730248
703	0.02141331926	0.002502892788
704	0.02140314287	0.002501230169
705	0.02140174891	0.002500970797
706	0.02139715422	0.002500519245
707	0.02139602097	0.002500331305
708	0.0213747409	0.002496857334
709	0.0213672146	0.002495796913
710	0.02136447309	0.002495446948
711	0.02136016539	0.002495173003
712	0.0213492934	0.002493583136
713	0.02134611922	0.002493392094
714	0.021338192	0.002492041449
715	0.02133612233	0.002491774854
716	0.02133379633	0.002491590361
717	0.02132731976	0.002490717755
718	0.02131550225	0.002489331271
719	0.02131330994	0.002489226284
720	0.02130526536	0.0024884603
721	0.02130212844	0.002487979708
722	0.02129948798	0.002487904198
723	0.0212911397	0.002486889386
724	0.02128351242	0.002485647045
725	0.02128114963	0.002485403164
726	0.02127882379	0.002485249963
727	0.02127046405	0.002484081789
728	0.02126330439	0.002483290058
729	0.02118289156	0.002471510901
730	0.0211678665	0.002469162242
731	0.02116490945	0.002469082162
732	0.02116319241	0.002469001372
733	0.02116160262	0.002468874755
734	0.02115927437	0.002468799037
735	0.02115734543	0.002468721777
736	0.02114520009	0.002467530036
737	0.02113416491	0.00246598095
738	0.02113024369	0.002465127432
739	0.0211185795	0.002463856794
740	0.02111679102	0.002463611379
741	0.02111009019	0.002462676077
742	0.02110626643	0.002462128247
743	0.02109523155	0.00246066368
744	0.02109225798	0.002460258182
745	0.02109009692	0.002460146818
746	0.02108556835	0.002459594086
747	0.02108279753	0.002459185314
748	0.02108080402	0.002459049894
749	0.02107657425	0.00245874079
750	0.02107337599	0.002458408978
751	0.02106948268	0.002457898058
752	0.02106370846	0.002456860609
753	0.02105687038	0.002456026666
754	0.02105412437	0.002455844721
755	0.02105364901	0.002455770192
756	0.02105032988	0.002455154477
757	0.02104521954	0.002454597829
758	0.02104118272	0.002454001296
759	0.02103964859	0.00245388892
760	0.02103739559	0.002453662331
761	0.02103036899	0.002452157673
762	0.02102840477	0.002452025249
763	0.0210254094	0.002451748003
764	0.02101755717	0.002450517952
765	0.02101529269	0.002450157018
766	0.0210117564	0.00244980974
767	0.02100957369	0.002448379494
768	0.02100375236	0.002447735663
769	0.0210002329	0.002447458555
770	0.02099738054	0.002447236353
771	0.02099589727	0.002447061288
772	0.02099002478	0.002446377517
773	0.02098747721	0.002446297686
774	0.02098577942	0.002445975765
775	0.02098291337	0.002445803373
776	0.02098098905	0.002445679738
777	0.02097157038	0.002444131941
778	0.02096811304	0.002443613967
779	0.02096560055	0.00244310016
780	0.02096251711	0.002442743314
781	0.02096083692	0.002442468184
782	0.02095888561	0.002442193769
783	0.02095769381	0.002442181076
784	0.02095436712	0.002441833064
785	0.02094810022	0.002440936588
786	0.02094421768	0.002440376591
787	0.02093426722	0.002439113171
788	0.02093234873	0.00243907322
789	0.02092768092	0.002438652185
790	0.02091415442	0.002436786596
791	0.02090949183	0.002436147397
792	0.02090772546	0.002436068483
793	0.02090201798	0.002435714794
794	0.02090000713	0.002435662445
795	0.02089598564	0.002434896553
796	0.0208889023	0.002434166726
797	0.02088541554	0.002433624506
798	0.02088243174	0.002433532747
799	0.02088030357	0.002432951652
