scraped_at,url,row_index,bidding_details,bidder_name,bid_time,bid_price,bid_qty,win_qty,reserve_met
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,1,s.r - auburn NSW,s.r - auburn NSW,07/01/2026 8.05.57 PM AEDT,"AU $ 16,700",1,1,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,2,T.D - Carlingford NSW,T.D - Carlingford NSW,07/01/2026 8.06.55 PM AEDT,"AU $ 16,700",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,3,A.b - Seven hills NSW,A.b - Seven hills NSW,07/01/2026 8.05.46 PM AEDT,"AU $ 16,500",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,4,D.M - PORT MELBOURNE VIC,D.M - PORT MELBOURNE VIC,07/01/2026 7.59.45 PM AEDT,"AU $ 16,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,5,c.m - sandgate NSW,c.m - sandgate NSW,07/01/2026 6.04.16 PM AEDT,"AU $ 13,300",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,6,M.J - Kellyville NSW,M.J - Kellyville NSW,06/01/2026 10.08.32 PM AEDT,"AU $ 13,200",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,7,A.K - ROSEHILL NSW,A.K - ROSEHILL NSW,02/01/2026 10.13.36 PM AEDT,"AU $ 12,800",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,8,B.A - Sefton NSW,B.A - Sefton NSW,02/01/2026 11.42.57 AM AEDT,"AU $ 12,750",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,9,m.b - Burraneer NSW,m.b - Burraneer NSW,02/01/2026 10.28.12 AM AEDT,"AU $ 12,200",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,10,A.B - WATTLE GROVE NSW,A.B - WATTLE GROVE NSW,31/12/2025 10.16.58 PM AEDT,"AU $ 12,100",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,11,j.m - Sippy Downs QLD,j.m - Sippy Downs QLD,30/12/2025 3.00.14 PM AEDT,"AU $ 12,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,12,a.l - blaxcell NSW,a.l - blaxcell NSW,20/12/2025 11.39.55 AM AEDT,"AU $ 10,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,13,C.K - Greenacre NSW,C.K - Greenacre NSW,30/12/2025 10.15.00 AM AEDT,"AU $ 9,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,14,S.P - Roselands NSW,S.P - Roselands NSW,26/12/2025 7.56.23 AM AEDT,"AU $ 8,600",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,15,j.p - HELENVALE QLD,j.p - HELENVALE QLD,25/12/2025 11.23.40 PM AEDT,"AU $ 8,500",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,16,A.M - HILLSDALE NSW,A.M - HILLSDALE NSW,24/12/2025 9.07.17 PM AEDT,"AU $ 8,400",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,17,-.A - point cook VIC,-.A - point cook VIC,23/12/2025 3.40.45 AM AEDT,"AU $ 8,300",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,18,M.I - Liverpool NSW,M.I - Liverpool NSW,22/12/2025 3.31.12 PM AEDT,"AU $ 8,100",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,19,M.G - Grantham Farm NSW,M.G - Grantham Farm NSW,20/12/2025 12.13.26 PM AEDT,"AU $ 8,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,20,s.f - kirkwood QLD,s.f - kirkwood QLD,19/12/2025 8.54.56 AM AEDT,"AU $ 3,456",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,21,C.S - Roseville NSW,C.S - Roseville NSW,20/12/2025 10.08.34 AM AEDT,"AU $ 2,500",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,22,R.S - Marsden Park NSW,R.S - Marsden Park NSW,19/12/2025 10.33.14 PM AEDT,"AU $ 2,100",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,23,J.D - KARAWARA WA,J.D - KARAWARA WA,19/12/2025 12.23.41 PM AEDT,"AU $ 2,000",1,0,True
2026-01-09T03:12:07.030313,https://www.grays.com/lot/0001-10351966/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,24,P.S - Hartley NSW,P.S - Hartley NSW,19/12/2025 11.17.56 AM AEDT,AU $ 309,1,0,True
2026-01-09T03:12:10.904147,https://www.grays.com/lot/0001-10351994/motor-vehicles-motor-cycles/2011-volkswagen-multivan-edition-25-132kw-t5-turbo-diesel-automatic,1,P.M - Lane Cove NSW,P.M - Lane Cove NSW,06/01/2026 9.45.03 PM AEDT,"AU $ 3,900",1,1,False
