url,state,current_price,final_sale_price,final_sale_date,sale_price_source,bid_count,time_remaining,last_seen_at,terminal_reason,state_updated_at,fetch_fail_count,last_fetch_error,last_evidence,run_id
https://www.grays.com/lot/0001-21063657/motor-vehicles-motor-cycles/2012-ford-fiesta-zetec-wt-automatic-hatchback,sold,1009.0,,,,20.0,10 March 2026 20:00 AEDT,2026-03-12T14:43:09.633878,sold_with_final_price,2026-03-12T14:43:09.633878,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063675/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,sold,3109.0,,,,35.0,10 March 2026 20:00 AEDT,2026-03-12T14:44:12.596218,sold_with_final_price,2026-03-12T14:44:12.596218,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063677/motor-vehicles-motor-cycles/2017-land-rover-range-rover-sport-3-0-tdv6-se-t-d-auto-8-speed-wagon,sold,33300.0,,,,328.0,10 March 2026 20:00 AEDT,2026-03-12T14:44:40.020532,sold_with_final_price,2026-03-12T14:44:40.020532,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063678/motor-vehicles-motor-cycles/2020-mazda-bt-50-4x2-xtr-turbo-diesel-automatic-dual-cab,sold,14000.0,,,,208.0,10 March 2026 20:00 AEDT,2026-03-12T14:45:05.703324,sold_with_final_price,2026-03-12T14:45:05.703324,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063679/motor-vehicles-motor-cycles/2004-nissan-x-trail-ti-luxury-t30-automatic-wagon,sold,709.0,,,,8.0,10 March 2026 20:00 AEDT,2026-03-12T14:45:35.649463,sold_with_final_price,2026-03-12T14:45:35.649463,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063680/motor-vehicles-motor-cycles/2010-honda-jazz-vti-ge-automatic-hatchback,sold,3900.0,,,,39.0,10 March 2026 20:00 AEDT,2026-03-12T14:46:01.132593,sold_with_final_price,2026-03-12T14:46:01.132593,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063681/motor-vehicles-motor-cycles/2017-ford-ranger-xlt-4x2-hi-rider-px-ii-turbo-diesel-automatic-ute,sold,13275.0,,,,184.0,10 March 2026 20:00 AEDT,2026-03-12T14:46:14.848836,sold_with_final_price,2026-03-12T14:46:14.848836,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063692/motor-vehicles-motor-cycles/2014-holden-cruze-z-series-jh-automatic-sedan,sold,1809.0,,,,24.0,10 March 2026 20:05 AEDT,2026-03-12T14:46:26.826055,sold_with_final_price,2026-03-12T14:46:26.826055,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063693/motor-vehicles-motor-cycles/2010-volvo-xc90-3-2-r-design-automatic-7-seats-wagon,sold,2400.0,,,,46.0,10 March 2026 20:00 AEDT,2026-03-12T14:46:36.193629,sold_with_final_price,2026-03-12T14:46:36.193629,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063701/motor-vehicles-motor-cycles/2008-volkswagen-golf-gti-a5-automatic-hatchback,sold,2300.0,,,,25.0,10 March 2026 20:00 AEDT,2026-03-12T14:46:45.747749,sold_with_final_price,2026-03-12T14:46:45.747749,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063702/motor-vehicles-motor-cycles/1998-holden-combo-sb-manual-van,sold,509.0,,,,7.0,10 March 2026 20:00 AEDT,2026-03-12T14:46:53.594262,sold_with_final_price,2026-03-12T14:46:53.594262,0,,date_sold_and_bids,bids_20260312T143806Z
