run_id,dataset_id,scraped_at,source,ad_id,url,title,make,model,year,badge,series,model_year,variant,price,odometer,body_type,transmission,fuel_type,engine,seller_type,state,region,suburb,market_indicator,price_assessment
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:16.220Z,carsales_apify,SSE-AD-20752301,https://www.carsales.com.au/cars/details/2012-hyundai-i45-premium-auto-my11/SSE-AD-20752301/,2012 Hyundai i45 Premium Auto MY11,hyundai,i45,2012,premium,YF,MY11,Premium I45,14990,42000,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,qld,brisbane all,grange,,
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:18.014Z,carsales_apify,SSE-AD-19975281,https://www.carsales.com.au/cars/details/2011-hyundai-i45-elite-auto-my11/SSE-AD-19975281/,2011 Hyundai i45 Elite Auto MY11,hyundai,i45,2011,elite,YF,MY11,Elite I45,8499,117000,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,nsw,sydney metro,rouse hill,Around market price,Around market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:18.415Z,carsales_apify,SSE-AD-20599610,https://www.carsales.com.au/cars/details/2011-hyundai-i45-active-auto-my11/SSE-AD-20599610/,2011 Hyundai i45 Active Auto MY11,hyundai,i45,2011,active,YF,MY11,Active I45,6700,199475,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,wa,perth,kelmscott,Below market price,Below market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:18.827Z,carsales_apify,SSE-AD-20668681,https://www.carsales.com.au/cars/details/2012-hyundai-i45-active-auto-my11/SSE-AD-20668681/,2012 Hyundai i45 Active Auto MY11,hyundai,i45,2012,active,YF,MY11,Active I45,9700,94500,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,vic,melbourne,brighton,Around market price,Around market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:25.216Z,carsales_apify,SSE-AD-20288167,https://www.carsales.com.au/cars/details/2011-hyundai-i45-active-auto-my11/SSE-AD-20288167/,2011 Hyundai i45 Active Auto MY11,hyundai,i45,2011,active,YF,MY11,Active I45,12000,190000,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,act,canberra,ngunnawal,,
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:25.721Z,carsales_apify,SSE-AD-20742559,https://www.carsales.com.au/cars/details/2012-hyundai-i45-premium-auto-my11/SSE-AD-20742559/,2012 Hyundai i45 Premium Auto MY11,hyundai,i45,2012,premium,YF,MY11,Premium I45,8700,116000,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,nsw,sydney metro,rose bay,Around market price,Around market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:28.515Z,carsales_apify,SSE-AD-20607736,https://www.carsales.com.au/cars/details/2011-hyundai-i45-elite-auto-my11/SSE-AD-20607736/,2011 Hyundai i45 Elite Auto MY11,hyundai,i45,2011,elite,YF,MY11,Elite I45,5000,351000,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,vic,gippsland,morwell,Around market price,Around market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:29.921Z,carsales_apify,SSE-AD-19986853,https://www.carsales.com.au/cars/details/2011-hyundai-i45-active-manual-my11/SSE-AD-19986853/,2011 Hyundai i45 Active Manual MY11,hyundai,i45,2011,active,YF,MY11,Active I45,4300,238437,sedan,manual,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,act,canberra,belconnen,Well below market price,Well below market price
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:31.921Z,carsales_apify,SSE-AD-17140468,https://www.carsales.com.au/cars/details/2011-hyundai-i45-premium-auto-my11/SSE-AD-17140468/,2011 Hyundai i45 Premium Auto MY11,hyundai,i45,2011,premium,YF,MY11,Premium I45,16500,62044,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,nsw,sydney metro,wentworthville,,
Nu8coMBuDLXOwOEUX,bNwRsbSNy8TQyAn9i,2026-08-13T22:02:33.715Z,carsales_apify,SSE-AD-16775511,https://www.carsales.com.au/cars/details/2012-hyundai-i45-active-auto-my11/SSE-AD-16775511/,2012 Hyundai i45 Active Auto MY11,hyundai,i45,2012,active,YF,MY11,Active I45,12500,134500,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.4L",private,wa,perth,victoria park,,
