year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric,ledger_source,strict_sold_ready,strict_exclusion_reason
2020.0,Mercedes,Benz A Class A180 V177 Automatic Sedan Wovr Inspected,A-Class A180 V177 Automatic Sedan (WOVR-INSPECTED),Sedan,Automatic,Petrol,88854,5,W1K1771842J208268,IZY009,?,4,1.3,Grey,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10347812/motor-vehicles-motor-cycles/2020-mercedes-benz-a-class-a180-v177-automatic-sedan-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Paint peeling Front bumper bar
Damaged Passenger side headlight loose
Other Warning light ON",54.0,17500.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2012.0,Hyosung,Gtr Motorcycle,Motorcycle,?,?,?,?,?,KM4MP62C9C1501553,?,?,?,650,?,?,Yes,No,?,No,No,?,https://www.grays.com/lot/0001-9058050/motor-vehicles-motor-cycles/2012-hyosung-gtr-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",33.0,460.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
1993.0,Kawasaki,Unknown Motorcycle,Motorcycle,?,?,?,?,?,MH4LXCF10PJP02864,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058060/motor-vehicles-motor-cycles/1993-kawasaki-unknown-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",26.0,1035.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2011.0,Ford,Focus Trend Lw Turbo Diesel Automatic Hatchback Wovr Inspected,Trend LW Turbo Diesel Automatic Hatchback (WOVR-INSPECTED),Hatchback,Automatic,Diesel,231266,5,WF0KXXGCBKBJ14802,1XE4SI,04-04-2025,4,2,Grey,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045675/motor-vehicles-motor-cycles/2011-ford-focus-trend-lw-turbo-diesel-automatic-hatchback-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Large Dent on Driver side rear
Large Scratch on Rear / front panel",33.0,2600.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2013.0,Honda,Crf Motorcycle,Motorcycle,?,?,?,?,?,JH2PE05U6DK200796,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058053/motor-vehicles-motor-cycles/2013-honda-crf-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",136.0,2230.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2006.0,Hyosung,Gt Motorcycle,Motorcycle,?,?,?,?,?,KM4MJ51B961104076,?,?,?,250,?,?,Yes,No,?,No,No,?,https://www.grays.com/lot/0001-9058047/motor-vehicles-motor-cycles/2006-hyosung-gt-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",12.0,109.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2016.0,Rhon,Lh Motorcycle,Motorcycle,?,?,?,?,?,L4YPCAN04FA000144,?,?,?,250,?,?,Yes,No,?,No,No,?,https://www.grays.com/lot/0001-9058065/motor-vehicles-motor-cycles/2016-rhon-lh-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",37.0,302.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
0.0,Surron,Unknown Motorcycle,Unknown Motorcycle,?,?,?,?,?,HU3YWC100N0019901,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058066/motor-vehicles-motor-cycles/000-surron-unknown-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",105.0,3038.0,,,,,,,,historical_sold,False,[BAD_YEAR]
2011.0,Audi,A1 1 4 Tfsi Sport 8X Automatic Hatchback Wovr Inspected,1.4 TFSI SPORT 8X Automatic Hatchback(WOVR-INSPECTED),Hatchback,Automatic,Petrol,115703,4,WAUZZZ8X9BB088814,1IOD818,04-06-2025,4,1.4,Silver,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9057998/motor-vehicles-motor-cycles/2011-audi-a1-1-4-tfsi-sport-8x-automatic-hatchback-wovr-inspected,Dents or marks on body consistent with age and kilometres.,100.0,6400.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2011.0,Honda,Crf Motorcycle,Motorcycle,?,?,?,?,?,JH2PE05U1BK900805,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058061/motor-vehicles-motor-cycles/2011-honda-crf-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",158.0,1830.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2017.0,Thumpstar,Model Motorcycle,Motorcycle,?,?,?,?,?,17KYB125YX009010,?,?,?,?,?,?,No,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058040/motor-vehicles-motor-cycles/2017-thumpstar-model-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",5.0,409.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2013.0,Honda,Crf Motorcycle,Motorcycle,?,?,?,?,?,JH2PE05UXDK200932,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058058/motor-vehicles-motor-cycles/2013-honda-crf-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",121.0,2350.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2021.0,Qwmoto,Qd5 Kids Motorcycle,Kids Motorcycle,?,?,Petrol,?,?,QWDB07B0801210047,?,?,?,4kw,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0003-8020096/motor-vehicles-motor-cycles/2021-qwmoto-qd5-085-kids-motorcycle,,9.0,89.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2005.0,Ford,Falcon Xr8 Ba Mkii Manual Ute Wovr Inspected,XR8 BA MKII Manual Ute (WOVR-Inspected),Ute,Manual,Petrol,0,2,6FPAAAJGCM5G87936,No plates,?,8,5.4,Red,Black,No,No,Yes,No,No,WA,https://www.grays.com/lot/0001-9058070/motor-vehicles-motor-cycles/2005-ford-falcon-xr8-ba-mkii-manual-ute-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Door Mirror Broken Passengers side
Dash Torn or Cracked
Front Seat worn Drivers seat
Paint fading Roof
Paint fading Boot, hood
Front bumper falling off Cracked bumper.
Medium Dent on Front passenger panel
Rear bumper Cracked bumper.
Front Seat worn Passenger seat broken buckle
No key, unknown running condition and kilometres",25.0,2055.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2010.0,Hyosung,Gt Motorcycle,Motorcycle,?,?,?,?,?,KM4MJ55B6A1500940,?,?,?,250R,?,?,Yes,No,?,No,No,?,https://www.grays.com/lot/0001-9058042/motor-vehicles-motor-cycles/2010-hyosung-gt-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",2.0,109.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2008.0,Suzuki,Unknown Motorcycle,Motorcycle,?,?,?,?,?,JS1RJ41C182100591,?,?,?,250,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058075/motor-vehicles-motor-cycles/2008-suzuki-unknown-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",142.0,1600.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2019.0,Jeep,Grand Cherokee Srt 8 Wk Auto 8 Speed Wagon Wovr Inspected,Cherokee SRT-8 WK Auto - 8 Speed Wagon (WOVR-INSPECTED),Wagon,Automatic - 8 Speed,Petrol,59050,5,1C4RJFHJ4KC657762,2AY6QO,28-02-2025,8,6.4,White,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045743/motor-vehicles-motor-cycles/2019-jeep-grand-cherokee-srt-8-wk-auto-8-speed-wagon-wovr-inspected,Dents or marks on body consistent with age and kilometres.,241.0,40200.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2010.0,Hyosung,Gt Motorcycle,Motorcycle,?,?,?,?,?,KM4MJ55B0A1501002,?,?,?,250,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058055/motor-vehicles-motor-cycles/2010-hyosung-gt-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",10.0,99.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2023.0,Crossfire,Cf Motorcycle,Motorcycle,?,?,?,?,?,LACFM125230916059,?,?,?,125,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058074/motor-vehicles-motor-cycles/2023-crossfire-cf-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",76.0,610.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
0.0,Stark,Unknown Motorcycle,Unknown Motorcycle,?,?,?,?,?,UDUMX1AEXRA003638,?,?,?,?,?,?,No,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058043/motor-vehicles-motor-cycles/000-stark-unknown-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",130.0,7080.0,,,,,,,,historical_sold,False,[BAD_YEAR]
0.0,Honda,Fourttrax Trx Solo Seater Quad Km Indicated,"TRX 300 Solo seater Quad, 46714 km indicated",?,"Auto, Fuel Type: Four Stroke Petrol, Electric Start,",?,?,Solo,?,?,?,1,?,?,?,Yes,No,No,,Yes,?,https://www.grays.com/lot/0001-21045803/motor-vehicles-motor-cycles/honda-fourttrax-trx-300-solo-seater-quad-46714-km-indicated,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",13.0,1109.0,,,,,,,,historical_sold,False,[BAD_YEAR]
2008.0,Harley,Davidson Other Motorcycle,Other Motorcycle,?,?,?,?,?,5HD1JA5179Y012144,?,?,?,?,?,?,Yes,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058049/motor-vehicles-motor-cycles/2008-harley-davidson-other-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",10.0,9500.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2015.0,Yamaha,Yzf R1 Motorcycle,R1 Motorcycle,?,?,?,?,?,JYARN3240FA000136,?,?,?,1000,?,?,Yes,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058056/motor-vehicles-motor-cycles/2015-yamaha-yzf-r1-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",508.0,7680.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2007.0,Honda,Cbr Motorcycle,Motorcycle,?,?,?,?,?,JH2SC57U67M300495,?,?,?,1000RR,?,?,Yes,No,?,No,No,?,https://www.grays.com/lot/0001-9058051/motor-vehicles-motor-cycles/2007-honda-cbr-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",63.0,1730.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
0.0,Surron,Ql10000Dy Motorcycle,QL10000DY Motorcycle,?,?,?,?,?,L6XRYX1A0N0500800,?,?,?,10KW,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058067/motor-vehicles-motor-cycles/000-surron-ql10000dy-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",509.0,4290.0,,,,,,,,historical_sold,False,[BAD_YEAR]
2023.0,Talaria,Sting Tl4000 Motorcycle,TL4000 Motorcycle,?,?,?,?,?,R73RZP4A5P0013122,?,?,?,60 Volt,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058057/motor-vehicles-motor-cycles/2023-talaria-sting-tl4000-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",146.0,3534.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
0.0,Daelim,Vjf Motorcycle,VJF Motorcycle,?,?,?,?,?,KMYBZ1BLSCC000882,?,?,?,250R,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058046/motor-vehicles-motor-cycles/000-daelim-vjf-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",9.0,70.0,,,,,,,,historical_sold,False,[BAD_YEAR]
0.0,Saab,9 3 Vector 2 0T Automatic Convertible,Vector 2.0T Automatic Convertible,Convertible,Automatic,Petrol,109328,4,YS3FF79S786003632,WYW511,23-04-2025,4,2,Black,Cream,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045669/motor-vehicles-motor-cycles/saab-9-3-vector-2-0t-automatic-convertible,"Dents or marks on body consistent with age and kilometres.
Large Dent on Rear passenger side panel",95.0,6199.0,,,,,,,,historical_sold,False,[BAD_YEAR]
2022.0,Kawasaki,Kx Motorcycle,Motorcycle,?,?,?,?,?,JKAKXGJC1NA026401,?,?,?,450,?,?,No,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058052/motor-vehicles-motor-cycles/2022-kawasaki-kx-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",206.0,4250.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
0.0,Suzuki,Unknown Motorcycle Wovr Repairable,Unknown Motorcycle (WOVR - Repairable),?,?,?,?,?,LC6DC111201100182,?,?,?,?,?,?,Yes,Yes,?,No,No,?,https://www.grays.com/lot/0001-9058044/motor-vehicles-motor-cycles/000-suzuki-unknown-motorcycle-wovr-repairable,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",10.0,99.0,,,,,,,,historical_sold,False,[BAD_YEAR]
2014.0,Kawasaki,Unknown Motorcycle,Motorcycle,?,?,?,?,?,JKAKXGFC7EA027531,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058068/motor-vehicles-motor-cycles/2014-kawasaki-unknown-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",195.0,2050.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2016.0,Kawasaki,Kx Motorcycle,Motorcycle,?,?,?,?,?,JKAKXGHC9GA002601,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058059/motor-vehicles-motor-cycles/2016-kawasaki-kx-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",244.0,2289.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2023.0,Thumpstar,Tsx Motorcycle,Motorcycle,?,?,?,?,?,LTSELHFC7PA000219,?,?,?,140,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058062/motor-vehicles-motor-cycles/2023-thumpstar-tsx-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",124.0,860.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2004.0,Honda,Cbr 1100Xx Black Bird Motorcycle Wovr Inspected,1100XX Black Bird Motorcycle(WOVR-INSPECTED),?,?,Petrol,?,?,JH2SC35U94M700523,?,?,?,"1137cc, 4 stroke, Liquid Cooled, 4-Valve, DOHC, Inline",?,?,Yes,No,?,No,Yes,?,https://www.grays.com/lot/0001-60047516/motor-vehicles-motor-cycles/2004-honda-cbr-1100xx-black-bird-motorcycle-wovr-inspected,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",186.0,1971.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2012.0,Subaru,Liberty 2 5I B5 Cvt Sedan,2.5i B5 CVT Sedan,Sedan,CVT,Petrol,Unknown (Unable to read Odometer),5,JF1BM9K92CG015584,1IHC330,08-01-2025,4,2.5,White,Black,No,No,No,Unknown,No,WA,https://www.grays.com/lot/0001-9058197/motor-vehicles-motor-cycles/2012-subaru-liberty-2-5i-b5-cvt-sedan,Dents or marks on body consistent with age and kilometres.,29.0,2900.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2010.0,Nissan,X Trail St T31 Cvt Wagon Wovr Inspected,ST T31 CVT Wagon (WOVR - Inspected),Wagon,CVT,Petrol,221035,5,JN1TANT31A0051818,?,?,4,2.5,Grey,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50514502/motor-vehicles-motor-cycles/2010-nissan-x-trail-st-t31-cvt-wagon-wovr-inspected,"Flat Battery. Jump start or towing required
Engine idling rough
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Suspension requires attention
Dents or marks on body consistent with age and kilometres.
Transmission Requires attention Strongly recommend inspection by qualified third party",3.0,500.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2009.0,Yamaha,Yz Motorcycle,Motorcycle,?,?,?,?,?,JYACG23089A056724,?,?,?,?,?,?,No,No,?,No,No,?,https://www.grays.com/lot/0001-9058096/motor-vehicles-motor-cycles/2009-yamaha-yz-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",22.0,3500.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
2022.0,Kawasaki,Klx Motorcycle,Motorcycle,?,?,?,?,?,MH4LXSD19NJP00704,?,?,?,110,?,?,No,No,?,No,Yes,?,https://www.grays.com/lot/0001-9058142/motor-vehicles-motor-cycles/2022-kawasaki-klx-motorcycle,"Bidders may find when they do perform a PPSR check (highly recommended) in many cases the vehicles do have a security interest registered against them, which will be lifted shortly after the relevant vehicle is sold and monies are cleared in the secured party’s/security holder’s account; and
Please allow up to 10 business days for the security interest registration to be removed.",47.0,1770.0,,,,,,,,historical_sold,False,[NO_DATE_SOLD]
