year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status,canonical_tag,canonical_reason
2015.0,hyundai,iload,tq van,van,3.0,2015-04,2015-05,KMFWBX7KMFU733699,,,Unregistered,,4.0,2.5,diesel,automatic,209649.0,km,White,Multi,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60049285/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Racks, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 7B",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2015.0,mini,cooper,f55,wagon,5.0,2015-04,2015-06,WMWXS520302B40194,,,Unregistered,,3.0,1.5,petrol,automatic,1698840.0,km,Cream,Multi,Yes,Yes,No,No,Yes,sa,https://www.grays.com/lot/0001-60049286/motor-vehicles-motor-cycles/2015-mini-cooper-f55-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 60",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2021.0,kia,sportage,s 2wd ql,wagon,5.0,2021-02,2021-03,KNAPM81AMM7936020,,,Unregistered,,4.0,2,petrol,automatic,746800.0,km,White,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60049289/motor-vehicles-motor-cycles/2021-kia-sportage-s-2wd-ql-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: FWH28",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2001.0,volkswagen,new,beetle 2.0 a4,hatchback,4.0,2001 - 01,2001 - 02,WVWZZZ9CZ1M626872,,,Unregistered,,4.0,2,petrol,automatic,205870.0,km,Navy Blue,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60049296/motor-vehicles-motor-cycles/2001-volkswagen-new-beetle-2-0-a4-automatic-hatchback,airbag light on engine noise observed.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 capability, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 17",,,,Airbag light ON Engine noise observed.,referred,,
2013.0,mazda,cx-5,grand touring ke,wagon,5.0,2013 - 12,2013 - 12,JM0KE102100233858,,,Unregistered,,4.0,2.2,diesel,automatic,284508.0,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60049299/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Navigation, Sunroof, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 3A",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2007.0,nissan,patrol,st-s 3.0 gu ii,wagon,5.0,2007-11,2008-01,JN1TESY61A0399760,,,Unregistered,,4.0,3,diesel,manual,243961.0,km,White,Multi,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60049303/motor-vehicles-motor-cycles/2007-nissan-patrol-st-s-3-0-gu-ii-turbo-diesel-manual-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth, Bull Bar with spotlights, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Racksl, Third Row Seat, Crash Test Star Rating 3, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 93",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2007.0,nissan,patrol,dx 3.0 gu,wagon,5.0,2007-06,2007-07,JN1TESY61A0397078,1IRP017,WA,08-11-2025,2.0,4.0,3,diesel,manual,283084.0,km,White,Grey,Yes,Yes,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9064110/motor-vehicles-motor-cycles/2007-nissan-patrol-dx-3-0-gu-turbo-diesel-manual-wagon,dents or marks on body consistent with age and kilometres. large scuff on drivers door damaged rear right hand tail lamp door mirror broken left mirror glass rhr barn door damage at bottom edge,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Power Steering, Crash Test Star Rating 3, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 48A",,,,Dents or marks on body consistent with age and kilometres. Large Scuff on Drivers door Damaged Rear Right Hand Tail Lamp Door Mirror Broken Left mirror glass RHR Barn Door damage at bottom edge,referred,,
2016.0,ford,everest,trend 4wd ua,wagon,7.0,2016-10,2016-11,MNAAXXMAWAGY93552,1ISZ365,WA,Unregistered,2.0,5.0,3.2,diesel,automatic,1090130.0,km,Red,Charcoal,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9064112/motor-vehicles-motor-cycles/2016-ford-everest-trend-4wd-ua-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres. windscreen chipped or cracked. rear cracked bumper. paint peeling various panels front seat stains both front seat worn drivers,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 25c",,,,Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked. Rear Cracked bumper. Paint peeling Various panels Front Seat Stains Both Front Seat worn Drivers,referred,,
2012.0,great,wall,x200 4x4,wagon,6.0,2012-07,2012-09,LGWFFEA58CB667155,1EBR277,WA,18-12-2025,2.0,4.0,2,diesel,automatic,831580.0,km,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064114/motor-vehicles-motor-cycles/2012-great-wall-x200-4x4-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres. front seat worn both windscreen chipped or cracked. rear cracked bumper. medium scuff on passenger side rear wheel carpet worn in places. seats removed,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 27c",,,,Dents or marks on body consistent with age and kilometres. Front Seat worn Both Windscreen Chipped or Cracked. Rear Cracked bumper. Medium Scuff on Passenger side rear wheel Carpet worn in places. Seats Removed,referred,,
2016.0,ford,kuga,trend awd tf ii,wagon,5.0,2016-01,2016-03,WF0AXXWPMAGB32149,1EZZ410,WA,26-04-2026,2.0,4.0,2,petrol,automatic,1241380.0,km,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064115/motor-vehicles-motor-cycles/2016-ford-kuga-trend-awd-tf-ii-automatic-wagon,dents or marks on body consistent with age and kilometres. front seat worn both back seat marks. medium scuff on front drivers quarter panel medium scratch on rear bumper windscreen chipped or cracked.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 28c",,,,Dents or marks on body consistent with age and kilometres. Front Seat worn Both Back Seat Marks. Medium Scuff on Front drivers quarter panel Medium Scratch on Rear bumper Windscreen Chipped or Cracked.,referred,,
2015.0,land,rover,discovery 3.0 tdv6 series 4 t d,wagon,7.0,2015-06,2015-07,SALLAAAN5FA777483,Unlicensed,QLD,Unregistered,0.0,6.0,3,diesel,automatic,203908.0,km,White,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064216/motor-vehicles-motor-cycles/2015-land-rover-discovery-3-0-tdv6-series-4-t-d-auto-wagon,dents or marks on body consistent with age and kilometres. medium scuff on drivers door windscreen chipped or cracked. front seat worn both seats engine noise observed.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail/Roof Rack, Satellite Navigation System, Third Row Seat, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 9F",,,,Dents or marks on body consistent with age and kilometres. Medium Scuff on Drivers door Windscreen Chipped or Cracked. Front Seat worn Both seats Engine noise observed.,referred,,
2016.0,ford,everest,trend 4wd ua,wagon,7.0,2016-11,1016-12,MNAAXXMAWAGS04150,1HWN907,WA,05-01-2026,2.0,5.0,3.2,diesel,automatic,1591750.0,km,White,Black,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064226/motor-vehicles-motor-cycles/2016-ford-everest-trend-4wd-ua-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres. back seat marks. front seat worn both seats windscreen chipped or cracked. door card worn.,"Air Conditioning, Auto Control, Bull Bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail/Roof Rack, Satellite Navigation System, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 27F",,,,Dents or marks on body consistent with age and kilometres. Back Seat Marks. Front Seat worn Both seats Windscreen Chipped or Cracked. Door card Worn.,referred,,
2015.0,holden,captiva,7 ls 2wd cg ii,wagon,7.0,2015-12,2016-02,KL3CA26U9GB508495,1GAE114,WA,18-10-2025,2.0,4.0,2.4,petrol,automatic,972790.0,km,White,Black,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9064230/motor-vehicles-motor-cycles/2015-holden-captiva-7-ls-2wd-cg-ii-automatic-7-seats-wagon,windscreen chipped or cracked. door card worn. dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rack, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 39F",,,,Windscreen Chipped or Cracked. Door card Worn. Dents or marks on body consistent with age and kilometres.,referred,,
2022.0,toyota,corolla,ascent sport hybrid zwe211r,hatchback,5.0,2022-05,2022-06,JTNK93BE003047063,1IMQ913,WA,03-11-2025,2.0,4.0,1.8,hybrid,cvt,746340.0,km,White,Black,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9064252/motor-vehicles-motor-cycles/2022-toyota-corolla-ascent-sport-hybrid-zwe211r-cvt-hatchback,windscreen chipped or cracked. dents or marks on body consistent with age and kilometres. front seat marks front seats,"Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 48F",,,,Windscreen Chipped or Cracked. Dents or marks on body consistent with age and kilometres. Front Seat Marks front seats,referred,,
2014.0,volkswagen,amarok,tdi420 highline 2h t d autodual cab,cab chassis,5.0,Unable to locate,2014-01,WV1ZZZ2HZEA010485,1HEI300,WA,17-11-2025,2.0,4.0,2,diesel,automatic,205592.0,km,Black,Black,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064268/motor-vehicles-motor-cycles/2014-volkswagen-amarok-tdi420-highline-2h-t-d-autodual-cab,dents or marks on body consistent with age and kilometres. front seat worn driver&amp;amp;amp;amp;#39;s seat medium scuff on various panels windscreen chipped or cracked. paint fading bonnet and roof,"Air Conditioning, Bull Bar, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 45F",,,,Dents or marks on body consistent with age and kilometres. Front Seat worn Driver&amp;amp;amp;amp;#39;s seat Medium Scuff on Various panels Windscreen Chipped or Cracked. Paint fading Bonnet and roof,referred,,
2012.0,nissan,murano,ti z51,wagon,5.0,2012-11,2013-06,JN1TANZ51A0018251,1EPS529,WA,Unregistered,2.0,6.0,3.5,petrol,cvt,1136070.0,km,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064269/motor-vehicles-motor-cycles/2012-nissan-murano-ti-z51-cvt-wagon,"dents or marks on body consistent with age and kilometres. paint fading bonnet, rear bonnet.","Air Conditioning, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 43F",,,,"Dents or marks on body consistent with age and kilometres. Paint fading Bonnet, Rear Bonnet.",referred,,
2013.0,mercedes,benz,c63 amg w204,sedan,5.0,2013-02,2013-03,WDD2040772A846189,1GLJ753,WA,29-11-2025,2.0,8.0,6.2,petrol,automatic,1329420.0,km,Black,Black Leather,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9064286/motor-vehicles-motor-cycles/2013-mercedes-benz-c63-amg-w204-automatic-sedan,dents or marks on body consistent with age and kilometres. transmission requires attention strongly recommend inspection by qualified third party,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Sunroof, not tested, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 43G",,,,Dents or marks on body consistent with age and kilometres. Transmission Requires attention Strongly recommend inspection by qualified third party,referred,,
2003.0,nissan,pulsar,st n16,hatchback,5.0,2003-10,2004-03,SJNFBAN16A0451362,1CXS486,WA,09-12-2025,2.0,4.0,1.8,petrol,automatic,211148.0,km,Grey,Grey,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064291/motor-vehicles-motor-cycles/2003-nissan-pulsar-st-n16-automatic-hatchback,"dents or marks on body consistent with age and kilometres. back seat worn. seat torn passenger seat and rear. front seat worn driver, passenger windscreen chipped or cracked. engine noise observed. carpet worn in places. medium scuff on passenger mirror, various side panels rear bumper driver side cracked bumper. airbag light on damaged headlight","Air Conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Crash Test Star Rating 3, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 22D",,,,"Dents or marks on body consistent with age and kilometres. Back Seat worn. Seat Torn Passenger Seat And Rear. Front Seat worn Driver, Passenger Windscreen Chipped or Cracked. Engine noise observed. Carpet worn in places. Medium Scuff on Passenger Mirror, Various Side Panels Rear Bumper Driver Side Cracked bumper. Airbag light ON Damaged headlight",referred,,
2014.0,toyota,landcruiser,gxl vdj200r,wagon,8.0,2014-12,2015-01,JTMHV09J204161846,1IKO641,WA,16-11-2025,2.0,8.0,4.5,diesel,automatic,307781.0,km,Dark Grey,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064375/motor-vehicles-motor-cycles/2014-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,dents or marks on body consistent with age and kilometres. medium scuff on various panels engine light on traction control light on other warning light on windscreen chipped or cracked. front seat marks both front seats medium dent on various panels,"Air Conditioning, Bluetooth Capability, Bull Bar, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Roof Rail/Roof Rack, Satellite Navigation System, Third Row Seat, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 36G",,,,Dents or marks on body consistent with age and kilometres. Medium Scuff on Various panels Engine light ON Traction control light ON Other Warning light ON Windscreen Chipped or Cracked. Front Seat Marks Both front seats Medium Dent on Various panels,referred,,
2006.0,ford,f250,xlt 4x2 super cab,ute,5.0,Unable to locate,2006-03,9BFJX20Z06B028877,1IPP820,WA,15-11-2025,0.0,8.0,5.4,petrol,automatic,1223940.0,km,Silver,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9064393/motor-vehicles-motor-cycles/2006-ford-f250-xlt-4x2-super-cab-automatic-ute,dents or marks on body consistent with age and kilometres. windscreen chipped or cracked. front seat worn drivers seat,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 43G",,,,Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked. Front Seat worn Drivers seat,referred,,
2008.0,holden,captiva,lx awd cg,wagon,7.0,08-2008,Unable to locate,KL3CD26RJ8H312657,No plates,VIC,Unregistered,0.0,4.0,2,diesel,automatic,0.0,km,Grey,Black,No,No,No,No,No,vic,https://www.grays.com/lot/0004-21057759/motor-vehicles-motor-cycles/2008-holden-captiva-lx-awd-cg-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres. paint peeling roof rear wind deflector,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 33 Titan Drive, Carrum Downs, VIC, 3201",,,,Dents or marks on body consistent with age and kilometres. Paint peeling Roof Rear wind deflector,referred,,
2015.0,holden,cruze,cd jh,sedan,5.0,04-2015,Unable to locate,6G1PD5EM3FL122429,No plates,VIC,Unregistered,0.0,4.0,1.8,petrol,manual,0.0,km,Grey,Grey,No,No,No,No,No,vic,https://www.grays.com/lot/0005-21057759/motor-vehicles-motor-cycles/2015-holden-cruze-cd-jh-manual-sedan,dents or marks on body consistent with age and kilometres. front seat worn drivers seat small tear,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 33 Titan Drive, Carrum Downs, VIC, 3201",,,,Dents or marks on body consistent with age and kilometres. Front Seat worn Drivers seat small tear,referred,,
2014.0,ford,territory,ts sz,wagon,7.0,2014-10,2014-10,6FPAAAJGATER71964,1CW5XA,,15/10/2025,2.0,6.0,2.7,diesel,automatic,1946960.0,km,Blue,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21057786/motor-vehicles-motor-cycles/2014-ford-territory-ts-sz-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 973 (3606190)",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2019.0,toyota,kluger,4x2 gx gsu50r,wagon,7.0,2019-09,2019-11,5TDZZ3FH60S354985,No plates,VIC,Unregistered,0.0,6.0,3.5,petrol,automatic,594890.0,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21057788/motor-vehicles-motor-cycles/2019-toyota-kluger-4x2-gx-gsu50r-automatic-8-speed-7-seats-wagon,dents or marks on body consistent with age and kilometres. medium scratch on small to medium in few spots medium scuff on in few spots medium dent on small to medium in few spots,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 40 (360196)",,,,Dents or marks on body consistent with age and kilometres. Medium Scratch on Small to medium in few spots Medium Scuff on In few spots Medium Dent on Small to medium in few spots,referred,,
2011.0,land,rover,discovery 3.0 sdv6 hse series 4,wagon,7.0,2011-09,2011-11,SALLAAAF3CA601047,YRC124,VIC,11-11-2025,2.0,6.0,3,diesel,automatic,247983.0,km,White,Black Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21057806/motor-vehicles-motor-cycles/2011-land-rover-discovery-3-0-sdv6-hse-series-4-turbo-diesel-auto-7-seats,other warning light on seat torn driver seat dents or marks on body consistent with age and kilometres. windscreen chipped or cracked.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Third Row Seat, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 423 (360720)",,,,Other Warning light ON Seat Torn Driver seat Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked.,referred,,
2015.0,holden,cruze,cd sportwagon jh,wagon,5.0,2015-12,2016-02,KL3JA35MJGK330087,No plates,NSW,Unregistered,0.0,4.0,1.8,petrol,automatic,1471790.0,km,White,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21057823/motor-vehicles-motor-cycles/2015-holden-cruze-cd-sportwagon-jh-automatic-wagon,engine light on engine noise observed. dents or marks on body consistent with age and kilometres. paint fading back spoiler front seat marks front windscreen chipped or cracked. medium scratch on front bumper,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1211 (360683)",,,,Engine light ON Engine noise observed. Dents or marks on body consistent with age and kilometres. Paint fading Back spoiler Front Seat Marks front Windscreen Chipped or Cracked. Medium Scratch on front bumper,referred,,
2008.0,toyota,aurion,presara gsv40r,sedan,5.0,2008-05,2008-05,6T153KK400X308775,No plates,VIC,Unregistered,0.0,6.0,3.5,petrol,automatic,1904880.0,km,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21057824/motor-vehicles-motor-cycles/2008-toyota-aurion-presara-gsv40r-automatic-sedan,seat torn drivers medium dent on various panels around vehicle medium scuff on various panels around vehicle windscreen chipped or cracked.,"Air Conditioning, Central Locking, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 283 (360826)",,,,Seat Torn Drivers Medium Dent on Various panels around vehicle Medium Scuff on Various panels around vehicle Windscreen Chipped or Cracked.,referred,,
2016.0,volkswagen,passat,132tsi b8,sedan,5.0,2016-01,2016-06,WVWZZZ3CZGE149611,1FY2OQ,VIC,07-10-2025,2.0,4.0,1.8,petrol,automatic,401791.0,km,Grey,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21057827/motor-vehicles-motor-cycles/2016-volkswagen-passat-132tsi-b8-automatic-sedan,dents or marks on body consistent with age and kilometres. engine smoke visible windscreen chipped or cracked.,"Air Conditioning, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 775 (360659)",,,,Dents or marks on body consistent with age and kilometres. Engine Smoke visible Windscreen Chipped or Cracked.,referred,,
2013.0,bmw,1,series 118i f20,hatchback,5.0,2013-08,2013-12,WBA1A32060VY67337,DIG720,VIC,Unregistered,2.0,4.0,1.6,petrol,automatic,1861550.0,km,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21057868/motor-vehicles-motor-cycles/2013-bmw-1-series-118i-f20-automatic-8-speed-hatchback,dents or marks on body consistent with age and kilometres. other warning light on,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1156 (360628)",,,,Dents or marks on body consistent with age and kilometres. Other Warning light ON,referred,,
2016.0,hyundai,i40,active vf,sedan,5.0,2016-04,2016-06,KMHLB41UVGU090860,2DK8YO,VIC,19-12-2025,2.0,4.0,1.7,diesel,automatic,1208320.0,km,Silver,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21057869/motor-vehicles-motor-cycles/2016-hyundai-i40-active-vf-turbo-diesel-automatic-sedan-rwc-issued-18-9-25,dents or marks on body consistent with age and kilometres. paint cracked rear bumper front seat stains both front seats,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 534 (359580)",,,,Dents or marks on body consistent with age and kilometres. Paint cracked Rear bumper Front Seat Stains Both front seats,referred,,
2021.0,hyundai,tucson,fwd nx4,wagon,5.0,2021-03,2021-04,KMHJB81DMNU027648,2BL8LL,VIC,12-12-2025,2.0,4.0,2,petrol,automatic,957230.0,km,Grey,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21057878/motor-vehicles-motor-cycles/2021-hyundai-tucson-fwd-nx4-automatic-wagon,back seat stains. front seat stains drivers dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1052",,,,Back Seat Stains. Front Seat Stains Drivers Dents or marks on body consistent with age and kilometres.,referred,,
