year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status,canonical_tag,canonical_reason
2010.0,nissan,navara,st-r (4x4) d22 dual cab,cab chassis,5.0,2010-01,2010-02,MNTCPUD22A0004373,,,Unregistered,0.0,4.0,2.4,diesel,manual,1739340.0,km,White,Grey,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50515810/motor-vehicles-motor-cycles/2010-nissan-navara-st-r-4x4-d22-turbo-diesel-manual-dual-cab,door card worn. dents or marks on body consistent with age and kilometres. seat torn back seats,"Air Conditioning, Bluetooth Capability, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-265 GV348921",,,,Door card Worn. Dents or marks on body consistent with age and kilometres. Seat Torn Back seats,referred,,
2011.0,hyundai,iload,tq van,van,3.0,2011-11,2012-01,KMFWBX7RLCU429039,,,Unregistered,0.0,4.0,2.4,petrol,manual,910340.0,km,White,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515811/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-manual-van,rear view mirror broken dents or marks on body consistent with age and kilometres. large scratch on tailgate large dent on lh rear door and lh rear guard medium dent on multiple on lh rear door,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-280 GV349013",,,,Rear View Mirror Broken Dents or marks on body consistent with age and kilometres. Large Scratch on Tailgate Large Dent on LH rear door and LH rear guard Medium Dent on Multiple on LH rear door,referred,,
2006.0,volkswagen,caddy,1.9 tdi van,van,2.0,2006-06,2006-08,WV1ZZZ2KZ7X010413,,,Unregistered,0.0,4.0,1.9,diesel,automatic,0.0,km,White,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515813/motor-vehicles-motor-cycles/2006-volkswagen-caddy-1-9-tdi-turbo-diesel-automatic-van,front seat stains both odometer not working. front seat worn drivers dents or marks on body consistent with age and kilometres. engine light on engine noise observed. windscreen chipped or cracked.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-11 GV349069",,,,Front Seat Stains Both Odometer Not Working. Front Seat worn Drivers Dents or marks on body consistent with age and kilometres. Engine light ON Engine noise observed. Windscreen Chipped or Cracked.,referred,,
2013.0,holden,cruze,sri jh,sedan,5.0,2013-08,2013-08,6G1PE5EN7EL929590,,,Unregistered,0.0,4.0,1.6,petrol,automatic,1095030.0,km,Red,Black Leather,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50515817/motor-vehicles-motor-cycles/2013-holden-cruze-sri-jh-automatic-sedan,engine noise observed. hail damage visible. dents or marks on body consistent with age and kilometres. paint fading multiple panels windscreen chipped or cracked.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-217 GV350508",,,,Engine noise observed. Hail damage visible. Dents or marks on body consistent with age and kilometres. Paint fading Multiple panels Windscreen Chipped or Cracked.,referred,,
2012.0,mitsubishi,lancer,es sportback cj,hatchback,5.0,2012-01,2012-02,JMFLTCX4ACU001526,,,Unregistered,0.0,4.0,2,petrol,cvt,218788.0,km,Bronze,Black Leather,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515818/motor-vehicles-motor-cycles/2012-mitsubishi-lancer-es-sportback-cj-cvt-hatchback,seat torn rh and lh front paint fading multiple panels dents or marks on body consistent with age and kilometres. medium scratch on lh front gurad paint peeling multiple panels,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-218 GV350511",,,,Seat Torn RH and LH front Paint fading Multiple panels Dents or marks on body consistent with age and kilometres. Medium Scratch on LH front gurad Paint peeling Multiple panels,referred,,
2009.0,mercedes,benz,e-class e350 avantgarde w212,sedan,5.0,2009-05,2009-07,WDD2120562A028131,,,Unregistered,0.0,6.0,3.5,petrol,automatic,1412640.0,km,Blue,Beige Leather,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515819/motor-vehicles-motor-cycles/2009-mercedes-benz-e-class-e350-avantgarde-w212-automatic-sedan,dents or marks on body consistent with age and kilometres. rear bumper cracked bumper. medium scuff on lhf door large scuff on multiple on front and rear bumper front seat worn rhf,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-17 GV349098",,,,Dents or marks on body consistent with age and kilometres. Rear bumper Cracked bumper. Medium Scuff on LHF door Large Scuff on Multiple on front and rear bumper Front Seat worn RHF,referred,,
2017.0,ford,escape,trend fwd zg,wagon,5.0,2017-06,2017-08,WF0AXXWPMAHR87309,,,Unregistered,0.0,4.0,1.5,petrol,automatic,1806450.0,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515820/motor-vehicles-motor-cycles/2017-ford-escape-trend-fwd-zg-automatic-wagon,"engine overheating, tow advisable. dents or marks on body consistent with age and kilometres. engine noise observed. other warning light on medium scuff on lh front bumper","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-23 GV349114",,,,"Engine overheating, tow advisable. Dents or marks on body consistent with age and kilometres. Engine noise observed. Other Warning light ON Medium Scuff on Lh front bumper",referred,,
2018.0,mercedes,benz,a-class a200d w176,hatchback,5.0,2018-01,2018-04,WDD1760082J750420,,,Unregistered,2.0,4.0,2.1,diesel,automatic,1668280.0,km,Silver,Black Leather,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50515821/motor-vehicles-motor-cycles/2018-mercedes-benz-a-class-a200d-w176-turbo-diesel-automatic-hatchback,flat battery. jump start or towing required large scratch on lh front door medium scratch on rh rear guard and lh rear guard dents or marks on body consistent with age and kilometres. airbag light on,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-50 GV349247",,,,Flat Battery. Jump start or towing required Large Scratch on LH front door Medium Scratch on RH rear guard and LH rear guard Dents or marks on body consistent with age and kilometres. Airbag light ON,referred,,
2016.0,land,rover,range rover evoque td4 180 hse dynamic t 9,convertible,4.0,2016-11,2017-01,SALVA5ANXHH202621,,,Unregistered,2.0,4.0,2,diesel,automatic,1391080.0,km,Blue,Beige Leather,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50515822/motor-vehicles-motor-cycles/2016-land-rover-range-rover-evoque-td4-180-hse-dynamic-t-diesel-9-auto,large scratch on rh rear guard dents or marks on body consistent with age and kilometres. medium scratch on rh door and front guard medium dent on front bumper,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist Systems, Power Steering, Reversing Camera, Satellite Navigation System, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-46 GV349263",,,,Large Scratch on RH rear guard Dents or marks on body consistent with age and kilometres. Medium Scratch on RH door and front guard Medium Dent on Front bumper,referred,,
2012.0,subaru,outback,2.5i premium b5a,wagon,5.0,2012-04,2012-05,JF2BR9K95CG036825,,,Unregistered,2.0,4.0,2.5,petrol,cvt,213297.0,km,Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515825/motor-vehicles-motor-cycles/2012-subaru-outback-2-5i-premium-b5a-cvt-wagon,paint fading boot dents or marks on body consistent with age and kilometres. medium scuff on 2x rear bumper medium scratch on rh side rails seat torn both front seats,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-140 GV349855",,,,Paint fading Boot Dents or marks on body consistent with age and kilometres. Medium Scuff on 2x Rear bumper Medium Scratch on RH side rails Seat Torn both front seats,referred,,
2013.0,mazda,bt-50,4x4 xtr,ute,4.0,2013-10,2013-11,MM0UP0YF100192480,,,Unregistered,0.0,5.0,3.2,diesel,automatic,1863270.0,km,Black,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515827/motor-vehicles-motor-cycles/2013-mazda-bt-50-4x4-xtr-turbo-diesel-automatic-ute,dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Racks, Satellite navigation system, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-110 GV349910",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2013.0,suzuki,grand,vitara sport 4wd jt,wagon,5.0,2013-04,2013-05,JSAJTDA4V00276501,,,Unregistered,0.0,4.0,2.4,petrol,manual,298496.0,km,Silver,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50515832/motor-vehicles-motor-cycles/2013-suzuki-grand-vitara-sport-4wd-jt-manual-wagon,"dents or marks on body consistent with age and kilometres. medium scuff on rear bumper, lh rear guard and lh rear door","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-219 GV350543",,,,"Dents or marks on body consistent with age and kilometres. Medium Scuff on Rear bumper, LH rear guard and LH rear door",referred,,
2001.0,mercedes,benz,sprinter camper 208cdi eswb van,van,2.0,2001-12,2003-03,WDF9026622A905506,,,Unregistered,0.0,4.0,2.1,diesel,manual,280811.0,km,White,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712101/motor-vehicles-motor-cycles/2001-mercedes-benz-sprinter-camper-208cdi-eswb-turbo-diesel-manual-van,radio missing dents or marks on body consistent with age and kilometres. paint fading multiple panels,"Air Conditioning, Nudge Bar, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-27 GV349193",,,,Radio Missing Dents or marks on body consistent with age and kilometres. Paint fading Multiple panels,referred,,
2010.0,citroen,c5,2.0 hdi comfort,sedan,5.0,2010-10,2011-07,VF7RDRHHAAL567820,,,Unregistered,0.0,4.0,2,diesel,automatic,342210.0,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712117/motor-vehicles-motor-cycles/2010-citroen-c5-2-0-hdi-comfort-turbo-diesel-automatic-sedan,"other warning light on front seat worn both seat torn rh front dents or marks on body consistent with age and kilometres. paint peeling rh rear guard medium dent on lh rear door medium scuff on rear bumper driveline requires attention, recommend inspection by qualified third party windscreen chipped or cracked.","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-195 GV350297",,,,"Other Warning light ON Front Seat worn Both Seat Torn RH front Dents or marks on body consistent with age and kilometres. Paint peeling RH rear guard Medium Dent on LH rear door Medium Scuff on Rear bumper Driveline requires attention, recommend inspection by qualified third party Windscreen Chipped or Cracked.",referred,,
1975.0,toyota,land,cruiser,ute,3.0,Unable to locate,1975-11,FJ45106886,,,Unregistered,2.0,6.0,4.2,petrol,manual,0.0,km,White,Black Leather,No,No,No,No,No,qld,https://www.grays.com/lot/0001-50712120/motor-vehicles-motor-cycles/1975-toyota-land-cruiser-manual-ute,odometer damaged. door card damaged. paint cracked multiple panels paint fading multiple panels carpet worn in places. door mirror broken driver side mirror,"Bull Bar, Leather Trim, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-1",,,,Odometer Damaged. Door card Damaged. Paint cracked Multiple panels Paint fading Multiple panels Carpet worn in places. Door Mirror Broken Driver side mirror,referred,,
2003.0,mazda,6,classic gg,sedan,5.0,2003-01,2003-02,JM0GG103100114418,,,Unregistered,0.0,4.0,2.3,petrol,automatic,244400.0,km,Silver,Black,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50712121/motor-vehicles-motor-cycles/2003-mazda-6-classic-gg-automatic-sedan,flat battery. jump start or towing required dents or marks on body consistent with age and kilometres. engine noise observed. transmission requires attention strongly recommend inspection by qualified third party paint peeling rear bumper body/panel damage rear bumper and passenger side medium scuff on front bumper medium dent on bonnet paint peeling front bumper,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-943 GV341450",,,,Flat Battery. Jump start or towing required Dents or marks on body consistent with age and kilometres. Engine noise observed. Transmission Requires attention Strongly recommend inspection by qualified third party Paint peeling Rear bumper Body/panel damage Rear bumper and passenger side Medium Scuff on Front bumper Medium Dent on Bonnet Paint peeling Front bumper,referred,,
2008.0,mazda,bt-50,dx b3000,dual cab,5.0,2008-01,2008-02,MM0UNY0E300680791,,,Unregistered,2.0,4.0,3,diesel,manual,229113.0,km,White,Black,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50712124/motor-vehicles-motor-cycles/2008-mazda-bt-50-dx-b3000-turbo-diesel-manual-dual-cab,engine idling rough dents or marks on body consistent with age and kilometres. door card worn. front seat worn driver flat battery. jump start or towing required reverse camera not working radio not working engine smoke visible paint fading over vehicle,"Air Conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, MP3 Capability, Power Steering, Crash Test Star Rating 3, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-922",,,,Engine idling rough Dents or marks on body consistent with age and kilometres. Door card Worn. Front Seat worn Driver Flat Battery. Jump start or towing required Reverse Camera Not Working Radio Not Working Engine Smoke visible Paint fading Over vehicle,referred,,
2011.0,subaru,forester,2.0d s3,wagon,5.0,2011-04,2011-06,JF2SHHKZ3BG069263,,,Unregistered,2.0,4.0,2,diesel,manual,262760.0,km,White,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712126/motor-vehicles-motor-cycles/2011-subaru-forester-2-0d-s3-turbo-diesel-manual-wagon,"flat battery. jump start or towing required engine oil leak driveline requires attention, recommend inspection by qualified third party large scratch on passenger side dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-940 GV341439",,,,"Flat Battery. Jump start or towing required Engine Oil Leak Driveline requires attention, recommend inspection by qualified third party Large Scratch on Passenger side Dents or marks on body consistent with age and kilometres.",referred,,
2013.0,hyundai,veloster,sr turbo fs,coupe,4.0,2013-09,2013-10,KMHTC61EMDU176457,,,Unregistered,2.0,4.0,1.6,petrol,automatic,1452640.0,km,Red,Black Leather,Yes,No,No,No,No,qld,https://www.grays.com/lot/0001-50712127/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-automatic-coupe,door card worn. front seat worn both seats seat torn driver seat hood lining sagging engine and eps warning lights on dents or marks on body consistent with age and kilometres. paint fading multiple panels paint peeling side mirrors large dent on rh rear guard,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-548 GV345694",,,,Door card Worn. Front Seat worn Both seats Seat Torn Driver seat Hood Lining Sagging Engine and EPS warning lights on Dents or marks on body consistent with age and kilometres. Paint fading Multiple panels Paint peeling Side mirrors Large Dent on Rh rear guard,referred,,
2010.0,hyundai,imax,tq,people mover,8.0,2010-03,2010-04,KMHWH81JLAU242592,,,Unregistered,0.0,4.0,2.5,diesel,manual,1682790.0,km,Grey,Grey,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712130/motor-vehicles-motor-cycles/2010-hyundai-imax-tq-turbo-diesel-manual-8-seats-people-mover,door card worn. seat torn rh front back seat stains. large scratch on rh rear door rear cracked bumper. large scuff on lh rear guard large dent on lh rear guard dents or marks on body consistent with age and kilometres. medium scuff on lh front guard and rh front guard,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-213 GV350500",,,,Door card Worn. Seat Torn RH front Back Seat Stains. Large Scratch on RH rear door Rear Cracked bumper. Large Scuff on LH rear guard Large Dent on LH rear guard Dents or marks on body consistent with age and kilometres. Medium Scuff on LH front guard and RH front guard,referred,,
2012.0,mitsubishi,triton,gl-r (4x4) mn dual cab,cab chassis,5.0,2012 - 11,2013 - 02,MMAJRKB40DD000851,,,Unregistered,,4.0,2.5,diesel,automatic,1440870.0,km,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048088/motor-vehicles-motor-cycles/2012-mitsubishi-triton-gl-r-4x4-mn-turbo-diesel-automatic-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Canopy, Navigation (Android Auto), Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 94",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2012.0,holden,colorado,4x2 lx rg,cab chassis,2.0,2012 - 06,2012 - 07,MMU143CH0DH615590,,,Unregistered,,4.0,2.8,diesel,automatic,1481180.0,km,Grey,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048097/motor-vehicles-motor-cycles/2012-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park distance control rear, Power Steering, Reverse camera, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 61",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2016.0,mercedes,benz,vito 114 blutec lwb van,ute,2.0,2016,2016 - 06,WDF44760523177221,,,Unregistered,,4.0,2.1,diesel,automatic,282266.0,km,White,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048103/motor-vehicles-motor-cycles/2016-mercedes-benz-vito-114-blutec-lwb-turbo-diesel-automatic-van,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Spotlights, MP3 Capability, Nudge Bar, Power Steering, Reverse camera, Roof Racks, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 50",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2002.0,nissan,patrol,st (4x4) gu ii,wagon,7.0,2002,2002 - 05,JN1TESY61A0333661,,,Unregistered,,4.0,3,diesel,automatic,403069.0,km,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048104/motor-vehicles-motor-cycles/2002-nissan-patrol-st-4x4-gu-ii-turbo-diesel-automatic-7-seats-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 49",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2012.0,volvo,xc90,d5 r-design,wagon,7.0,2012 - 05,2012 - 07,YV1CT3056C1648085,,,Unregistered,,5.0,2.4,diesel,automatic,252072.0,km,Black,Black Leather,Yes,Yes,Yes,No,Yes,sa,https://www.grays.com/lot/0001-60048105/motor-vehicles-motor-cycles/2012-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,other warning light on,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 20",,,,Other Warning light ON,referred,,
2013.0,mazda,cx-9,luxury,wagon,7.0,2013 - 04,2013 - 04,JM0TB10A5D0406733,,,Unregistered,,6.0,3.7,petrol,automatic,1365780.0,km,Black,Black Leather,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60048107/motor-vehicles-motor-cycles/2013-mazda-cx-9-luxury-automatic-7-seats-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Navigation, Sunroof, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 22",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2015.0,nissan,navara,4x4 st np300 dual cab,cab chassis,5.0,2015 - 08,2015 - 12,MNTCB4D23A0011542,,,Unregistered,,4.0,2.3,diesel,automatic,1961020.0,km,Other,Black,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048108/motor-vehicles-motor-cycles/2015-nissan-navara-4x4-st-np300-turbo-diesel-automatic-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar (Iron Man), CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Safari Snorkel, MP3 Capability, Spotlights, Canopy, Power Steering, Reversing Camera, Roof Racks, Canopy, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH49",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2002.0,toyota,camry,ateva acv36r,sedan,5.0,2002 - 09,2002 - 09,6T153BK360X002893,,,Unregistered,,4.0,2.4,petrol,automatic,242803.0,km,White,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048120/motor-vehicles-motor-cycles/2002-toyota-camry-ateva-acv36r-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 28",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2016.0,mitsubishi,pajero,sport gls qe,wagon,5.0,2016 - 04,2016 - 04,MMAGUKS10GH003115,,,Unregistered,,4.0,2.4,diesel,automatic,205079.0,km,Red,Black Leather,Yes,Yes,Yes,No,Yes,sa,https://www.grays.com/lot/0001-60048122/motor-vehicles-motor-cycles/2016-mitsubishi-pajero-sport-gls-qe-turbo-diesel-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Spotlights, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, GPS, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 60",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2016.0,nissan,x-trail,st-l fwd t32,wagon,5.0,2016 - 09,2017 - 01,JN1TBAT32A0012781,,,Unregistered,,4.0,2.5,petrol,cvt,208536.0,km,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048126/motor-vehicles-motor-cycles/2016-nissan-x-trail-st-l-fwd-t32-cvt-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 2A",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2016.0,ford,everest,titanium ua,wagon,7.0,2016 - 01,2016 - 02,MNAAXXMAWAGB59468,,,Unregistered,,5.0,3.2,diesel,automatic,237871.0,km,White,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048128/motor-vehicles-motor-cycles/2016-ford-everest-titanium-ua-turbo-diesel-automatic-7-seats-wagon,engine noise observed.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Navigation, Panoramic Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 31",,,,Engine noise observed.,referred,,
