run_id,dataset_id,scraped_at,source,ad_id,url,title,make,model,year,badge,series,model_year,variant,price,odometer,body_type,transmission,fuel_type,engine,seller_type,state,region,suburb,market_indicator,price_assessment
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-19894341,https://www.carsales.com.au/cars/details/2007-bmw-x5-si-e70-auto-4x4/SSE-AD-19894341/,2007 BMW X5 si E70 Auto 4x4,BMW,X5,2007,,,,si E70 Auto 4x4,4500,173764,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-6924843,https://www.carsales.com.au/cars/details/2002-bmw-x5-e53-auto-4x4/SSE-AD-6924843/,2002 BMW X5 E53 Auto 4x4,BMW,X5,2002,,,,E53 Auto 4x4,2300,295000,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,ACT,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-16205063,https://www.carsales.com.au/cars/details/2002-bmw-x5-e53-auto-4x4/SSE-AD-16205063/,2002 BMW X5 E53 Auto 4x4,BMW,X5,2002,,,,E53 Auto 4x4,800,298000,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,ACT,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-20184953,https://www.carsales.com.au/cars/details/2005-bmw-x5-d-e53-auto-4x4-my05/SSE-AD-20184953/,2005 BMW X5 d E53 Auto 4x4 MY05,BMW,X5,2005,,,,d E53 Auto 4x4 MY05,4500,370000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,VIC,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-20510521,https://www.carsales.com.au/cars/details/2009-bmw-x5-xdrive30i-e70-auto-4x4-my09/SSE-AD-20510521/,,BMW,X5,2009,,,,,9500,220989,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-20648481,https://www.carsales.com.au/cars/details/2010-bmw-x5-xdrive30d-e70-auto-4x4-my11/SSE-AD-20648481/,,BMW,X5,2010,,,,,9999,173000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-20761893,https://www.carsales.com.au/cars/details/2011-bmw-x5-xdrive35i-e70-auto-4x4-my11-5/SSE-AD-20761893/,,BMW,X5,2011,,,,,6500,223196,SUV,Automatic,Petrol,6cyl 3.0L T Petrol,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-20706763,https://www.carsales.com.au/cars/details/2005-bmw-x5-e53-auto-4x4-my05/SSE-AD-20706763/,,BMW,X5,2005,,,,,8700,209000,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,SA,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-19905409,https://www.carsales.com.au/cars/details/2011-bmw-x5-xdrive40d-sport-e70-auto-4x4-my11/SSE-AD-19905409/,,BMW,X5,2011,,,,,10000,250000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:37.481Z,carsales_apify,SSE-AD-17502379,https://www.carsales.com.au/cars/details/2008-bmw-x5-sd-e70-auto-4x4/SSE-AD-17502379/,,BMW,X5,2008,,,,,10000,177955,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20275311,https://www.carsales.com.au/cars/details/2007-bmw-x5-e70-auto-4x4/SSE-AD-20275311/,2007 BMW X5 E70 Auto 4x4,BMW,X5,2007,,,,E70 Auto 4x4,6250,256000,SUV,Automatic,Petrol,8cyl 4.8L Petrol,Private,VIC,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-19471146,https://www.carsales.com.au/cars/details/2009-bmw-x5-xdrive30d-e70-auto-4x4-my10/SSE-AD-19471146/,2009 BMW X5 xDrive30d E70 Auto 4x4 MY10,BMW,X5,2009,,,,xDrive30d E70 Auto 4x4 MY10,7000,185000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20632096,https://www.carsales.com.au/cars/details/2007-bmw-x5-e70-auto-4x4/SSE-AD-20632096/,2007 BMW X5 E70 Auto 4x4,BMW,X5,2007,,,,E70 Auto 4x4,6600,205234,SUV,Automatic,Petrol,8cyl 4.8L Petrol,Private,VIC,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20700886,https://www.carsales.com.au/cars/details/2007-bmw-x5-d-executive-e70-auto-4x4/SSE-AD-20700886/,2007 BMW X5 d Executive E70 Auto 4x4,BMW,X5,2007,,,,d Executive E70 Auto 4x4,6000,300241,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20661576,https://www.carsales.com.au/cars/details/2008-bmw-x5-d-e70-auto-4x4/SSE-AD-20661576/,2008 BMW X5 d E70 Auto 4x4,BMW,X5,2008,,,,d E70 Auto 4x4,6500,263044,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,VIC,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20576506,https://www.carsales.com.au/cars/details/2009-bmw-x5-xdrive35d-e70-auto-4x4-my10/SSE-AD-20576506/,2009 BMW X5 xDrive35d E70 Auto 4x4 MY10,BMW,X5,2009,,,,xDrive35d E70 Auto 4x4 MY10,6000,237000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,VIC,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-20738614,https://www.carsales.com.au/cars/details/2003-bmw-x5-d-e53-auto-4x4/SSE-AD-20738614/,2003 BMW X5 d E53 Auto 4x4,BMW,X5,2003,,,,d E53 Auto 4x4,6800,95000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-17645973,https://www.carsales.com.au/cars/details/2008-bmw-x5-xdrive30d-e70-auto-4x4-my09/SSE-AD-17645973/,2008 BMW X5 xDrive30d E70 Auto 4x4 MY09,BMW,X5,2008,,,,xDrive30d E70 Auto 4x4 MY09,7000,256801,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:40.742Z,carsales_apify,SSE-AD-19572630,https://www.carsales.com.au/cars/details/2004-bmw-x5-e53-auto-4x4-my04/SSE-AD-19572630/,2004 BMW X5 E53 Auto 4x4 MY04,BMW,X5,2004,,,,E53 Auto 4x4 MY04,6850,365000,SUV,Automatic,Petrol,6cyl 3.0L Petrol,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:48.779Z,carsales_apify,SSE-AD-19500025,https://www.carsales.com.au/cars/details/2006-bmw-x5-d-e53-auto-4x4-my06/SSE-AD-19500025/,2006 BMW X5 d E53 Auto 4x4 MY06,BMW,X5,2006,,,,d E53 Auto 4x4 MY06,9800,340000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,WA,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:48.779Z,carsales_apify,SSE-AD-20634834,https://www.carsales.com.au/cars/details/2010-bmw-x5-xdrive30d-e70-auto-4x4-my10/SSE-AD-20634834/,2010 BMW X5 xDrive30d E70 Auto 4x4 MY10,BMW,X5,2010,,,,xDrive30d E70 Auto 4x4 MY10,9500,221600,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,QLD,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:48.779Z,carsales_apify,SSE-AD-20684691,https://www.carsales.com.au/cars/details/2010-bmw-x5-xdrive35d-e70-auto-4x4-my10/SSE-AD-20684691/,2010 BMW X5 xDrive35d E70 Auto 4x4 MY10,BMW,X5,2010,,,,xDrive35d E70 Auto 4x4 MY10,9500,284000,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,WA,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:48.779Z,carsales_apify,SSE-AD-20621886,https://www.carsales.com.au/cars/details/2013-bmw-x5-xdrive30d-e70-auto-4x4-my13/SSE-AD-20621886/,2013 BMW X5 xDrive30d E70 Auto 4x4 MY13,BMW,X5,2013,,,,xDrive30d E70 Auto 4x4 MY13,9500,161725,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
7WqoauuNvqzoVM5jO,j2cCWRTMnh4e05c3g,2026-08-09T10:14:48.779Z,carsales_apify,SSE-AD-20459702,https://www.carsales.com.au/cars/details/2010-bmw-x5-xdrive30d-e70-auto-4x4-my11/SSE-AD-20459702/,2010 BMW X5 xDrive30d E70 Auto 4x4 MY11,BMW,X5,2010,,,,xDrive30d E70 Auto 4x4 MY11,9999,166016,SUV,Automatic,Diesel,6cyl 3.0L T Diesel,Private,NSW,,,,
