url,year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,general_condition,canonical_tag,canonical_reason,status,last_observed_price,price,bids,time_remaining_or_date_sold,date_sold
https://www.grays.com/lot/0001-21063724/motor-vehicles-motor-cycles/2008-subaru-forester-x-s3-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2109.0,,27.0,10 March 2026 20:15 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063725/motor-vehicles-motor-cycles/2007-peugeot-207-xt-1-6-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,1309.0,,16.0,10 March 2026 20:15 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063726/motor-vehicles-motor-cycles/2009-holden-captiva-cx-awd-cg-automatic-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,1009.0,,13.0,10 March 2026 20:15 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063729/motor-vehicles-motor-cycles/2010-mazda-cx-9-luxury-automatic-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3309.0,,38.0,10 March 2026 20:05 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063741/motor-vehicles-motor-cycles/2012-ford-falcon-xr6-fg-ii-automatic-cab-chassis,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,4200.0,,42.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063747/motor-vehicles-motor-cycles/2010-volkswagen-eos-103-tdi-1f-turbo-diesel-automatic-convertible,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,1009.0,,17.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063769/motor-vehicles-motor-cycles/2016-hyundai-tucson-active-x-tl-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,11800.0,,114.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063776/motor-vehicles-motor-cycles/2007-mini-cooper-s-r56-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3609.0,,46.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063777/motor-vehicles-motor-cycles/2014-hyundai-i30-active-gd-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2909.0,,37.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063778/motor-vehicles-motor-cycles/2001-bmw-530i-executive-e39-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,7100.0,,96.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063779/motor-vehicles-motor-cycles/2003-mercedes-benz-e320-elegance-w211-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,509.0,,8.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063780/motor-vehicles-motor-cycles/2014-holden-cruze-sri-z-series-jh-manual-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,1609.0,,21.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063781/motor-vehicles-motor-cycles/2008-audi-a6-2-0-tfsi-c6-cvt-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,409.0,,8.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063782/motor-vehicles-motor-cycles/2015-mercedes-benz-c-class-c200-bluetec-w205-turbo-diesel-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,13600.0,,160.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063783/motor-vehicles-motor-cycles/2016-holden-astra-r-bk-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,5700.0,,65.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063784/motor-vehicles-motor-cycles/2018-toyota-kluger-4x2-gx-gsu50r-automatic-8-speed-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,19400.0,,206.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063785/motor-vehicles-motor-cycles/2010-mitsubishi-outlander-ls-zh-cvt-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3109.0,,32.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063786/motor-vehicles-motor-cycles/2011-mazda-6-touring-gh-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,4509.0,,73.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063788/motor-vehicles-motor-cycles/2020-ldv-g10-turbo-diesel-automatic-van,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,9700.0,,119.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063789/motor-vehicles-motor-cycles/2010-audi-a4-2-0-tfsi-quattro-b8-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2809.0,,39.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063790/motor-vehicles-motor-cycles/2010-holden-cruze-cdx-jg-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,909.0,,12.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063791/motor-vehicles-motor-cycles/2009-mini-cooper-r56-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2509.0,,46.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063792/motor-vehicles-motor-cycles/2011-volvo-xc90-3-2-r-design-automatic-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2700.0,,34.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063793/motor-vehicles-motor-cycles/2012-audi-q3-2-0-tfsi-quattro-8u-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,6800.0,,85.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063794/motor-vehicles-motor-cycles/2012-kia-sportage-platinum-sl-turbo-diesel-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,7002.0,,95.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063797/motor-vehicles-motor-cycles/2012-opel-astra-select-pj-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2909.0,,43.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063798/motor-vehicles-motor-cycles/2008-holden-caprice-wm-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2975.0,,44.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063799/motor-vehicles-motor-cycles/2014-mercedes-benz-gl-class-gl350-bluetec-x166-t-d-auto-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,10100.0,,140.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063800/motor-vehicles-motor-cycles/2020-renault-trafic-l2-lwb-premium-125kw-turbo-diesel-at-van-ex-gov,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,13200.0,,169.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063802/motor-vehicles-motor-cycles/2015-toyota-camry-atara-s-asv50r-automatic-sedan-ex-gov,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,13000.0,,146.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063803/motor-vehicles-motor-cycles/2019-volkswagen-golf-alltrack-132tsi-premium-a7-automatic-wagon-ex-gov,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,13001.0,,176.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063804/motor-vehicles-motor-cycles/2019-subaru-outback-2-5i-premium-b6a-cvt-wagon-ex-gov,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,14600.0,,86.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063809/motor-vehicles-motor-cycles/2009-toyota-landcruiser-prado-gxl-kdj120r-turbo-diesel-at-8-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,17200.0,,217.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063810/motor-vehicles-motor-cycles/2009-subaru-tribeca-3-6r-b9-automatic-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3100.0,,32.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063811/motor-vehicles-motor-cycles/2014-renault-clio-rs-200-sport-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,7300.0,,74.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063812/motor-vehicles-motor-cycles/2015-mitsubishi-triton-4x4-glx-mn-turbo-diesel-manual-dual-cab,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,4709.0,,71.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063816/motor-vehicles-motor-cycles/2019-toyota-rav-4-awd-cruiser-hybrid-axah54r-auto-wagon-ex-gov,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,28601.0,,217.0,12 March 2026 20:00 AEDT,2026-03-12
https://www.grays.com/lot/0001-21063817/motor-vehicles-motor-cycles/2011-bmw-3-series-320i-exec-e90-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3300.0,,7.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063818/motor-vehicles-motor-cycles/2011-toyota-corolla-ascent-zre152r-automatic-hatchback,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3109.0,,48.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063819/motor-vehicles-motor-cycles/2009-kia-sportage-ex-km-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2409.0,,25.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063820/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,5409.0,,78.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063821/motor-vehicles-motor-cycles/2011-ford-territory-tx-sz-turbo-diesel-automatic-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,2009.0,,21.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063822/motor-vehicles-motor-cycles/2013-ford-territory-ts-sz-turbo-diesel-automatic-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3009.0,,51.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063823/motor-vehicles-motor-cycles/2015-audi-q7-3-0-tdi-quattro-4m-td-at-8-speed-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,14150.0,,188.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063824/motor-vehicles-motor-cycles/2017-nissan-navara-4x2-st-x-series-2-turbo-diesel-manual-dual-cab,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,13700.0,,65.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063825/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-r52-cvt-7-seats-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,3950.0,,43.0,10 March 2026 20:00 AEDT,2026-03-10
https://www.grays.com/lot/0001-21063827/motor-vehicles-motor-cycles/2019-toyota-camry-ascent-sport-asv70r-automatic-sedan,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,15500.0,,170.0,11 March 2026 20:00 AEDT,2026-03-11
https://www.grays.com/lot/0001-21063831/motor-vehicles-motor-cycles/2017-honda-hr-v-vti-l-cvt-wagon,,,,,,,,,,,,Unregistered,,,,,,,,,,,,,,pending_final_sale_price,12600.0,,59.0,10 March 2026 20:00 AEDT,2026-03-10
