run_id,dataset_id,scraped_at,source,ad_id,url,title,make,model,year,badge,series,model_year,variant,price,odometer,body_type,transmission,fuel_type,engine,seller_type,state,region,suburb,market_indicator,price_assessment
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:12.178Z,carsales_apify,SSE-AD-20746654,https://www.carsales.com.au/cars/details/2014-hyundai-i30-premium-auto-my16/SSE-AD-20746654/,2014 Hyundai i30 Premium Auto MY16,hyundai,i30,2014,premium,GD3 Series II,MY16,Premium I30,8300,174000,hatch,automatic,diesel,"4 cylinders, Diesel Turbo Intercooled, 1.6L",private,qld,sunshine coast,caloundra,Well below market price,Well below market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:13.777Z,carsales_apify,SSE-AD-20755969,https://www.carsales.com.au/cars/details/2013-hyundai-i30-active-auto/SSE-AD-20755969/,2013 Hyundai i30 Active Auto,hyundai,i30,2013,active,,,Active I30,7500,199500,hatch,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 1.8L",private,nsw,sydney east,fairfield west,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:14.778Z,carsales_apify,SSE-AD-20723948,https://www.carsales.com.au/cars/details/2017-hyundai-i30-sr-manual-my18/SSE-AD-20723948/,2017 Hyundai i30 SR Manual MY18,hyundai,i30,2017,sr,PD,MY18,Sr I30,17500,88000,hatch,manual,petrol - unleaded ulp,"4 cylinders, Petrol Turbo Intercooled, 1.6L",private,nsw,mid north coast,coffs harbour,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:14.377Z,carsales_apify,SSE-AD-20756011,https://www.carsales.com.au/cars/details/2021-hyundai-i30-active-auto-my21/SSE-AD-20756011/,2021 Hyundai i30 Active Auto MY21,hyundai,i30,2021,active,CN7.V1,MY21,Active I30,23300,75418,sedan,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.0L",private,nsw,illawarra,wongawilli,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:14.982Z,carsales_apify,SSE-AD-20648012,https://www.carsales.com.au/cars/details/2017-hyundai-i30-active-auto-my18/SSE-AD-20648012/,2017 Hyundai i30 Active Auto MY18,hyundai,i30,2017,active,PD,MY18,Active I30,15800,88500,hatch,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.0L",private,act,canberra,kaleen,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:20.476Z,carsales_apify,SSE-AD-20674647,https://www.carsales.com.au/cars/details/2010-hyundai-i30-sx-auto-my10/SSE-AD-20674647/,2010 Hyundai i30 SX Auto MY10,hyundai,i30,2010,sx,FD,MY10,Sx I30,8300,114137,hatch,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.0L",private,nsw,sydney east,west pennant hills,Below market price,Below market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:21.412Z,carsales_apify,SSE-AD-20679698,https://www.carsales.com.au/cars/details/2017-hyundai-i30-active-auto-my18/SSE-AD-20679698/,2017 Hyundai i30 Active Auto MY18,hyundai,i30,2017,active,PD,MY18,Active I30,19000,21000,hatch,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.0L",private,qld,brisbane all,mount warren park,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:21.982Z,carsales_apify,SSE-AD-20757833,https://www.carsales.com.au/cars/details/2013-hyundai-i30-active-manual/SSE-AD-20757833/,2013 Hyundai i30 Active Manual,hyundai,i30,2013,active,,,Active I30,10500,77000,hatch,manual,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 1.8L",private,nsw,sydney east,artarmon,Around market price,Around market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:23.279Z,carsales_apify,SSE-AD-20690873,https://www.carsales.com.au/cars/details/2011-hyundai-i30-sx-manual-my11/SSE-AD-20690873/,2011 Hyundai i30 SX Manual MY11,hyundai,i30,2011,sx,FD,MY11,Sx I30,3690,271074,wagon,manual,diesel,"4 cylinders, Diesel Turbo Intercooled, 1.6L",private,nsw,illawarra,kembla grange,Below market price,Below market price
a0OgyhtH9v8YGHZDa,Ohz1XIk0CLRKGVJmP,2026-08-09T13:59:23.977Z,carsales_apify,SSE-AD-20761685,https://www.carsales.com.au/cars/details/2020-hyundai-i30-active-auto-my20/SSE-AD-20761685/,2020 Hyundai i30 Active Auto MY20,hyundai,i30,2020,active,PD2,MY20,Active I30,22000,41800,hatch,automatic,petrol - unleaded ulp,"4 cylinders, Petrol Aspirated, 2.0L",private,nsw,sydney east,baulkham hills,Around market price,Around market price
