year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2008,NISSAN,X-trail,ST T31,Wagon,Manual,Petrol,248389,5,JN1TANT31A0010719,No plates,"Sold Unregistered, Without Plates",4,2.5,Silver,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714083/motor-vehicles-motor-cycles/2008-nissan-x-trail-st-t31-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on RHF door
Medium Scratch on Rear bumper
Large Scuff on Rear bumper
Hail damage visible."
2014,BMW,X5,xDrive 25d F15,Wagon,Automatic,Diesel,152554,5,WBAKS220900C48372,No plates,"Sold Unregistered, Without Plates",4,2,White,Black Leather,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714085/motor-vehicles-motor-cycles/2014-bmw-x5-xdrive-25d-f15-turbo-diesel-automatic-8-speed-wagon,"Door card Damaged.
Dents or marks on body consistent with age and kilometres."
2019,HOLDEN,Colorado,4X4 LTZ RG,Dual Cab,Automatic,Diesel,163587,5,MMU148MK0KH660420,No plates,"Sold Unregistered, Without Plates",4,2.8,White,Black,Yes,Yes,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714086/motor-vehicles-motor-cycles/2019-holden-colorado-4x4-ltz-rg-turbo-diesel-automatic-dual-cab,"Paint peeling Rear canopy
Dents or marks on body consistent with age and kilometres."
2015,FORD,Fiesta,Ambiente WZ,Hatchback,Manual,Petrol,115710,5,MPB8XXMXJ8FC10614,No plates,"Sold Unregistered, Without Plates",4,1.5,Grey,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714087/motor-vehicles-motor-cycles/2015-ford-fiesta-ambiente-wz-manual-hatchback,"Rear hatch Door not Working
Dents or marks on body consistent with age and kilometres."
2013,HYUNDAI,Iload,TQ Van,Van,Automatic,Diesel,286040,3,KMFWBX7KMDU584813,No plates,"Sold Unregistered, Without Plates",4,2.5,White,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714092/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Medium Scuff on RHF door
Large Scuff on LHF door
Large Scratch on LHR door
Medium Dent on LHR guard
Damaged RH taill light
Paint cracked Rear bumper
Front Seat worn RHF"
2010,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,448268,8,JTMHV09J804049942,No plates,"Sold Unregistered, Without Plates",8,4.5,Black,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714097/motor-vehicles-motor-cycles/2010-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Seat Torn RHF
Paint cracked Rear bumper
Paint fading Various panels
Windscreen Chipped or Cracked."
2012,JEEP,Wrangler,Unlimited Sport JK,Wagon,Manual,Petrol,183811,5,1C4HJWKG3CL255726,No plates,"Sold Unregistered, Without Plates",6,3.6,Green,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714098/motor-vehicles-motor-cycles/2012-jeep-wrangler-unlimited-sport-jk-manual-wagon,"Engine light ON
Dents or marks on body consistent with age and kilometres."
2015,HAVAL,H9,LUX 4WD,Wagon,Automatic,Petrol,188351,7,LGWFF6A62FH624429,No plates,"Sold Unregistered, Without Plates",4,2,White,Brown Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049884/motor-vehicles-motor-cycles/2015-haval-h9-lux-4wd-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2012,TOYOTA,Rav,4 CV 2WD ACA38R,Wagon,Automatic,Petrol,160929,5,JTMZD33V90D032779,No plates,"Sold Unregistered, Without Plates",4,2.4,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049904/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-automatic-wagon,Engine noise observed.
2007,NISSAN,Pathfinder,ST-L R51,Wagon,Automatic,Diesel,296747,7,VSKJVWR51A0259902,No plates,"Sold Unregistered, Without Plates",4,2.5,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049905/motor-vehicles-motor-cycles/2007-nissan-pathfinder-st-l-r51-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2011,HOLDEN,Cruze,CDX JH,Sedan,Manual,Diesel,175246,5,6G1PE5EY3BL537809,No plates,"Sold Unregistered, Without Plates",4,2,Other,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049906/motor-vehicles-motor-cycles/2011-holden-cruze-cdx-jh-turbo-diesel-manual-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2011,NISSAN,Skyline,(import),Coupe,Automatic,Petrol,110809,4,6U9000CKV36800216,No plates,"Sold Unregistered, Without Plates",6,0,Black,Black Leather,Yes,Yes,No,No,Yes,SA,https://www.grays.com/lot/0001-60049915/motor-vehicles-motor-cycles/2011-nissan-skyline-automatic-coupe-import,Engine light ON
2017,JEEP,Cherokee,Longitude (4x4) KL 9,Wagon,Automatic,Petrol,206191,5,1C4PJMGSXHD233821,No plates,"Sold Unregistered, Without Plates",6,3.2,Silver,Black,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049917/motor-vehicles-motor-cycles/2017-jeep-cherokee-longitude-4x4-kl-9-auto-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2015,JEEP,Grand,Cherokee OVERLAND WK,Wagon,Automatic,Diesel,216096,5,1C4RJFGM8FC744601,No plates,"Sold Unregistered, Without Plates",6,3,Grey,Black,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049918/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,"Rear Cracked bumper.
Medium Dent on Passenger front corner"
2010,SUZUKI,Jimny,Sierra 100th Anniversary Edition SIERRA,Wagon,Automatic,Petrol,198051,5,JSAFJB43V00439768,No plates,"Sold Unregistered, Without Plates",4,1.3,White,Grey,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049919/motor-vehicles-motor-cycles/2010-suzuki-jimny-sierra-100th-anniversary-edition-sierra-auto-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Engine Oil Leak"
2010,SUBARU,Outback,2.5i B5A,Wagon,CVT,Petrol,366076,5,JF2BR9K95AG013538,No plates,"Sold Unregistered, Without Plates",4,2.5,Red,Black,Yes,Yes,Yes,Partial,Yes,SA,https://www.grays.com/lot/0001-60049920/motor-vehicles-motor-cycles/2010-subaru-outback-2-5i-b5a-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Marks in boot
Front Seat Stains Both seats
Back Seat Stains."
2008,HOLDEN,Ute,SV6 VE (WOVR-INSPECTED),Ute,Automatic,Petrol,154110,2,6G1EK427X9L200117,No plates,"Sold Unregistered, Without Plates",6,3.6,Black,Black,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60049923/motor-vehicles-motor-cycles/2008-holden-ute-sv6-ve-automatic-ute-wovr-inspected,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2010,MITSUBISHI,Triton,4X2 GL-R MN Dual Cab,Cab Chassis,Manual,Diesel,276783,5,MMAJNKA40AD012119,No plates,"Sold Unregistered, Without Plates",4,2.5,Silver,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049924/motor-vehicles-motor-cycles/2010-mitsubishi-triton-4x2-gl-r-mn-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2006,HOLDEN,Astra,CDX AH,Hatchback,Manual,Petrol,162455,5,W0L0AHL0865222393,No plates,"Sold Unregistered, Without Plates",4,1.8,Silver,Black,Yes,No,Yes,Partial,Yes,SA,https://www.grays.com/lot/0001-60049925/motor-vehicles-motor-cycles/2006-holden-astra-cdx-ah-manual-hatchback,Engine noise observed.
2017,MITSUBISHI,Outlander,LS AWD SAFETY PACK ZK T D,Wagon,Automatic,Diesel,151329,7,JMFXLGF6WJZ000310,No plates,"Sold Unregistered, Without Plates",4,2.3,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049926/motor-vehicles-motor-cycles/2017-mitsubishi-outlander-ls-awd-safety-pack-zk-t-d-auto-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2016,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,546654,8,JTMHV01J504216365,No plates,"Sold Unregistered, Without Plates",8,4.5,White,Grey,Yes,Yes,Yes,Partial,Yes,SA,https://www.grays.com/lot/0001-60049927/motor-vehicles-motor-cycles/2016-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2007,MAZDA,Cx-7,Luxury,Wagon,Automatic,Petrol,251049,5,JM0ER103180107109,No plates,"Sold Unregistered, Without Plates",4,2.3,Black,Black Leather,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60049928/motor-vehicles-motor-cycles/2007-mazda-cx-7-luxury-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2006,MAZDA,3,Maxx Sport BK,Sedan,Manual,Petrol,214495,5,JM0BK10F100195065,No plates,"Sold Unregistered, Without Plates",4,2,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049929/motor-vehicles-motor-cycles/2006-mazda-3-maxx-sport-bk-manual-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2009,VOLKSWAGEN,Golf,90TSI Trendline A6,Hatchback,Automatic,Petrol,151499,5,WVWZZZ1KZAW245938,No plates,"Sold Unregistered, Without Plates",4,1.4,Silver,Multi,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60049930/motor-vehicles-motor-cycles/2009-volkswagen-golf-90tsi-trendline-a6-automatic-hatchback,"Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON"
2010,VOLKSWAGEN,Polo,66TDI 6R T D (WOVR-REPAIRABLE),Hatchback,Automatic,Diesel,281079,5,WVWZZZ6RZAU028767,No plates,"Sold Unregistered, Without Plates",4,1.6,Blue,Grey,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60049931/motor-vehicles-motor-cycles/2010-volkswagen-polo-66tdi-6r-t-d-auto-hatchback-wovr-repairable,"Engine overheating, tow advisable."
2011,HOLDEN,Calais,V-SERIES VE,Sedan,Automatic,Petrol,252662,5,6G1EX5EV1BL564627,No plates,"Sold Unregistered, Without Plates",6,3.6,Black,Black,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60049932/motor-vehicles-motor-cycles/2011-holden-calais-v-series-ve-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2008,HOLDEN,Commodore,SV6 VE,Sedan,Automatic,Petrol,298106,5,6G1EK55789L171878,No plates,"Sold Unregistered, Without Plates",6,3.6,Silver,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049933/motor-vehicles-motor-cycles/2008-holden-commodore-sv6-ve-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2005,HOLDEN,Commodore,Executive VZ,Sedan,Automatic,Petrol,343639,5,6G1ZK52B05L489014,No plates,"Sold Unregistered, Without Plates",6,3.6,Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049934/motor-vehicles-motor-cycles/2005-holden-commodore-executive-vz-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2017,RENAULT,Megane,GT,Hatchback,Automatic,Petrol,137212,5,VF1RFB00XH0751909,No plates,"Sold Unregistered, Without Plates",4,1.6,Multi,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049935/motor-vehicles-motor-cycles/2017-renault-megane-gt-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2016,TOYOTA,Camry,Atara S ASV50R,Sedan,Automatic,Petrol,211297,5,6T1BF3FK40X095767,No plates,"Sold Unregistered, Without Plates",4,2.5,Other,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049936/motor-vehicles-motor-cycles/2016-toyota-camry-atara-s-asv50r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2009,HOLDEN,Commodore,SV6 VE,Sedan,Automatic,Petrol,251692,5,6G1EK5EV4AL405081,No plates,"Sold Unregistered, Without Plates",6,3.6,Green,Green,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60049937/motor-vehicles-motor-cycles/2009-holden-commodore-sv6-ve-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2019,GREAT,Wall,STEED 4X2 Dual Cab,Cab Chassis,Manual,Petrol,57955,5,LGWCB3188KB620865,No plates,"Sold Unregistered, Without Plates",4,2.4,Black,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049939/motor-vehicles-motor-cycles/2019-great-wall-steed-4x2-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2018,AUDI,Q3,1.4 TFSI COD 8U,Wagon,Automatic,Petrol,69977,5,WAUZZZ8U4JR079854,No plates,"Sold Unregistered, Without Plates",4,1.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049940/motor-vehicles-motor-cycles/2018-audi-q3-1-4-tfsi-cod-8u-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2008,TOYOTA,Landcruiser,GXL VDJ78R,Wagon,Manual,Diesel,454170,5,JTERV73J509000377,No plates,"Sold Unregistered, Without Plates",8,4.5,White,Grey,Yes,Yes,Yes,Partial,Yes,SA,https://www.grays.com/lot/0001-60049941/motor-vehicles-motor-cycles/2008-toyota-landcruiser-gxl-5-seat-vdj78r-turbo-diesel-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2002,BMW,330ci,HIGH-LINE E46,Convertible,Automatic,Petrol,191116,4,WBABS52090ET58291,1ILH172,13/02/2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Dark Blue,Black Leather,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9065970/motor-vehicles-motor-cycles/2002-bmw-330ci-high-line-e46-automatic-convertible,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver
Front Seat worn Driver, Passenger
Rear Boot Handle Cracked bumper."
2008,BMW,X6,xDrive 35i E71,Coupe,Automatic,Petrol,171120,4,WBAFG42010LJ78568,1ECX119,27-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066126/motor-vehicles-motor-cycles/2008-bmw-x6-xdrive-35i-e71-automatic-coupe,"Hood Lining Sagging
Medium Scratch on Rear bumper
Dents or marks on body consistent with age and kilometres."
2007,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,270727,8,JTMHV09J504003064,1HVC139,02-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,8,4.5,Silver,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066128/motor-vehicles-motor-cycles/2007-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,"Engine lacks power
Medium Dent on Various panels
Medium Scratch on Various panels
Engine Smoke visible
Door card Worn."
2010,HOLDEN,Commodore,SV6 VE,Sedan,Automatic,Petrol,226766,5,6G1EK5EV6AL470773,1DLF464,"14-12-2025, Please note this vehicle license has expired, but can be paid until 14/03/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",6,3.6,Blue,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066146/motor-vehicles-motor-cycles/2010-holden-commodore-sv6-ve-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels
Back Seat Stains.
Front Seat worn Stains to Driver, Passenger
Door card Damaged.
Airbag light ON
Paint peeling rear
Medium Scuff on front bumper"
2015,VOLVO,Xc-90,R-Design,Wagon,Automatic,Petrol,170500,7,YV1LFA2ACG1051338,1IVN899,07-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066147/motor-vehicles-motor-cycles/2015-volvo-xc-90-r-design-automatic-7-seats-wagon,Dents or marks on body consistent with age and kilometres.
2009,BMW,X5,,Wagon,Automatic,Diesel,143362,5,WBAFF02060L292142,1DNF087,08-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Black,Tan Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066148/motor-vehicles-motor-cycles/2009-bmw-x5-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on front bumper"
2016,VOLKSWAGEN,Tiguan,110TDI COMFORTLINE MK2,Wagon,Automatic,Diesel,164220,5,WVGZZZ5NZHW817766,BY277P,04-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Red,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066150/motor-vehicles-motor-cycles/2016-volkswagen-tiguan-110tdi-comfortline-mk2-turbo-diesel-automatic-wagon,"Medium Dent on Various panels
Medium Scratch on Various panels
Dents or marks on body consistent with age and kilometres."
2018,VOLKSWAGEN,Tiguan,162TSI HIGHLINE MK2,Wagon,Automatic,Petrol,67388,5,WVGZZZ5NZKW845714,1GTB876,27-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066151/motor-vehicles-motor-cycles/2018-volkswagen-tiguan-162tsi-highline-mk2-automatic-wagon,Dents or marks on body consistent with age and kilometres.
2017,LAND,Rover,Discovery 2.0 TD4 HSE LUXURY SERIES 5 T D,Wagon,Automatic,Diesel,96069,7,SALRA2AN3HA022650,Unlicensed,"Sold Unregistered, Without Plates",4,2,White,Black Leather,Yes,No,No,Partial - Online service history,Yes,WA,https://www.grays.com/lot/0001-9066152/motor-vehicles-motor-cycles/2017-land-rover-discovery-2-0-td4-hse-luxury-series-5-t-d-auto-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers
Medium Dent on Front Passenger door
Flat Battery. Jump start or towing required"
2018,NISSAN,Navara,4X4 RX SERIES 2,Crew Cab Chassis,Automatic,Diesel,127134,5,MNTFB4D23A0000798,1GRN842,"13-12-2025, Please note this vehicle license has expired, but can be paid until 13/03/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2.3,White,Black,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066157/motor-vehicles-motor-cycles/2018-nissan-navara-4x4-rx-series-2-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Front Bumper Cracked bumper.
Windscreen Chipped or Cracked.
Airbag light ON
Paint peeling front bumper
Front Seat worn drivers
Medium Dent on roof with paint chipped off."
2011,HOLDEN,Commodore,Calais V2 VE,Wagon,Automatic,Petrol,184298,5,6G1EX8EV4BL530618,1IST762,08-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.6,Champagne,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066158/motor-vehicles-motor-cycles/2011-holden-commodore-calais-v2-ve-automatic-wagon,"Paint fading (minor) roof and bonnet
Front Seat worn Driver
Door card Damaged.
Damaged Driver taillight
Dents or marks on body consistent with age and kilometres."
2004,MITSUBISHI,Lancer,,Sedan,Manual,Petrol,266949,5,JMFSNCS6A4U002823,1BTN895,22-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Red,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066221/motor-vehicles-motor-cycles/2004-mitsubishi-lancer-manual-sedan,"Paint fading Various panels
Damaged Both taillights
Front Seat Stains driver side
Medium Dent on various panels
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres."
2006,MITSUBISHI,Triton,Ute,Crew Cab Chassis,Automatic,Petrol,342563,5,MMBJRKA907D074935,1CMV655,18-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.5,White,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9066222/motor-vehicles-motor-cycles/2006-mitsubishi-triton-automatic-crew-cab-ute,"Front Seat worn Driver
Medium Scratch on Various panels
Paint peeling various panels
Medium Dent on boot"
2011,VOLKSWAGEN,Golf,,Hatchback,Automatic,Diesel,180747,5,WVWZZZ1KZBP163166,1DQY397,11-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066223/motor-vehicles-motor-cycles/2011-volkswagen-golf-automatic-hatchback,"Large Dent on Front left fender
Medium Scuff on Front bumper
Dents or marks on body consistent with age and kilometres."
2010,MAZDA,3,,Sedan,Automatic,Petrol,166494,5,JM0BL10F100196392,1DNH807,23-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Grey,Charcoal,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9066224/motor-vehicles-motor-cycles/2010-mazda-3-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Front bar (also unclipped)
Medium Scuff on Various, doors, quarter &amp; bumper
Paint cracked Rear Bar
Front Seat worn Drivers Seat"
2012,HYUNDAI,Imax,TQ,People Mover,Automatic,Diesel,230485,8,KMHWH81KMCU462782,1EUX856,"08-12-2025, Please note this vehicle license has expired, but can be paid until 08/03/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2.5,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066225/motor-vehicles-motor-cycles/2012-hyundai-imax-tq-turbo-diesel-automatic-8-seats-people-mover,"Paint peeling Various panels
Large Dent on Along passenger side
Medium Scratch on various panels"
2006,HYUNDAI,Santafe,,Wagon,Automatic,Petrol,210708,5,KMHSH81DR6U052819,EX4467,09-11-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,2.7,Blue,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066226/motor-vehicles-motor-cycles/2006-hyundai-santafe-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels
Large Scuff on Both Sides of Vehicle Door, Rear Quarter, Front Bumper
Engine noise observed.
Medium Scratch on various panels"
2011,FORD,Territory,SUV,,Automatic,Petrol,262853,7,6FPAAAJGATBK25928,1ERG721,10-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,4,Black,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066227/motor-vehicles-motor-cycles/2011-ford-territory-automatic-7-seats-suv,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Door card Worn.
Medium Scratch on Various panels
Medium Dent on Various panels
Corrosion visible Boot
Front Seat worn driver side with missing switches
Paint fading on various panels
Damaged RHR Taillight"
2004,BMW,X3,2.5i E83,Wagon,Automatic,Petrol,310118,5,WBAPA72060WB62018,Unlicensed,"Sold Unregistered, Without Plates",6,2.5,Black,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066228/motor-vehicles-motor-cycles/2004-bmw-x3-2-5i-e83-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front bumper not on properly Cracked bumper.
Medium Scratch on Various panels
Medium Dent on Various panels
Paint fading Various panels
Front Seat worn Drivers seat
Engine Smoke visible"
2012,NISSAN,Navara,D22,Ute,Manual,Diesel,161550,5,JN1CPUD22A0032818,Unlicensed,"Sold Unregistered, Without Plates",4,2.5,Black,Charcoal,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066229/motor-vehicles-motor-cycles/2012-nissan-navara-d22-manual-ute,"Paint fading Various panels
Door card Worn.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels
Front Seat Marks both
Medium Dent on boot"
2012,KIA,Rio,,Hatchback,Automatic,Petrol,260004,5,KNADN512MC6757715,1GPW718,"17-12-2025, Please note this vehicle license has expired but can be paid until 17/03/2026. Vehicle license must be renewed online before this date and time of collection; otherwise, this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.4,Red,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066231/motor-vehicles-motor-cycles/2012-kia-rio-automatic-hatchback,"Large Dent on RHR Door
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels
Paint fading on various panels"
2006,FIAT,Punto,,Hatchback,Manual,Diesel,205342,5,ZFA19900001118628,1CMZ284,23-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.3,Silver,Blue,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066232/motor-vehicles-motor-cycles/2006-fiat-punto-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading on various panels"
