year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2011,VOLVO,S60,T5,Sedan,Automatic,Petrol,169640,5,YV1FS475BB2052269,CDB80F,"Sold Unregistered, Without Plates",4,2,Black,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352170/motor-vehicles-motor-cycles/2011-volvo-s60-t5-automatic-sedan,"Medium Scratch on Rear bumper bar
Reverse Camera Not Working"
2015,JEEP,Grand,Cherokee Limited WK,Wagon,Automatic,Diesel,317605,5,1C4RJFFM6FC869128,DM58MR,"Sold Unregistered, Without Plates",6,3,Black,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352175/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,"Hail damage visible
Large Dent on Drivers door
Corrosion visible Bonnet
Large Scratch on Bumper bars
Seat Torn Drivers seat
Engine light On
Other Warning light On
Windscreen Chipped or Cracked
Engine Smoke visible
Driveline requires attention, recommend inspection by qualified third party.
Comment: Tyre pressure warning light on. Thumping in reverse.
Interior: Trim pieces in cargo area loose."
2010,HOLDEN,Sportwagon,CALAIS V-SERIES VE,Wagon,Automatic,Petrol,347605,5,6G1EX8EY0AL461208,1NX9DG,21-12-2025 -,8,6,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060723/motor-vehicles-motor-cycles/2010-holden-sportwagon-calais-v-series-ve-automatic-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Paint cracked rear panel"
2010,TOYOTA,Landcruiser,Prado KAKUDU KDJ150R,Wagon,Automatic,Diesel,225062,5,JTEBH3FJ60K035273,2DD9CP,27-02-2026 -,4,3,Beige,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21060929/motor-vehicles-motor-cycles/2010-toyota-landcruiser-prado-kakudu-kdj150r-turbo-diesel-automatic-wagon,"Paint cracked Rear bumper
Medium Dent on Passenger side can`t rail"
2012,VOLKSWAGEN,Golf,103TSI Highline A7,Hatchback,Automatic,Petrol,172574,5,WVWZZZAUZDW035519,2DW6AM,25-02-2026 -,4,1.4,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061170/motor-vehicles-motor-cycles/2012-volkswagen-golf-103tsi-highline-a7-automatic-hatchback,"Other Warning light ON
Door Mirror Broken Passenger side mirror
Medium Dent on Around vehicle
Medium Scratch on Around vehicle"
2014,FORD,Focus,Trend LW II,Hatchback,Automatic,Petrol,83743,5,MPB1XXMXB1EB00336,2CG5EK,25-11-2026 -,4,2,Grey,Grey,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061332/motor-vehicles-motor-cycles/2014-ford-focus-trend-lw-ii-automatic-hatchback,"Front Seat Stains Both
Medium Scuff on Around vehicle
Medium Dent on Around vehicle"
2009,HOLDEN,Cruze,CDX JG,Sedan,Automatic,Petrol,87482,5,KL3JA695JAK613778,XID965,10-02-2026 -,4,1.8,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061333/motor-vehicles-motor-cycles/2009-holden-cruze-cdx-jg-automatic-sedan,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres."
2012,VOLKSWAGEN,Tiguan,155 TSI 5N,Wagon,Automatic,Petrol,165814,5,WVGZZZ5NZDW055666,ZOG227,05-04-2026 -,4,2,White,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061334/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-155-tsi-5n-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Around vehicle"
2017,MITSUBISHI,Asx,LS 2WD XC,Wagon,CVT,Petrol,192227,5,JMFXTGA2WHZ005456,1KI7LA,24-02-2026 -,4,2,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061336/motor-vehicles-motor-cycles/2017-mitsubishi-asx-ls-2wd-xc-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required"
2010,MERCEDES,Benz,C250 BE Avantgarde W204,Sedan,Automatic,Petrol,175241,5,WDD2040472A425757,XZA503,27-09-2026 -,4,1.8,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061337/motor-vehicles-motor-cycles/2010-mercedes-benz-c250-be-avantgarde-w204-automatic-sedan,Dents or marks on body consistent with age and kilometres.
2012,MERCEDES,Benz,C200 BE W204,Sedan,Automatic,Petrol,131726,5,WDD2040482A765521,2DC7CV,08-01-2026 -,4,1.8,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061340/motor-vehicles-motor-cycles/2012-mercedes-benz-c200-be-w204-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers Seat"
2018,HONDA,Hr-v,VTi-L,Wagon,CVT,Petrol,131502,5,MRHRU5870HP063964,ATS572,22-03-2026 -,4,1.8,White,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061342/motor-vehicles-motor-cycles/2018-honda-hr-v-vti-l-cvt-wagon,"Medium Dent on Around vehicle
Corrosion visible Tailgate"
2019,MG,Zs,ESSENCE,Wagon,Automatic,Petrol,172295,5,LSJW74C9XKZ036752,1PN3LQ,28-06-2026 -,3,1,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061343/motor-vehicles-motor-cycles/2019-mg-zs-essence-automatic-wagon,"Medium Scratch on Some Places
Medium Scuff on Some Places
Medium Dent on Some places
Front Seat worn Drivers"
2018,MITSUBISHI,Triton,4X4 GLX+ MQ Dual Cab,Cab Chassis,Automatic,Diesel,188097,5,MMAJYKL10JH011077,2DW8NQ,25-02-2026 -,4,2.4,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061384/motor-vehicles-motor-cycles/2018-mitsubishi-triton-4x4-glx-mq-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Small Scratches or Scuffs around vehicle
Chips in paint around vehicle
Medium Dent on tailgate"
2004,TOYOTA,Camry,,Sedan,Automatic,Petrol,215755,5,6T153BK360X070066,No plates,"Sold Unregistered, Without Plates",4,2.4,Silver,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061468/motor-vehicles-motor-cycles/2004-toyota-camry-automatic-sedan,"Windscreen Chipped or Cracked.
Large Dent on Around vehicle
Paint fading Around vehicle
Corrosion visible Around vehicle
Body/panel damage Rhr quarter
Rear Cracked bumper."
1997,MAZDA,626,,Sedan,Automatic,Petrol,369345,5,JM0GF10S100103894,TTK519,29-01-2026 -,4,2,Champagne,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061469/motor-vehicles-motor-cycles/1997-mazda-626-automatic-sedan,"Large Scratch on Around vehicle
Paint peeling Around vehicle
Damaged Lhr
Corrosion visible Around vehicle"
2010,TOYOTA,Kluger,KXS AWD SUV,,Automatic,Petrol,276888,7,JTEES41A802158486,1OV9EY,19-06-2026 -,6,3.5,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061470/motor-vehicles-motor-cycles/2010-toyota-kluger-kxs-awd-auto-7-seats-suv,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Door card Worn."
2014,HOLDEN,Captiva,5 LT 2WD CG II,Wagon,Automatic,Petrol,227633,5,KL3DA26U9EB043379,1AO5LC,01-01-2026 -,4,2.4,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061475/motor-vehicles-motor-cycles/2014-holden-captiva-5-lt-2wd-cg-ii-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON"
2015,MAZDA,Bt-50,4X2 XT,Dual Cab,Automatic,Diesel,154497,5,MM0UR0YF100479281,1FB6NG,01-12-2026 -,5,3.2,Black,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061490/motor-vehicles-motor-cycles/2015-mazda-bt-50-4x2-xt-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around exterior
Front Seat Marks drivers
Paint fading side mirror covers"
2005,HONDA,Jazz,,Hatchback,Automatic,Petrol,193046,5,JHMGD38705S204145,TPH679,15-10-2026 -,4,1.5,Light Blue,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061491/motor-vehicles-motor-cycles/2005-honda-jazz-automatic-hatchback,"Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Paint fading Around vehicle"
2015,VOLKSWAGEN,Touareg,,Wagon,Automatic,Diesel,204094,5,WVGZZZ7PZGD002438,No plates,"Sold Unregistered, Without Plates",6,3,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061492/motor-vehicles-motor-cycles/2015-volkswagen-touareg-automatic-wagon,"Damaged Rear reflector light
Medium Scratch on Around vehicle"
2013,MITSUBISHI,Outlander,ES 2WD ZJ,Wagon,CVT,Petrol,203401,5,JMFXTGF7WEZ001616,1BM6NP,28-03-2026 -,4,2,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061493/motor-vehicles-motor-cycles/2013-mitsubishi-outlander-es-2wd-zj-cvt-wagon,"Medium Scratch on Around vehicle
Corrosion visible Passenger side front guard
Medium Dent on boot
Paint peeling near rear bumper"
2013,BMW,X5,xDrive 30d F15,Wagon,Automatic,Diesel,144189,5,WBAKS420700G61029,1EQ5YZ,15-10-2026 -,6,3,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061496/motor-vehicles-motor-cycles/2013-bmw-x5-xdrive-30d-f15-turbo-diesel-automatic-8-speed-wagon,"Medium Scratch on Around vehicle
Paint cracked Front bar
Front Cracked bumper.
Other Warning light ON"
2012,MERCEDES,Benz,ML250 BlueTEC W166,Wagon,Automatic,Diesel,188043,5,WDC1660042A043393,BTN325,06-12-2025 -,4,2.1,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061497/motor-vehicles-motor-cycles/2012-mercedes-benz-ml250-bluetec-w166-turbo-diesel-automatic-wagon,Medium Scratch on Around vehicle
2013,MERCEDES,Benz,M-Class ML 350 BlueTEC W166,Wagon,Automatic,Diesel,302938,5,WDC1660242A347791,2DU8BH,21-03-2026 -,6,3,White,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061501/motor-vehicles-motor-cycles/2013-mercedes-benz-m-class-ml-350-bluetec-w166-turbo-diesel-automatic-wagon,"Medium Scratch on Rhf guard
Front Seat worn driver side"
2007,BMW,3,Series 320d LUMINANCE E90,Sedan,Automatic,Diesel,121052,5,WBAVG96010NG61410,WGE634,02-01-2026 -,4,2,Black,Beige Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061502/motor-vehicles-motor-cycles/2007-bmw-3-series-320d-luminance-e90-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Engine Oil Leak"
2015,BMW,X4,xDrive 35i F26 M-Sport,Coupe,Automatic,Petrol,180868,5,WBAXW520800F90164,VAP766,07-08-2026 -,6,3,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061503/motor-vehicles-motor-cycles/2015-bmw-x4-xdrive-35i-f26-auto-m-sport-8-speed-coupe,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Front Seat worn driver side"
2017,VOLKSWAGEN,Passat,132TSI B8,Wagon,Automatic,Petrol,104506,5,WVWZZZ3CZJE007540,1JD1MI,20-12-2025 -,4,1.8,White,Black Leather,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061506/motor-vehicles-motor-cycles/2017-volkswagen-passat-132tsi-b8-automatic-wagon,"Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Front Seat worn driver seat
Exterior: Lhf door trim requires attention,
Exterior: Lhf door trim requires attention"
2010,SUBARU,Liberty,2.5i B5,Wagon,CVT,Petrol,277436,5,JF1BR9K92AG010622,XMP772,"Sold Unregistered, Without Plates",4,2.5,White,Black,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061507/motor-vehicles-motor-cycles/2010-subaru-liberty-2-5i-b5-cvt-wagon,"Other Warning light ON
Medium Scuff on Front bumper
Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.
Transmission Requires attention Strongly recommend inspection by qualified third party"
2012,LAND,Rover,Discovery 3.0 SDV6 HSE Series 4 T D,Wagon,Automatic,Diesel,328414,7,SALLAAAF3CA639676,CAD92A,"Sold Unregistered, Without Plates",6,3,Black,Beige Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061513/motor-vehicles-motor-cycles/2012-land-rover-discovery-3-0-sdv6-hse-series-4-t-d-automatic-7-seats-wagon,"Exterior: Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked
Interior: Wear and tear consistent with age and kilometres travelled., Exterior: Bonnet struts require attention"
2013,BMW,320d,M-Sport Package F30 T D,Sedan,Automatic,Diesel,240613,5,WBA3D36040NP78585,1AB5HF,"Sold Unregistered, Without Plates",4,2,Grey,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061514/motor-vehicles-motor-cycles/2013-bmw-320d-m-sport-package-f30-t-d-auto-8-speed-sedan,"Seat Torn Driver seat
Dents or marks on body consistent with age and kilometres."
2009,AUDI,A4,1.8 TFSI B8,Sedan,CVT,Petrol,117441,5,WAUZZZ8K4AA030490,DPG163,09-02-2026 -,4,1.8,Black,Black Leather,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061518/motor-vehicles-motor-cycles/2009-audi-a4-1-8-tfsi-b8-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper
Hood Lining Sagging"
2009,BMW,X5,3.0d E70,Wagon,Automatic,Diesel,216245,5,WBAFF42030L180633,No plates,"Sold Unregistered, without plates -",6,3,Blue,Tan Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061522/motor-vehicles-motor-cycles/2009-bmw-x5-3-0d-e70-turbo-diesel-automatic-wagon,"Medium Scratch on Around vehicle
Damaged Passenger side reflector
Dents or marks on body consistent with age and kilometres."
2009,BMW,3,Series 320i EXEC. E90,Sedan,Automatic,Petrol,138844,5,WBAPG56000NM15253,No Plates,"Sold Unregistered, Without Plates",4,2,Silver,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061523/motor-vehicles-motor-cycles/2009-bmw-3-series-320i-exec-e90-automatic-sedan,"Engine Smoke visible
Large Scratch on Around vehicle
front Cracked bumper.
Medium Dent on rear
Dents or marks on body consistent with age and kilometres."
2011,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Petrol,222388,5,1C4RJFEGXCC137978,2DS9KV,23-12-2025 -,6,3.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061524/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-laredo-wk-automatic-wagon,"Other Warning light ON
Medium Scratch on Around vehicle
Paint peeling Around vehicle
Corrosion visible Rear tailgate
Damaged Driver side tail light"
2012,FORD,Focus,Ambiente LW,Hatchback,Automatic,Petrol,200125,5,WF0KXXGCBKCR78669,ZDS720,29-03-2026 -,4,1.6,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061525/motor-vehicles-motor-cycles/2012-ford-focus-ambiente-lw-automatic-hatchback,"Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres."
2012,HOLDEN,Captiva,7 LX AWD CG II,Wagon,Automatic,Diesel,201049,7,KL3CD266JBB145523,ZDF554,15-01-2026 -,4,2.2,Silver,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061526/motor-vehicles-motor-cycles/2012-holden-captiva-7-lx-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Engine light ON
Engine Smoke visible
Body/panel damage Front bumper/bonnet
Rear bumper Cracked bumper.
Medium Dent on Around vehicle
Corrosion visible Passenger side rear door
Other Warning light ON"
2010,SUBARU,Impreza,WRX G3,Sedan,Manual,Petrol,240363,5,JF1GEEKD3AG012245,1LA6TS,25-02-2026 -,4,2.5,Black,Black Leather,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061532/motor-vehicles-motor-cycles/2010-subaru-impreza-wrx-g3-manual-sedan,"Medium Scuff on Around vehicle
Paint peeling Front bumper
Dents or marks on body consistent with age and kilometres."
2015,AUDI,A7,3.0 TDI Quattro 4G,Hatchback,Automatic,Diesel,156529,5,WAUZZZ4G3FN058492,AER811,10-01-2026 -,6,3,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061533/motor-vehicles-motor-cycles/2015-audi-a7-3-0-tdi-quattro-4g-turbo-diesel-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Medium Scratch on various panels"
2017,TOYOTA,Yaris,Ascent NCP130R,Hatchback,Automatic,Petrol,82638,5,JTDKW3D360D590100,1KE5FW,26-01-2026 -,4,1.3,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061534/motor-vehicles-motor-cycles/2017-toyota-yaris-ascent-ncp130r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Carpet worn in places.
Door card Worn."
2010,AUDI,A3,1.8 TFSI AMB 8P,Hatchback,Automatic,Petrol,161868,5,WAUZZZ8P6AA138850,YAB312,28-01-2026 -,4,1.8,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061535/motor-vehicles-motor-cycles/2010-audi-a3-1-8-tfsi-amb-8p-automatic,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres."
2012,FORD,Focus,Trend LW,Hatchback,Automatic,Petrol,156890,5,WF0KXXGCBKCA35173,2AQ4WA,29-07-2025 -,4,2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061536/motor-vehicles-motor-cycles/2012-ford-focus-trend-lw-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Engine light ON"
2010,AUDI,A3,1.4 TFSI 8P,Hatchback,Automatic,Petrol,182345,5,WAUZZZ8P8BA083819,ZZD360,15-04-2026 -,4,1.4,Blue,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061537/motor-vehicles-motor-cycles/2010-audi-a3-1-4-tfsi-8p-automatic-hatchback,"Other Warning light ON
Door card Worn.
Medium Scratch on Around vehicle
Front Seat worn both
Medium Dent on door panel"
2017,LAND,Rover,Discovery Sport SD4 HSE 177KW T D,Wagon,Automatic,Diesel,107240,7,SALCA2AN2JH731556,2EB4UY,28-02-2026 -,4,2,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061538/motor-vehicles-motor-cycles/2017-land-rover-discovery-sport-sd4-hse-177kw-t-d-auto-7-seats-wagon,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres."
1983,MERCEDES,420,SEL Limo,,Automatic,Lpg l,420669,5,WDB12603322044596,No plates,"Sold Unregistered, Without Plates",8,4.2,White,Cream Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061539/motor-vehicles-motor-cycles/1983-mercedes-420-sel-automatic-limo,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Around exterior
Engine overheating, tow advisable.
Paint peeling side mirror"
2015,VOLKSWAGEN,Tiguan,118TSI 5N,Wagon,Automatic,Petrol,214289,5,WVGZZZ5NZGW044631,1HE7CY,03-02-2026 -,4,1.4,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061540/motor-vehicles-motor-cycles/2015-volkswagen-tiguan-118tsi-5n-automatic-wagon,Dents or marks on body consistent with age and kilometres.
2013,AUDI,Q3,2.0 TSFI quattro SUV,,Automatic,Petrol,198004,5,WAUZZZ8U2ER029637,1AO5VO,18-12-2025 -,4,2,Black,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061541/motor-vehicles-motor-cycles/2013-audi-q3-2-0-tsfi-quattro-automatic-suv,Dents or marks on body consistent with age and kilometres.
2012,HONDA,Civic,VTi -L 9th Gen 5sp,Hatchback,Automatic,Petrol,230422,5,SHHFK2860CU305015,ZLF122,04-01-2026 -,4,1.8,Silver,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061542/motor-vehicles-motor-cycles/2012-honda-civic-vti-l-9th-gen-hatch-5sp-auto,"Front Seat worn Front seats
Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Corrosion visible Passenger side sill panel
Dents or marks on body consistent with age and kilometres."
1992,FORD,Laser,,Hatchback,Manual,Petrol,166460,5,6FPAAAUK4RNG20549,EXK351,17-09-2026 -,4,1.6,Red,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061543/motor-vehicles-motor-cycles/1992-ford-laser-manual-hatchback,Medium Scratch on Around vehicle
2015,TOYOTA,Yaris,SX,Hatchback,Manual,Petrol,166254,5,JTDKW3D370D566811,1FE1FI,07-07-2026 -,4,1.5,White,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061544/motor-vehicles-motor-cycles/2015-toyota-yaris-sx-manual-hatchback,Dents or marks on body consistent with age and kilometres.
2008,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,297412,5,JTNKU52E001071384,HI222,25-05-2026 -,4,1.8,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061545/motor-vehicles-motor-cycles/2008-toyota-corolla-ascent-zre152r-automatic-hatchback,"Large Scratch on Around vehicle
Paint peeling on Around vehicle"
2024,LEXUS,Ux,UX300H Sports Luxury MZAH11R,Wagon,CVT,Petrol,17154,5,JTHYBBAH702003848,CZI996,30-05-2026 -,4,2,Grey,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061546/motor-vehicles-motor-cycles/2024-lexus-ux-ux300h-sports-luxury-mzah11r-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres."
2013,HOLDEN,Cruze,SRI-V JH,Hatchback,Automatic,Petrol,152428,5,6G1PE6E8XDL826694,ZFD778,07-03-2026 -,4,1.4,White,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061547/motor-vehicles-motor-cycles/2013-holden-cruze-sri-v-jh-automatic-hatchback,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front left quarter panel and bumper"
2006,SUZUKI,Swift,,Hatchback,Automatic,Petrol,190187,5,JSAEZC21S00170461,988KBB,"Sold Unregistered, Without Plates",4,1.5,Black,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061549/motor-vehicles-motor-cycles/2006-suzuki-swift-automatic-hatchback,"Engine light ON
Paint fading Around vehicle
Medium Scratch on Around vehicle
Damaged Passenger side tail light"
2013,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,135176,5,JM0KE102100218835,1AE6SG,02-04-2026 -,4,2.2,Dark Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061550/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle"
2003,MAZDA,323,ASTINA 1.8 BJ,Hatchback,Automatic,Petrol,135322,5,JM0BJ10P200232084,SDX958,28-03-2026 -,4,1.8,Champagne,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061551/motor-vehicles-motor-cycles/2003-mazda-323-astina-1-8-bj-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around exterior"
2011,VOLKSWAGEN,Passat,,Wagon,Automatic,Petrol,172287,5,WVWZZZ3CZCE085956,ZAF724,04-07-2026 -,6,3.6,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061552/motor-vehicles-motor-cycles/2011-volkswagen-passat-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Rear bumper
Medium Scratch on Around exterior
Large Scuff on Passenger side
Engine light ON
Other Warning light ON"
2009,FORD,Focus,CL LV,Sedan,Manual,Petrol,182194,5,AFATXXMJDT9P00049,XON515,20-05-2026 -,4,2,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061553/motor-vehicles-motor-cycles/2009-ford-focus-cl-lv-manual-sedan,"Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle"
2012,AUDI,Q5,SUV,,Automatic,Petrol,198496,5,WAUZZZ8R9DA022368,ZOG337,"Sold Unregistered, Without Plates",4,2,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061554/motor-vehicles-motor-cycles/2012-audi-q5-automatic-suv,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Windscreen Chipped or Cracked."
2008,BMW,X6,xDrive 35d E71,Coupe,Automatic,Diesel,257984,4,WBAFG02070LJ67907,1UX1HL,10-02-2026 -,6,3,Grey,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061555/motor-vehicles-motor-cycles/2008-bmw-x6-xdrive-35d-e71-turbo-diesel-automatic-coupe,"Other Warning light ON
Door card Worn.
Seat Torn Front passenger
Front Seat worn Drivers
Carpet worn in places.
Large Scratch on Around vehicle"
2012,VOLKSWAGEN,Polo,,Hatchback,Manual,Petrol,139416,5,WVWZZZ6RZCU071626,1TP7LP,16-02-2026 -,4,1.2,Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061556/motor-vehicles-motor-cycles/2012-volkswagen-polo-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks driver"
2009,VOLVO,Xc60,SUV,,Automatic,Petrol,221145,5,YV1DZ995692025237,XDA315,19-06-2026 -,6,3,Silver,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061557/motor-vehicles-motor-cycles/2009-volvo-xc60-automatic-suv,"Seat Torn Drivers
Door Mirror Broken Passenger side mirror casing
Large Scratch on Front bumper
Dents or marks on body consistent with age and kilometres."
