source_pos,source_from_end,chunk_from_end,url,year,make,model,variant,old_price,new_price,price_delta,old_date_sold,new_date_sold,old_bids,new_bids
16077,1026,1000,https://www.grays.com/lot/0001-21062851/motor-vehicles-motor-cycles/2016-land-rover-range-rover-sport-3-0-tdv6-se-turbo-diesel-auto-8-speed,2016,land,rover,range rover sport 3.0 tdv6 se,3509,"$17,700",14191,2026-02-12,15 February 2026,41,182
16076,1027,1000,https://www.grays.com/lot/0001-21062849/motor-vehicles-motor-cycles/2015-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,2015,mazda,cx-5,grand touring ke,3510,"$11,100",7590,2026-02-12,15 February 2026,49,146
16075,1028,1000,https://www.grays.com/lot/0001-21062847/motor-vehicles-motor-cycles/2015-holden-cruze-cd-sportwagon-jh-automatic-wagon,2015,holden,cruze,cd sportwagon jh,209,"$2,732",2523,2026-02-12,15 February 2026,5,38
16074,1029,1000,https://www.grays.com/lot/0001-21062846/motor-vehicles-motor-cycles/2014-toyota-camry-atara-s-asv50r-automatic-sedan,2014,toyota,camry,atara s asv50r,3400,"$9,200",5800,2026-02-12,15 February 2026,33,100
16073,1030,1000,https://www.grays.com/lot/0001-21062845/motor-vehicles-motor-cycles/2012-kia-sorento-platinum-xm-turbo-diesel-automatic-7-seats-wagon,2012,kia,sorento,platinum xm,609,"$5,509",4900,2026-02-12,15 February 2026,8,79
16072,1031,1000,https://www.grays.com/lot/0001-21062844/motor-vehicles-motor-cycles/2012-holden-cruze-cdx-jh-automatic-sedan,2012,holden,cruze,cdx jh,309,"$1,209",900,2026-02-12,15 February 2026,6,15
16071,1032,1000,https://www.grays.com/lot/0001-21062843/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,2010,volkswagen,golf,gti a6,850,"$3,450",2600,2026-02-12,15 February 2026,10,54
16070,1033,1000,https://www.grays.com/lot/0001-21062842/motor-vehicles-motor-cycles/2011-ford-territory-titanium-sz-awd-turbo-diesel-automatic-7-seats-wagon,2011,ford,territory,titanium sz awd,509,"$3,250",2741,2026-02-12,15 February 2026,7,42
16069,1034,1000,https://www.grays.com/lot/0001-21062841/motor-vehicles-motor-cycles/2011-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,2011,bmw,x3,xdrive 20d f25,2000,"$3,600",1600,2026-02-12,15 February 2026,11,27
16068,1035,1000,https://www.grays.com/lot/0001-21062840/motor-vehicles-motor-cycles/2010-peugeot-3008-xte-turbo-diesel-automatic-hatchback,2010,peugeot,3008,xte,409,"$1,509",1100,2026-02-12,15 February 2026,6,19
16067,1036,1000,https://www.grays.com/lot/0001-21062838/motor-vehicles-motor-cycles/2008-honda-accord-v6-luxury-8th-gen-automatic-sedan,2008,honda,accord,v6-luxury 8th gen,500,"$3,010",2510,2026-02-12,15 February 2026,2,19
16066,1037,1000,https://www.grays.com/lot/0001-21062837/motor-vehicles-motor-cycles/2008-ford-mondeo-zetec-ma-automatic-hatchback,2008,ford,mondeo,zetec ma,309,$709,400,2026-02-12,15 February 2026,5,11
16065,1038,1000,https://www.grays.com/lot/0001-21062836/motor-vehicles-motor-cycles/2007-audi-a4-2-0-tfsi-quattro-b7-automatic-sedan,2007,audi,a4,2.0 tfsi quattro b7,609,"$4,300",3691,2026-02-12,15 February 2026,7,52
16064,1039,1000,https://www.grays.com/lot/0001-21062835/motor-vehicles-motor-cycles/2006-toyota-camry-altise-acv36r-automatic-sedan,2006,toyota,camry,altise acv36r,109,$909,800,2026-02-12,15 February 2026,2,16
16063,1040,1000,https://www.grays.com/lot/0001-21062831/motor-vehicles-motor-cycles/2011-toyota-landcruiser-prado-gxl-grj150r-automatic-7-seats-wagon,2011,toyota,landcruiser,prado gxl grj150r,8677,"$11,800",3123,2026-02-12,15 February 2026,102,140
16062,1041,1000,https://www.grays.com/lot/0001-21062830/motor-vehicles-motor-cycles/2011-subaru-outback-2-0d-premium-b5a-turbo-diesel-manual-wagon,2011,subaru,outback,2.0d premium b5a,609,"$1,409",800,2026-02-12,15 February 2026,7,15
16061,1042,1000,https://www.grays.com/lot/0001-21062829/motor-vehicles-motor-cycles/2010-subaru-liberty-3-6r-premium-b5-automatic-sedan,2010,subaru,liberty,3.6r premium b5,209,"$2,109",1900,2026-02-12,15 February 2026,3,25
16060,1043,1000,https://www.grays.com/lot/0001-21062828/motor-vehicles-motor-cycles/2012-nissan-dualis-ti-j10-cvt-wagon,2012,nissan,dualis,ti j10,9,"$2,900",2891,2026-02-12,15 February 2026,1,40
16059,1044,1000,https://www.grays.com/lot/0001-21062827/motor-vehicles-motor-cycles/2008-honda-accord-vti-8th-gen-automatic-sedan,2008,honda,accord,vti 8th gen,109,$809,700,2026-02-12,15 February 2026,2,11
16058,1045,1000,https://www.grays.com/lot/0001-21062826/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-zze122r-manual-hatchback,2006,toyota,corolla,ascent zze122r,250,"$1,750",1500,2026-02-12,15 February 2026,5,31
16057,1046,1000,https://www.grays.com/lot/0001-21062825/motor-vehicles-motor-cycles/2008-subaru-forester-xs-s3-automatic-wagon,2008,subaru,forester,xs s3,409,"$3,813",3404,2026-02-12,15 February 2026,5,50
16056,1047,1000,https://www.grays.com/lot/0001-21062823/motor-vehicles-motor-cycles/2014-renault-captur-expression-automatic-wagon,2014,renault,captur,expression,609,"$5,009",4400,2026-02-12,17 February 2026,9,75
16055,1048,1000,https://www.grays.com/lot/0001-21062821/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-limited-wk-automatic-8-speed-wagon,2013,jeep,grand,cherokee limited wk,5300,"$7,700",2400,2026-02-12,16 February 2026,49,75
16054,1049,1000,https://www.grays.com/lot/0001-21062820/motor-vehicles-motor-cycles/2011-land-rover-range-rover-sport-3-0-tdv6-turbo-diesel-automatic-wagon,2011,land,rover,range rover sport 3.0 tdv6,2400,"$12,209",9809,2026-02-12,17 February 2026,31,164
16053,1050,1000,https://www.grays.com/lot/0001-21062819/motor-vehicles-motor-cycles/2010-honda-civic-vti-8th-gen-automatic-sedan,2010,honda,civic,vti 8th gen,1300,"$6,805",5505,2026-02-12,16 February 2026,18,89
16052,1051,1000,https://www.grays.com/lot/0001-21062790/motor-vehicles-motor-cycles/2012-ford-focus-trend-lw-automatic-hatchback,2012,ford,focus,trend lw,9,"$3,009",3000,2026-02-12,17 February 2026,0,32
16051,1052,1000,https://www.grays.com/lot/0001-21062789/motor-vehicles-motor-cycles/2012-bmw-x1-manual-wagon,2012,bmw,x1,,9,"$3,909",3900,2026-02-12,17 February 2026,1,67
16049,1054,1000,https://www.grays.com/lot/0001-21062762/motor-vehicles-motor-cycles/2016-toyota-alphard-import-automatic-8-seats-people-mover,2016,toyota,alphard,import automatic,109,"$25,300",25191,2026-02-12,17 February 2026,2,242
16044,1059,1000,https://www.grays.com/lot/0001-10352660/motor-vehicles-motor-cycles/2016-mitsubishi-outlander-ls-awd-safety-pack-zk-cvt-7-seats-wagon,2016,mitsubishi,outlander,ls awd safety pack zk,509,"$10,000",9491,2026-02-12,17 February 2026,6,119
16042,1061,1000,https://www.grays.com/lot/0001-10352640/motor-vehicles-motor-cycles/2022-toyota-rav-4-gx-fwd-mxaa52r-cvt-wagon,2022,toyota,rav,4 gx fwd mxaa52r,909,"$23,900",22991,2026-02-12,16 February 2026,10,108
16037,1066,1000,https://www.grays.com/lot/0001-21062891/motor-vehicles-motor-cycles/2012-volvo-s60-t4-teknik-automatic-sedan,2012,volvo,s60,t4 teknik,209,"$5,500",5291,2026-11-02,16 February 2026,3,65
16036,1067,1000,https://www.grays.com/lot/0001-21062889/motor-vehicles-motor-cycles/2018-jaguar-e-pace-132kw-s-turbo-diesel-9-auto-wagon,2018,jaguar,e-pace,132kw s 9,809,"$14,900",14091,2026-11-02,16 February 2026,14,181
16035,1068,1000,https://www.grays.com/lot/0001-21062888/motor-vehicles-motor-cycles/2017-audi-q3-1-4-tfsi-cod-8u-automatic-wagon,2017,audi,q3,1.4 tfsi cod 8u,609,"$8,909",8300,2026-11-02,16 February 2026,7,124
16034,1069,1000,https://www.grays.com/lot/0001-21062887/motor-vehicles-motor-cycles/2010-mitsubishi-outlander-ls-2wd-zh-manual-wagon,2010,mitsubishi,outlander,ls 2wd zh,9,"$1,010",1001,2026-11-02,16 February 2026,1,19
16033,1070,1000,https://www.grays.com/lot/0001-21062886/motor-vehicles-motor-cycles/2016-volkswagen-golf-92tsi-comfortline-a7-automatic-hatchback,2016,volkswagen,golf,92tsi comfortline a7,109,"$4,100",3991,2026-11-02,16 February 2026,2,55
16032,1071,1000,https://www.grays.com/lot/0001-21062885/motor-vehicles-motor-cycles/2016-mazda-bt-50-4x2-xtr-turbo-diesel-automatic-dual-cab,2016,mazda,bt-50,4x2 xtr,1500,"$16,800",15300,2026-11-02,16 February 2026,12,195
16031,1072,1000,https://www.grays.com/lot/0001-21062884/motor-vehicles-motor-cycles/2016-land-rover-range-rover-sport-4-4-sdv8-hse-td-at-8-speed-wagon,2016,land,rover,range rover sport 4.4 sdv8 hse td at,6109,"$44,200",38091,2026-11-02,16 February 2026,28,462
16030,1073,1000,https://www.grays.com/lot/0001-21062883/motor-vehicles-motor-cycles/2013-nissan-juke-st-f15-cvt-wagon,2013,nissan,juke,st f15,209,"$5,319",5110,2026-11-02,16 February 2026,5,85
16029,1074,1000,https://www.grays.com/lot/0001-21062882/motor-vehicles-motor-cycles/2013-bmw-x1-sdrive-18d-e84-lci-turbo-diesel-automatic-8-speed-wagon,2013,bmw,x1,sdrive 18d e84 lci,500,"$7,800",7300,2026-11-02,16 February 2026,6,111
16028,1075,1000,https://www.grays.com/lot/0001-21062881/motor-vehicles-motor-cycles/2013-audi-a3-automatic-hatchback,2013,audi,a3,,409,"$6,100",5691,2026-11-02,16 February 2026,7,102
16027,1076,1000,https://www.grays.com/lot/0001-21062878/motor-vehicles-motor-cycles/2010-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,2010,bmw,x5,xdrive 30d e70 lci,409,"$5,100",4691,2026-11-02,16 February 2026,5,37
16026,1077,1000,https://www.grays.com/lot/0001-21062877/motor-vehicles-motor-cycles/2008-holden-commodore-ss-v-ve-automatic-sedan,2008,holden,commodore,ss v ve,509,"$9,200",8691,2026-11-02,16 February 2026,6,147
16025,1078,1000,https://www.grays.com/lot/0001-21062876/motor-vehicles-motor-cycles/2010-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,2010,bmw,x3,xdrive 20d f25,9,"$3,609",3600,2026-11-02,16 February 2026,1,44
16024,1079,1000,https://www.grays.com/lot/0001-21062873/motor-vehicles-motor-cycles/2008-bmw-120i-20i-e87-automatic-hatchback,2008,bmw,120i,20i e87,9,$309,300,2026-11-02,16 February 2026,0,4
16022,1081,1000,https://www.grays.com/lot/0001-21062871/motor-vehicles-motor-cycles/2006-mitsubishi-outlander-ls-zf-automatic-wagon,2006,mitsubishi,outlander,ls zf,9,"$1,809",1800,2026-11-02,16 February 2026,1,19
16021,1082,1000,https://www.grays.com/lot/0001-21062870/motor-vehicles-motor-cycles/2010-mazda-2-neo-de-automatic-hatchback,2010,mazda,2,neo de,9,"$3,009",3000,2026-11-02,16 February 2026,1,31
16020,1083,1000,https://www.grays.com/lot/0001-21062869/motor-vehicles-motor-cycles/2015-peugeot-2008-active-automatic-wagon,2015,peugeot,2008,active,109,"$4,700",4591,2026-11-02,16 February 2026,2,68
16019,1084,1000,https://www.grays.com/lot/0001-21062867/motor-vehicles-motor-cycles/2006-suzuki-swift-ez-automatic-hatchback,2006,suzuki,swift,ez,9,"$1,709",1700,2026-11-02,15 February 2026,0,20
16018,1085,1000,https://www.grays.com/lot/0001-21062866/motor-vehicles-motor-cycles/2008-mazda-2-maxx-de-automatic-hatchback,2008,mazda,2,maxx de,109,"$3,909",3800,2026-11-02,15 February 2026,2,50
16017,1086,1000,https://www.grays.com/lot/0001-21062865/motor-vehicles-motor-cycles/2009-bmw-118i-18i-e87-automatic-hatchback,2009,bmw,118i,18i e87,9,"$2,009",2000,2026-11-02,15 February 2026,0,23
16016,1087,1000,https://www.grays.com/lot/0001-21062863/motor-vehicles-motor-cycles/2013-mazda-cx-5-akera-ke-turbo-diesel-automatic-wagon,2013,mazda,cx-5,akera ke,109,"$4,100",3991,2026-11-02,15 February 2026,2,39
16014,1089,1000,https://www.grays.com/lot/0001-21062839/motor-vehicles-motor-cycles/2010-ford-territory-ts-sy-ii-automatic-wagon,2010,ford,territory,ts sy ii,709,"$2,837",2128,2026-11-02,16 February 2026,12,38
16012,1091,1000,https://www.grays.com/lot/0001-21062818/motor-vehicles-motor-cycles/2015-mercedes-benz-gle-class-gle350d-4matic-w166-turbo-diesel-at-wagon,2015,mercedes,benz,gle-class gle350d 4matic w166 at,6240,"$14,310",8070,2026-11-02,15 February 2026,69,172
16011,1092,1000,https://www.grays.com/lot/0001-21062817/motor-vehicles-motor-cycles/2007-volkswagen-golf-2-0-tdi-comfortline-a5-turbo-diesel-at-hatchback,2007,volkswagen,golf,2.0 tdi comfortline a5 at,309,"$1,809",1500,2026-11-02,15 February 2026,4,19
16010,1093,1000,https://www.grays.com/lot/0001-21062816/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,2014,hyundai,i30,trophy gd,809,"$3,302",2493,2026-11-02,15 February 2026,6,41
16009,1094,1000,https://www.grays.com/lot/0001-21062814/motor-vehicles-motor-cycles/2011-land-rover-discovery-2-7-tdv6-series-4-turbo-diesel-auto-7-seats-wagon,2011,land,rover,discovery 2.7 tdv6 series 4,1700,"$7,000",5300,2026-11-02,15 February 2026,8,71
16008,1095,1000,https://www.grays.com/lot/0001-21062813/motor-vehicles-motor-cycles/2016-holden-cruze-z-series-jh-automatic-hatchback,2016,holden,cruze,z series jh,9,"$2,110",2101,2026-11-02,15 February 2026,0,26
16007,1096,1000,https://www.grays.com/lot/0001-21062812/motor-vehicles-motor-cycles/2016-audi-q5-2-0-tdi-quattro-8r-turbo-diesel-automatic-wagon,2016,audi,q5,2.0 tdi quattro 8r,1309,"$9,100",7791,2026-11-02,15 February 2026,14,118
16006,1097,1000,https://www.grays.com/lot/0001-21062811/motor-vehicles-motor-cycles/2015-volkswagen-golf-alltrack-132tsi-a7-automatic-wagon,2015,volkswagen,golf,alltrack 132tsi a7,509,"$5,100",4591,2026-11-02,15 February 2026,8,56
16005,1098,1000,https://www.grays.com/lot/0001-21062809/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-wk-turbo-diesel-automatic-wagon,2012,jeep,grand,cherokee laredo wk,500,"$2,900",2400,2026-11-02,15 February 2026,3,46
16004,1099,1000,https://www.grays.com/lot/0001-21062808/motor-vehicles-motor-cycles/2013-alfa-romeo-giulietta-progression-automatic-hatchback,2013,alfa,romeo,giulietta progression,9,"$2,000",1991,2026-11-02,15 February 2026,1,23
16003,1100,1100,https://www.grays.com/lot/0001-21062807/motor-vehicles-motor-cycles/2007-chrysler-pt-cruiser-grand-tourer-automatic-hatchback,2007,chrysler,pt,cruiser grand tourer,409,"$1,809",1400,2026-11-02,15 February 2026,5,26
16002,1101,1100,https://www.grays.com/lot/0001-21062806/motor-vehicles-motor-cycles/2005-ford-fiesta-ghia-wq-automatic-hatchback,2005,ford,fiesta,ghia wq,109,"$1,709",1600,2026-11-02,15 February 2026,2,22
16001,1102,1100,https://www.grays.com/lot/0001-21062805/motor-vehicles-motor-cycles/2004-mazda-bravo-dx-plus-freestyle-b2500-turbo-diesel-manual-ute,2004,mazda,bravo,dx plus freestyle b2500,109,"$1,575",1466,2026-11-02,15 February 2026,2,19
16000,1103,1100,https://www.grays.com/lot/0001-21062803/motor-vehicles-motor-cycles/2014-mitsubishi-outlander-es-4wd-zj-cvt-wagon,2014,mitsubishi,outlander,es 4wd zj,1000,"$4,000",3000,2026-11-02,15 February 2026,7,43
15999,1104,1100,https://www.grays.com/lot/0001-21062802/motor-vehicles-motor-cycles/2012-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,2012,volkswagen,passat,125tdi highline 3c,609,"$5,300",4691,2026-11-02,15 February 2026,10,67
15998,1105,1100,https://www.grays.com/lot/0001-21062801/motor-vehicles-motor-cycles/2019-ldv-t60-luxe-turbo-diesel-automatic-dual-cab,2019,ldv,t60,luxe,3700,"$8,000",4300,2026-11-02,15 February 2026,42,97
15997,1106,1100,https://www.grays.com/lot/0001-21062800/motor-vehicles-motor-cycles/2014-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,2014,volvo,xc90,d5 r-design,1409,"$7,000",5591,2026-11-02,15 February 2026,16,97
15996,1107,1100,https://www.grays.com/lot/0001-21062799/motor-vehicles-motor-cycles/2011-holden-captiva-5-2wd-cg-ii-manual-wagon,2011,holden,captiva,5 2wd cg ii,9,"$1,050",1041,2026-11-02,15 February 2026,1,14
15995,1108,1100,https://www.grays.com/lot/0001-21062798/motor-vehicles-motor-cycles/2008-volkswagen-passat-2-0-tdi-125kw-3c-turbo-diesel-automatic-wagon,2008,volkswagen,passat,2.0 tdi 125kw 3c,209,"$1,009",800,2026-11-02,15 February 2026,3,14
15994,1109,1100,https://www.grays.com/lot/0001-21062797/motor-vehicles-motor-cycles/2008-kia-sorento-lx-bl-turbo-diesel-manual-wagon,2008,kia,sorento,lx bl,609,"$2,809",2200,2026-11-02,15 February 2026,9,37
15993,1110,1100,https://www.grays.com/lot/0001-21062796/motor-vehicles-motor-cycles/2003-holden-commodore-acclaim-vy-automatic-sedan,2003,holden,commodore,acclaim vy,1250,"$2,400",1150,2026-11-02,12 February 2026,23,42
15992,1111,1100,https://www.grays.com/lot/0001-21062795/motor-vehicles-motor-cycles/2009-toyota-yaris-yr-ncp90r-manual-hatchback,2009,toyota,yaris,yr ncp90r,709,"$2,009",1300,2026-11-02,15 February 2026,9,29
15991,1112,1100,https://www.grays.com/lot/0001-21062794/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,2015,nissan,pathfinder,st-l r52,5209,"$8,200",2991,2026-11-02,12 February 2026,93,121
15990,1113,1100,https://www.grays.com/lot/0001-21062793/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-automatic-coupe,2013,hyundai,veloster,sr turbo fs,1309,"$4,800",3491,2026-11-02,12 February 2026,14,55
15989,1114,1100,https://www.grays.com/lot/0001-21062792/motor-vehicles-motor-cycles/2013-ford-territory-tx-sz-turbo-diesel-automatic-wagon,2013,ford,territory,tx sz,909,"$3,700",2791,2026-11-02,12 February 2026,11,43
15986,1117,1100,https://www.grays.com/lot/0001-21062779/motor-vehicles-motor-cycles/2016-volkswagen-tiguan-132tsi-comfortline-mk2-automatic-wagon,2016,volkswagen,tiguan,132tsi comfortline mk2,7500,"$10,600",3100,2026-11-02,12 February 2026,75,119
15985,1118,1100,https://www.grays.com/lot/0001-21062778/motor-vehicles-motor-cycles/2014-nissan-qashqai-tl-j11-turbo-diesel-cvt-wagon,2014,nissan,qashqai,tl j11,1909,"$4,309",2400,2026-11-02,12 February 2026,31,55
15984,1119,1100,https://www.grays.com/lot/0001-21062777/motor-vehicles-motor-cycles/2014-nissan-pathfinder-st-r52-cvt-7-seats-wagon,2014,nissan,pathfinder,st r52,709,"$5,400",4691,2026-11-02,12 February 2026,8,63
15983,1120,1100,https://www.grays.com/lot/0001-21062776/motor-vehicles-motor-cycles/2015-volkswagen-golf-r-a7-manual-hatchback,2015,volkswagen,golf,r a7,6400,"$8,300",1900,2026-11-02,12 February 2026,77,95
15982,1121,1100,https://www.grays.com/lot/0001-21062775/motor-vehicles-motor-cycles/2013-hyundai-i30-active-gd-automatic-hatchback,2013,hyundai,i30,active gd,2600,"$5,900",3300,2026-11-02,12 February 2026,28,82
15981,1122,1100,https://www.grays.com/lot/0001-21062774/motor-vehicles-motor-cycles/2013-alfa-romeo-giulietta-qv-manual-hatchback,2013,alfa,romeo,giulietta qv,1809,"$4,609",2800,2026-11-02,12 February 2026,28,73
15980,1123,1100,https://www.grays.com/lot/0001-21062773/motor-vehicles-motor-cycles/2012-volkswagen-passat-118tsi-3c-automatic-sedan,2012,volkswagen,passat,118tsi 3c,1600,"$2,100",500,2026-11-02,12 February 2026,17,20
15979,1124,1100,https://www.grays.com/lot/0001-21062772/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,2010,volkswagen,golf,gti a6,3409,"$6,309",2900,2026-11-02,12 February 2026,55,94
15978,1125,1100,https://www.grays.com/lot/0001-21062771/motor-vehicles-motor-cycles/2010-ford-ranger-xl-4x2-pk-turbo-diesel-automatic-dual-cab,2010,ford,ranger,xl 4x2 pk,2100,"$5,400",3300,2026-11-02,12 February 2026,40,104
15977,1126,1100,https://www.grays.com/lot/0001-21062770/motor-vehicles-motor-cycles/2008-audi-a6-2-0-tfsi-c6-cvt-sedan,2008,audi,a6,2.0 tfsi c6,9,$409,400,2026-11-02,12 February 2026,1,7
15975,1128,1100,https://www.grays.com/lot/0001-21062768/motor-vehicles-motor-cycles/2014-mercedes-s400-import-automatic-sedan,2014,mercedes,s400,import,7100,"$24,200",17100,2026-11-02,15 February 2026,71,229
15974,1129,1100,https://www.grays.com/lot/0001-21062767/motor-vehicles-motor-cycles/2015-renault-megane-gt-line-automatic-wagon,2015,renault,megane,gt-line,600,"$2,601",2001,2026-11-02,15 February 2026,2,33
15973,1130,1100,https://www.grays.com/lot/0001-21062766/motor-vehicles-motor-cycles/2004-mazda-6-luxury-sports-gg-automatic-hatchback,2004,mazda,6,luxury sports gg,9,"$1,909",1900,2026-11-02,15 February 2026,1,21
15971,1132,1100,https://www.grays.com/lot/0001-21062764/motor-vehicles-motor-cycles/2010-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,2010,volkswagen,passat,125tdi highline 3c,409,"$4,400",3991,2026-11-02,15 February 2026,7,65
15970,1133,1100,https://www.grays.com/lot/0001-21062763/motor-vehicles-motor-cycles/2003-toyota-rav-4-extreme-aca21r-automatic-wagon,2003,toyota,rav,4 extreme aca21r,300,$900,600,2026-11-02,15 February 2026,4,10
15967,1136,1100,https://www.grays.com/lot/0001-21062754/motor-vehicles-motor-cycles/2006-holden-viva-jf-automatic-hatchback,2006,holden,viva,jf,9,$609,600,2026-11-02,15 February 2026,1,7
15966,1137,1100,https://www.grays.com/lot/0001-21062753/motor-vehicles-motor-cycles/2015-bmw-2-series-220i-f22-automatic-8-speed-coupe,2015,bmw,2,series 220i f22,2800,"$15,000",12200,2026-11-02,15 February 2026,49,110
15965,1138,1100,https://www.grays.com/lot/0001-21062751/motor-vehicles-motor-cycles/2014-holden-cruze-sri-z-series-jh-automatic-sedan,2014,holden,cruze,sri z series jh,9,"$2,009",2000,2026-11-02,15 February 2026,1,34
15964,1139,1100,https://www.grays.com/lot/0001-21062749/motor-vehicles-motor-cycles/2015-ford-fiesta-ambiente-wz-automatic-hatchback,2015,ford,fiesta,ambiente wz,9,"$3,600",3591,2026-11-02,15 February 2026,1,42
15963,1140,1100,https://www.grays.com/lot/0001-21062747/motor-vehicles-motor-cycles/2015-toyota-rav-4-fwd-gx-zsa42r-cvt-wagon,2015,toyota,rav,4 fwd gx zsa42r,4200,"$14,800",10600,2026-11-02,16 February 2026,33,141
15960,1143,1100,https://www.grays.com/lot/0001-21062743/motor-vehicles-motor-cycles/2016-toyota-camry-altise-asv50r-automatic-sedan,2016,toyota,camry,altise asv50r,409,"$9,350",8941,2026-11-02,15 February 2026,6,124
15959,1144,1100,https://www.grays.com/lot/0001-21062741/motor-vehicles-motor-cycles/2013-mercedes-benz-e350-automatic-sedan,2013,mercedes-benz,e350,,3909,"$15,900",11991,2026-11-02,16 February 2026,76,198
15958,1145,1100,https://www.grays.com/lot/0001-21062739/motor-vehicles-motor-cycles/2011-volkswagen-touareg-v6-fsi-7p-automatic-8-speed-wagon,2011,volkswagen,touareg,v6 fsi 7p,9,"$4,909",4900,2026-11-02,15 February 2026,1,72
15957,1146,1100,https://www.grays.com/lot/0001-21062716/motor-vehicles-motor-cycles/2016-holden-spark-lt-mp-cvt-hatchback,2016,holden,spark,lt mp,1100,"$2,700",1600,2026-11-02,12 February 2026,11,27
15956,1147,1100,https://www.grays.com/lot/0001-21062715/motor-vehicles-motor-cycles/2013-bmw-x5-xdrive-40d-sport-e70-lci-t-d-auto-8-speed-7-seats-wagon,2013,bmw,x5,xdrive 40d sport e70 lci t d,2200,"$5,201",3001,2026-11-02,12 February 2026,37,68
15955,1148,1100,https://www.grays.com/lot/0001-21062714/motor-vehicles-motor-cycles/2002-toyota-camry-ateva-acv36r-automatic-sedan,2002,toyota,camry,ateva acv36r,809,"$3,900",3091,2026-11-02,12 February 2026,9,46
15953,1150,1100,https://www.grays.com/lot/0001-21062697/motor-vehicles-motor-cycles/2012-hyundai-i30-elite-gd-automatic-hatchback,2012,hyundai,i30,elite gd,609,"$5,600",4991,2026-11-02,16 February 2026,7,65
15952,1151,1100,https://www.grays.com/lot/0001-21062693/motor-vehicles-motor-cycles/2008-volkswagen-golf-gti-a5-automatic-hatchback,2008,volkswagen,golf,gti a5,309,"$1,109",800,2026-11-02,12 February 2026,5,13
15951,1152,1100,https://www.grays.com/lot/0001-21062689/motor-vehicles-motor-cycles/2008-peugeot-308-xse-hdi-touring-turbo-diesel-automatic-wagon,2008,peugeot,308,xse hdi touring,9,$109,100,2026-11-02,15 February 2026,0,2
15950,1153,1100,https://www.grays.com/lot/0001-21062681/motor-vehicles-motor-cycles/2013-audi-q3-2-0-tfsi-quattro-8u-automatic-wagon,2013,audi,q3,2.0 tfsi quattro 8u,3109,"$6,900",3791,2026-11-02,12 February 2026,45,87
15949,1154,1100,https://www.grays.com/lot/0001-21062673/motor-vehicles-motor-cycles/2021-toyota-landcruiser-prado-gx-gdj150r-turbo-diesel-automatic-wagon,2021,toyota,landcruiser,prado gx gdj150r,22488,"$40,100",17612,2026-11-02,12 February 2026,51,187
15948,1155,1100,https://www.grays.com/lot/0001-21062624/motor-vehicles-motor-cycles/2004-bmw-330i-m-sport-e46-automatic-sedan,2004,bmw,330i,m-sport e46,109,"$1,809",1700,2026-11-02,15 February 2026,2,27
15947,1156,1100,https://www.grays.com/lot/0001-21062581/motor-vehicles-motor-cycles/2014-mini-cooper-countryman-sd-all4-r60-turbo-diesel-automatic-wagon,2014,mini,cooper,countryman sd all4 r60,2400,"$12,900",10500,2026-11-02,15 February 2026,42,59
15946,1157,1100,https://www.grays.com/lot/0001-21062480/motor-vehicles-motor-cycles/2011-audi-a7-sportback-3-0-tdi-quattro-4g-turbo-diesel-automatic-hatchback,2011,audi,a7,sportback 3.0 tdi quattro 4g,10000,"$10,800",800,2026-11-02,12 February 2026,77,86
15945,1158,1100,https://www.grays.com/lot/0001-21062467/motor-vehicles-motor-cycles/2007-toyota-yaris-yrs-ncp93r-automatic-sedan,2007,toyota,yaris,yrs ncp93r,9,"$3,309",3300,2026-11-02,15 February 2026,1,46
15938,1165,1100,https://www.grays.com/lot/0001-10352625/motor-vehicles-motor-cycles/2015-mini-cooper-f55-automatic-wagon,2015,mini,cooper,f55,321,"$6,210",5889,2026-11-02,16 February 2026,4,73
15937,1166,1100,https://www.grays.com/lot/0001-10352611/motor-vehicles-motor-cycles/2008-holden-ute-sv6-ve-automatic-ute,2008,holden,ute,sv6 ve,509,"$3,210",2701,2026-11-02,15 February 2026,12,54
15932,1171,1100,https://www.grays.com/lot/0001-10352603/motor-vehicles-motor-cycles/2002-holden-calais-vx-automatic-sedan,2002,holden,calais,vx,1109,"$5,700",4591,2026-11-02,15 February 2026,16,57
