snapshot_ts,url,price_text,price_numeric,bids_numeric,time_remaining_text,time_remaining_hours,status,location,location_state,auction_site
2026-03-01T18:15:36.613990,https://www.grays.com/lot/0001-21063276/motor-vehicles-motor-cycles/2012-ford-territory-ts-sz-turbo-diesel-automatic-7-seats-wagon,5009.0,5009.0,57,,,Sold,vic,VIC,lot
2026-03-01T18:15:47.055177,https://www.grays.com/lot/0001-21063390/motor-vehicles-motor-cycles/2018-ldv-t60-luxe-turbo-diesel-automatic-dual-cab,6200.0,6200.0,73,,,Sold,vic,VIC,lot
2026-03-01T18:15:58.841492,https://www.grays.com/lot/0001-21063391/motor-vehicles-motor-cycles/2008-mitsubishi-lancer-vrx-cj-manual-sedan,1909.0,1909.0,20,,,Sold,vic,VIC,lot
2026-03-02T06:33:33.684776,https://www.grays.com/lot/0001-10054552/motor-vehicles-motor-cycles/1989-holden-commodore-automatic-sedan,509.0,509.0,7,1d 2h 31m30s,26.525,Active,nsw,NSW,lot
2026-03-02T06:34:04.185605,https://www.grays.com/lot/0001-10352630/motor-vehicles-motor-cycles/2012-mazda-bt-50-4x4-gt-turbo-diesel-automatic-dual-cab,,,54,,,Referred,nsw,NSW,lot
2026-03-02T06:34:42.025363,https://www.grays.com/lot/0001-10352641/motor-vehicles-motor-cycles/2018-toyota-camry-ascent-asv70r-automatic-sedan,,,60,,,Referred,nsw,NSW,lot
2026-03-02T06:35:22.417788,https://www.grays.com/lot/0001-10352695/motor-vehicles-motor-cycles/2012-volvo-xc60-d5-r-design-turbo-diesel-automatic-wagon,,,19,,,Referred,nsw,NSW,lot
2026-03-02T06:36:00.465454,https://www.grays.com/lot/0001-10352698/motor-vehicles-motor-cycles/2016-hyundai-accent-active-rb-cvt-hatchback,3300.0,3300.0,45,,,Sold,nsw,NSW,lot
2026-03-02T06:36:32.050023,https://www.grays.com/lot/0001-10352699/motor-vehicles-motor-cycles/2014-bmw-x5-sdrive-25d-f15-turbo-diesel-automatic-8-speed-wagon,,,8,,,Referred,nsw,NSW,lot
2026-03-02T06:37:13.900122,https://www.grays.com/lot/0001-10352701/motor-vehicles-motor-cycles/2005-mini-cooper-cabrio-s-manual-convertible,1509.0,1509.0,20,,,Sold,nsw,NSW,lot
2026-03-02T06:38:15.668327,https://www.grays.com/lot/0001-10352702/motor-vehicles-motor-cycles/2018-mazda-bt-50-4x2-xt-turbo-diesel-automatic-cab-chassis,,,60,,,Referred,nsw,NSW,lot
2026-03-02T06:39:13.365694,https://www.grays.com/lot/0001-10352703/motor-vehicles-motor-cycles/2012-volkswagen-golf-118tsi-comfortline-a6-automatic-hatchback,1109.0,1109.0,18,,,Sold,nsw,NSW,lot
2026-03-02T06:39:57.496980,https://www.grays.com/lot/0001-10352704/motor-vehicles-motor-cycles/2002-toyota-hiace-sbv-lwb-rch22r-manual-van,1509.0,1509.0,23,,,Sold,nsw,NSW,lot
2026-03-02T06:40:57.626489,https://www.grays.com/lot/0001-10352706/motor-vehicles-motor-cycles/2016-nissan-patrol-3-0l-st-gu-turbo-diesel-automatic-7-seats-wagon,,,33,,,Referred,nsw,NSW,lot
2026-03-02T06:42:08.554695,https://www.grays.com/lot/0001-10352707/motor-vehicles-motor-cycles/1995-holden-commodore-executive-vr-automatic-sedan,1209.0,1209.0,16,,,Sold,nsw,NSW,lot
2026-03-02T06:42:54.554706,https://www.grays.com/lot/0001-10352708/motor-vehicles-motor-cycles/2008-bmw-3-series-323i-e92-automatic-coupe,810.0,810.0,11,,,Sold,nsw,NSW,lot
2026-03-02T06:43:32.650256,https://www.grays.com/lot/0001-10352709/motor-vehicles-motor-cycles/2005-land-rover-range-rover-sport-automatic-wagon-pinkslip-issued-11-2-26,5109.0,5109.0,68,,,Sold,nsw,NSW,lot
2026-03-02T06:44:09.440064,https://www.grays.com/lot/0001-10352712/motor-vehicles-motor-cycles/2018-toyota-hiace-kdh223r-turbo-diesel-automatic-12-seats-bus,,,206,,,Referred,nsw,NSW,lot
2026-03-02T06:44:37.102620,https://www.grays.com/lot/0001-10352713/motor-vehicles-motor-cycles/2012-toyota-landcruiser-prado-gx-kdj150r-turbo-diesel-manual-wagon,8200.0,8200.0,91,,,Sold,nsw,NSW,lot
2026-03-02T06:45:11.391550,https://www.grays.com/lot/0001-10352714/motor-vehicles-motor-cycles/2016-ford-falcon-fg-x-automatic-cab-chassis,6009.0,6009.0,102,,,Sold,nsw,NSW,lot
2026-03-02T06:45:48.795698,https://www.grays.com/lot/0001-10352716/motor-vehicles-motor-cycles/2015-nissan-juke-ti-s-f15-ii-manual-wagon,3509.0,3509.0,52,,,Sold,nsw,NSW,lot
2026-03-02T06:46:32.032304,https://www.grays.com/lot/0001-10352717/motor-vehicles-motor-cycles/2008-subaru-liberty-2-5i-heritage-b4-manual-sedan,209.0,209.0,3,,,Sold,nsw,NSW,lot
2026-03-02T06:46:57.255531,https://www.grays.com/lot/0001-10352718/motor-vehicles-motor-cycles/2015-jaguar-xe-25t-portfolio-automatic-8-speed-sedan,,,113,,,Referred,nsw,NSW,lot
2026-03-02T06:47:18.652839,https://www.grays.com/lot/0001-10352719/motor-vehicles-motor-cycles/2014-toyota-hilux-4x2-workmate-tgn16r-automatic-cab-chassis,12100.0,12100.0,131,,,Sold,nsw,NSW,lot
2026-03-02T06:48:04.238771,https://www.grays.com/lot/0001-10352721/motor-vehicles-motor-cycles/2016-renault-koleos-zen-4x2-xzg-cvt-wagon,,,54,,,Referred,nsw,NSW,lot
2026-03-02T06:48:37.662628,https://www.grays.com/lot/0001-10352722/motor-vehicles-motor-cycles/2009-mercedes-benz-clc-200-200k-cl203-automatic-coupe,809.0,809.0,9,,,Sold,nsw,NSW,lot
2026-03-02T06:49:12.420186,https://www.grays.com/lot/0001-10352723/motor-vehicles-motor-cycles/2012-mitsubishi-mirage-ls-la-manual-hatchback,809.0,809.0,13,,,Sold,nsw,NSW,lot
2026-03-02T06:49:36.930376,https://www.grays.com/lot/0001-10352724/motor-vehicles-motor-cycles/2010-mercedes-benz-c200-cgi-w204-automatic-sedan,2100.0,2100.0,17,,,Sold,nsw,NSW,lot
2026-03-02T06:50:10.195666,https://www.grays.com/lot/0001-10352725/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,,,56,,,Referred,nsw,NSW,lot
2026-03-02T06:50:52.646257,https://www.grays.com/lot/0001-10352726/motor-vehicles-motor-cycles/2018-hsv-colorado-sportscat-rg-turbo-diesel-automatic-dual-cab,,,67,,,Referred,nsw,NSW,lot
2026-03-02T06:51:38.218170,https://www.grays.com/lot/0001-10352727/motor-vehicles-motor-cycles/2010-audi-q5-2-0-tfsi-quattro-8r-automatic-wagon,1009.0,1009.0,16,,,Sold,nsw,NSW,lot
