snapshot_ts,url,price_text,price_numeric,bids_numeric,time_remaining_text,time_remaining_hours,status,location,location_state,auction_site
2026-02-01T00:15:23.344247,https://www.grays.com/lot/0001-21062129/motor-vehicles-motor-cycles/2020-toyota-hilux-4x2-workmate-tgn121r-automatic-cab-chassis,10300.0,10300.0,162,8h 44m37s,8.744,Active,VIC,VIC,lot
2026-02-01T00:15:36.857482,https://www.grays.com/lot/0001-21062144/motor-vehicles-motor-cycles/2015-hyundai-santa-fe-highlander-dm-turbo-diesel-automatic-7-seats-wagon,7900.0,7900.0,21,8h 44m24s,8.74,Active,VIC,VIC,lot
2026-02-01T00:15:45.940856,https://www.grays.com/lot/0001-21062193/motor-vehicles-motor-cycles/2009-ford-fiesta-cl-ws-automatic-hatchback,209.0,209.0,3,8h 44m15s,8.737,Active,VIC,VIC,lot
2026-02-01T00:15:59.994177,https://www.grays.com/lot/0001-21062242/motor-vehicles-motor-cycles/2005-ford-falcon-xr6-ba-ii-automatic-sedan,1400.0,1400.0,5,8h 44m0s,8.733,Active,VIC,VIC,lot
2026-02-01T00:16:10.442816,https://www.grays.com/lot/0001-21062243/motor-vehicles-motor-cycles/2009-volvo-xc90-3-2-automatic-7-seats-wagon,409.0,409.0,10,8h 43m51s,8.731,Active,VIC,VIC,lot
2026-02-01T00:16:38.005060,https://www.grays.com/lot/0001-21062244/motor-vehicles-motor-cycles/2016-nissan-navara-4x2-st-np300-turbo-diesel-automatic-dual-cab,6400.0,6400.0,67,8h 43m22s,8.723,Active,VIC,VIC,lot
2026-02-01T00:16:51.272024,https://www.grays.com/lot/0001-21062246/motor-vehicles-motor-cycles/2012-toyota-corolla-ascent-sport-zre182r-automatic-hatchback,5409.0,5409.0,58,8h 43m10s,8.719,Active,VIC,VIC,lot
2026-02-01T00:17:14.491875,https://www.grays.com/lot/0001-21062247/motor-vehicles-motor-cycles/2015-holden-captiva-5-lt-2wd-cg-ii-automatic-wagon,209.0,209.0,3,8h 42m46s,8.713,Active,VIC,VIC,lot
2026-02-01T00:17:24.318744,https://www.grays.com/lot/0001-21062248/motor-vehicles-motor-cycles/2015-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,7600.0,7600.0,63,8h 42m36s,8.71,Active,VIC,VIC,lot
2026-02-01T00:17:33.470003,https://www.grays.com/lot/0001-21062249/motor-vehicles-motor-cycles/2013-nissan-pulsar-st-l-c12-cvt-hatchback,2509.0,2509.0,34,8h 42m28s,8.708,Active,VIC,VIC,lot
