snapshot_ts,url,price_text,price_numeric,bids_numeric,time_remaining_text,time_remaining_hours,status,location,location_state,auction_site
,https://www.grays.com/lot/0001-21061672/motor-vehicles-motor-cycles/2009-bmw-118i-18i-e87-automatic-hatchback,1409.0,1409.0,19,,,Sold,VIC,VIC,lot
,https://www.grays.com/lot/0001-21062755/motor-vehicles-motor-cycles/2005-audi-a6-3-2-fsi-quattro-c6-automatic-wagon,1009.0,1009.0,20,18h 44m18s,18.738,Active,vic,VIC,lot
