year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,group_id,reason_code,audit_ts
2013,HOLDEN,Captiva,7 SX 2WD CG II,Wagon,Automatic,Diesel,154027,7.0,KL3CA266JDB078817,1VS2ZY,08-02-2025,4,2.2,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045869/motor-vehicles-motor-cycles/2013-holden-captiva-7-sx-2wd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Back of the car
Large Dent on Rear bumper
Airbag light ON
Seat Torn driver",27,1909,2025-03-26,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2017,HYUNDAI,I30,Active PD,Hatchback,Automatic,Petrol,212493,5.0,KMHH351EMJU029670,1KY5UQ,07-06-2025,4,2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045900/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Corrosion visible Bonnet",30,8100,2025-03-26,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2014,FORD,Ranger,XL 4X4 PX Dual,Dual Cab,Automatic,Diesel,183744,5.0,MNAUMFF50EW251316,2BY8KU,12-07-2025,5,3.2,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045921/motor-vehicles-motor-cycles/2014-ford-ranger-xl-4x4-px-turbo-diesel-automatic-dual-cab,"Medium Dent on Rear driver side
Dents or marks on body consistent with age and kilometres.",147,11499,2025-03-26,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2016,FORD,Ranger,XLS 4X4 PX II Dual,Dual Cab,Automatic,Diesel,244999,5.0,MNAUMFF50GW604733,1IF9WY,02-09-2025,5,3.2,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045916/motor-vehicles-motor-cycles/2016-ford-ranger-xls-4x4-px-ii-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,119,10299,2025-03-26,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2013,HOLDEN,Cruze,SRi V JH,Hatchback,Automatic,Petrol,109953,5.0,6G1PE6EN7EL955032,1AU8LT,16-04-2025,4,1.6,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045856/motor-vehicles-motor-cycles/2013-holden-cruze-sri-v-jh-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",22,3000,2025-03-26,0,holden_cruze_hatch_petrol_auto_4cyl,,2026-01-19T05:05:39
2012,MAZDA,Cx-5,Maxx KE,Wagon,Automatic,Petrol,265786,5.0,JM0KE107100103443,YYY652,28-03-2025,4,2,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045778/motor-vehicles-motor-cycles/2012-mazda-cx-5-maxx-ke-automatic-wagon,"Paint fading Bonnet, roof, boot spoiler
Dents or marks on body consistent with age and kilometres.
Worn seats.",48,3109,2025-03-26,0,mazda_cx5_suv_petrol_auto_20,,2026-01-19T05:05:39
2009,HOLDEN,Commodore,International VE,Wagon,Automatic,Petrol,287973,5.0,6G1EK85799L339352,XBY041,14-04-2025,6,3.6,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045925/motor-vehicles-motor-cycles/2009-holden-commodore-international-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading On the hood
Hood Lining Sagging",32,2100,2025-03-26,0,holden_commodore_wagon_petrol_auto_v6,,2026-01-19T05:05:39
2016,HYUNDAI,I30,Active X GD II,Hatchback,Automatic,Petrol,218747,5.0,KMHD351EMHU344620,AIU814,11-07-2025,4,1.8,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045962/motor-vehicles-motor-cycles/2016-hyundai-i30-active-x-gd-ii-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",25,3709,2025-03-27,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2018,NISSAN,Navara,4X2 RX SERIES 3 Dual,Dual Cab,Automatic,Diesel,317113,5.0,MNTCB2D23A0013062,1NZ8WV,18-10-2025,4,2.3,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045975/motor-vehicles-motor-cycles/2018-nissan-navara-4x2-rx-series-3-turbo-diesel-automatic-dual-cab,"Medium Scuff on Front Passenger side
Large Scratch on Driver side rear side
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Seat Torn Drivers",81,5900,2025-03-27,0,nissan_navara_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2016,VOLKSWAGEN,Golf,92TSI COMFORTLINE A7,Hatchback,Automatic,Petrol,81358,5.0,WVWZZZAUZGW216425,1IA9SW,04-05-2025,4,1.4,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045969/motor-vehicles-motor-cycles/2016-volkswagen-golf-92tsi-comfortline-a7-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,110,10599,2025-03-27,0,volkswagen_golf_hatch_petrol_auto_base,,2026-01-19T05:05:39
2009,HOLDEN,Commodore,Omega VE,Wagon,Automatic,Petrol,268079,5.0,6G1EK85709L315506,1XL2XZ,22-09-2025,6,3.6,Gold,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045966/motor-vehicles-motor-cycles/2009-holden-commodore-omega-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON",6,409,2025-03-27,0,holden_commodore_wagon_petrol_auto_v6,,2026-01-19T05:05:39
2005,HOLDEN,Commodore,Equipe VZ,Sedan,Automatic,Petrol,167257,5.0,6G1ZK52B85L476088,ZHL375,02-04-2025,6,3.6,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045978/motor-vehicles-motor-cycles/2005-holden-commodore-equipe-vz-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front and rear bumper
Paint peeling Rear bumper
Large Scuff on Front bumper
Front bumper damage Cracked bumper.
Large Dent on Front drivers guard
Medium Scratch on Rear passenger side door and quarter panel",6,509,2025-03-27,0,holden_commodore_sedan_petrol_auto_v6,,2026-01-19T05:05:39
2001,HOLDEN,Commodore,S VX,Sedan,Automatic,Petrol,484000,5.0,6H8VXK69A1L742647,UCH889,06-04-2025,6,3.8,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045940/motor-vehicles-motor-cycles/2001-holden-commodore-s-vx-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
ABS light ON
Front Seat worn Drivers
Radio Missing",9,709,2025-03-27,0,holden_commodore_sedan_petrol_auto_v6,,2026-01-19T05:05:39
2013,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Petrol,183220,5.0,JM0KE103100208300,1BH2NU,21-03-2025,4,2.5,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045968/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-automatic-wagon,Dents or marks on body consistent with age and kilometres.,161,11900,2025-03-27,0,mazda_cx5_suv_petrol_auto_25,,2026-01-19T05:05:39
2013,HYUNDAI,I30,Premium GD,Hatchback,Automatic,Petrol,137098,5.0,KMHD351EMDU120040,1AM3YQ,23-01-2026,4,1.8,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045886/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",114,8300,2025-03-27,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2016,HOLDEN,Captiva,7 LTZ AWD CG II,Wagon,Automatic,Diesel,170005,7.0,KL3CD2669GB525828,No plates,Unregistered,4,2.2,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046029/motor-vehicles-motor-cycles/2016-holden-captiva-7-ltz-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Mirrors",35,4600,2025-03-30,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2012,HOLDEN,Captiva,7 LX AWD CG II,Wagon,Automatic,Diesel,190914,7.0,KL3CD266JBB150126,1YM2XR,10-05-2025,4,2.2,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046057/motor-vehicles-motor-cycles/2012-holden-captiva-7-lx-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Seat Torn Drivers seat
Door card Worn.
Dents or marks on body consistent with age and kilometres.
Paint fading Tailgate spoiler
Dents or marks on body consistent with age and kilometres.",30,1909,2025-03-30,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2010,HOLDEN,Captiva,CX AWD CG,Wagon,Automatic,Diesel,239325,7.0,KL3CD26RJAB029002,No Plates,Unregistered,4,2,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046071/motor-vehicles-motor-cycles/2010-holden-captiva-cx-awd-cg-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear bumper",16,1209,2025-03-30,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2014,HYUNDAI,I30,Active GD,Hatchback,Automatic,Petrol,132256,5.0,KMHD251EMEU216977,1CT2RR,22-08-2025,4,1.8,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046040/motor-vehicles-motor-cycles/2014-hyundai-i30-active-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",50,6100,2025-03-30,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2014,FORD,Ranger,XLT 4X2 Hi-Rider PX Dual,Dual Cab,Automatic,Diesel,177871,5.0,MNAUMFF50EW250339,1KS1CX,28-03-2025,5,3.2,Black,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046002/motor-vehicles-motor-cycles/2014-ford-ranger-xlt-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,199,12709,2025-03-30,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2013,FORD,Ranger,XL 4X2 Hi-Rider PX Dual,Dual Cab,Automatic,Diesel,200299,5.0,MNAUMFF80DW220092,no plates,Unregistered,4,2.2,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046051/motor-vehicles-motor-cycles/2013-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bar,
Large Dent on LHF door, LHR door, LH B pillar
Windscreen Chipped or Cracked.",1,6000,2025-03-30,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2013,VOLKSWAGEN,Golf,90TSI Comfortline A7,Hatchback,Automatic,Petrol,174138,5.0,WVWZZZAUZEW134128,1DF1PS,24-07-2025,4,1.4,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046022/motor-vehicles-motor-cycles/2013-volkswagen-golf-90tsi-comfortline-a7-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,81,7020,2025-03-30,0,volkswagen_golf_hatch_petrol_auto_base,,2026-01-19T05:05:39
2011,HOLDEN,Commodore,SV6 VE,Sedan,Automatic,Petrol,193072,5.0,6G1EK5EV0BL526319,No plates,Unregistered,6,3.6,Red,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046004/motor-vehicles-motor-cycles/2011-holden-commodore-sv6-ve-automatic-sedan,"Engine light ON
Engine noise observed.
Body/panel damage front bumper and LHF guard
Large Scratch on LHR guard/door
Large Scratch on rear bumper",22,2009,2025-03-30,0,holden_commodore_sedan_petrol_auto_v6,,2026-01-19T05:05:39
2002,HOLDEN,Commodore,Executive Y Series,Wagon,Automatic,Petrol,425500,5.0,6G1YK82A23L924648,no plates,Unregistered,6,3.8,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046191/motor-vehicles-motor-cycles/2002-holden-commodore-executive-y-series-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Around the car
Engine noise observed.
Paint fading On the hood",2,109,2025-03-30,0,holden_commodore_wagon_petrol_auto_v6,,2026-01-19T05:05:39
2011,MAZDA,3,Neo BL,Hatchback,Automatic,Petrol,179235,5.0,JM0BL10F100217624,YFF055,09-06-2025,4,2,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046024/motor-vehicles-motor-cycles/2011-mazda-3-neo-bl-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof/ panel across all vehicle
Medium Scratch on Next to fuel cap",63,6200,2025-03-30,0,mazda_3_hatch_petrol_auto_20_na,,2026-01-19T05:05:39
2013,HOLDEN,Captiva,7 SX 2WD CG II,Wagon,Automatic,Diesel,154128,7.0,KL3CA266JDB073948,1BR9IF,30-05-2025,4,2.2,Gold,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046257/motor-vehicles-motor-cycles/2013-holden-captiva-7-sx-2wd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Windscreen Chipped or Cracked.
Seat Torn Drivers seat
Rear bar Cracked bumper.
Large Scuff on Front bar
Dents or marks on body consistent with age and kilometres.",35,2450,2025-03-31,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2007,HOLDEN,Captiva,SX (4x4) CG,Wagon,Automatic,Diesel,153669,5.0,KL3CD26RJ7B124815,UZE443,29-10-2025,4,2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046441/motor-vehicles-motor-cycles/2007-holden-captiva-sx-4x4-cg-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
ABS light ON
Traction control light ON",7,609,2025-03-31,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2013,HYUNDAI,I30,Premium GD,Hatchback,Automatic,Petrol,159973,5.0,KMHD351EMDU124586,1FS4VL,26-04-2025,4,1.8,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046434/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Dent on Drivers door",79,7200,2025-03-31,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2014,HYUNDAI,I30,TROPHY GD,Hatchback,Automatic,Petrol,163894,5.0,KMHD351EMEU242851,1ED3WH,24-05-2025,4,1.8,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046276/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres
Engine noise observed.",35,5900,2025-03-31,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2013,FORD,Ranger,XL 4X4 PX Dual,Dual Cab,Automatic,Diesel,257138,5.0,MNAUMFF80DW195619,1MG6TO,07-02-2025,4,2.2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046304/motor-vehicles-motor-cycles/2013-ford-ranger-xl-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",1,10009,2025-03-31,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2011,VOLKSWAGEN,Golf,90TSI Trendline A6,Hatchback,Automatic,Petrol,197999,5.0,WVWZZZ1KZCP007337,YTF623,11-01-2026,4,1.4,Black,Black,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046472/motor-vehicles-motor-cycles/2011-volkswagen-golf-90tsi-trendline-a6-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",24,2309,2025-03-31,0,volkswagen_golf_hatch_petrol_auto_base,,2026-01-19T05:05:39
2010,NISSAN,Navara,ST-X (4x4) D40 Dual,Dual Cab,Automatic,Diesel,415760,5.0,VSKCVND40A0392318,No Plates,Unregistered,4,2.5,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046475/motor-vehicles-motor-cycles/2010-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,38,2250,2025-04-02,0,nissan_navara_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2009,VOLKSWAGEN,Golf,118TSI Comfortline A6 Luxury Pack,Hatchback,Automatic,Petrol,114816,5.0,WVWZZZ1KZAW124110,BGJ718,27-11-2025,4,1.4,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046420/motor-vehicles-motor-cycles/2009-volkswagen-golf-118tsi-comfortline-a6-luxury-pack-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,85,7200,2025-04-02,0,volkswagen_golf_hatch_petrol_auto_base,,2026-01-19T05:05:39
2014,HYUNDAI,I30,TROPHY GD,Hatchback,Automatic,Petrol,207932,5.0,KMHD351EMEU235672,1EC9TL,30-04-2025,4,1.8,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046561/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,72,5000,2025-04-03,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2018,HOLDEN,Captiva,7 LTZ (AWD) CG II,Wagon,Automatic,Diesel,119036,7.0,KL3CD2669JB027455,1MP2NZ,02-07-2025,4,2.2,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046642/motor-vehicles-motor-cycles/2018-holden-captiva-7-ltz-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,77,7101,2025-04-06,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2011,HOLDEN,Commodore,Omega VE,Sedan,Automatic,Petrol,304279,5.0,6G1EK5E55BL578108,1CR7TN,15-04-2025,6,3,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046664/motor-vehicles-motor-cycles/2011-holden-commodore-omega-ve-automatic-sedan,"Large Dent on Bonnet
Dents or marks on body consistent with age and kilometres.
Corrosion visible Panel",12,1109,2025-04-06,0,holden_commodore_sedan_petrol_auto_v6,,2026-01-19T05:05:39
2009,HOLDEN,Commodore,International VE,Wagon,Automatic,Petrol,287973,5.0,6G1EK85799L339352,XBY041,14-04-2025,6,3.6,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046659/motor-vehicles-motor-cycles/2009-holden-commodore-international-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading On the hood
Hood Lining Sagging",18,1709,2025-04-06,0,holden_commodore_wagon_petrol_auto_v6,,2026-01-19T05:05:39
2013,HYUNDAI,I30,TROPHY GD,Hatchback,Automatic,Petrol,157349,5.0,KMHD351EMEU172386,1BJ6UT,06-06-2025,4,1.8,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046727/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,70,7700,2025-04-07,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2016,FORD,Ranger,XLS 4X4 PX II Dual,Dual Cab,Automatic,Diesel,174666,5.0,MNAUMFF50GW648506,1ID6YG,18-04-2025,5,3.2,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046723/motor-vehicles-motor-cycles/2016-ford-ranger-xls-4x4-px-ii-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,172,17300,2025-04-07,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2007,HOLDEN,Commodore,Omega VE,Sedan,Automatic,Petrol,185718,5.0,6G1EK52B88L121098,WDM267,05-05-2025,6,3.6,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046730/motor-vehicles-motor-cycles/2007-holden-commodore-omega-ve-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,35,2300,2025-04-07,0,holden_commodore_sedan_petrol_auto_v6,,2026-01-19T05:05:39
2005,MAZDA,3,Neo BK,Hatchback,Automatic,Petrol,175528,5.0,JM0BK10F100161086,1EI8OO,15-10-2025,4,2,Gold,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046752/motor-vehicles-motor-cycles/2005-mazda-3-neo-bk-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Above exhaust Cracked bumper.
Paint cracked Rear passenger side",26,2309,2025-04-07,0,mazda_3_hatch_petrol_auto_20_na,,2026-01-19T05:05:39
2012,MAZDA,Cx-5,Maxx KE,Wagon,Automatic,Petrol,261804,5.0,JM0KE107100130255,ZRX291,24-05-2025,4,2,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046739/motor-vehicles-motor-cycles/2012-mazda-cx-5-maxx-ke-automatic-wagon,Dents or marks on body consistent with age and kilometres.,80,5701,2025-04-07,0,mazda_cx5_suv_petrol_auto_20,,2026-01-19T05:05:39
2017,HOLDEN,Captiva,7 LTZ (AWD) CG II,Wagon,Automatic,Diesel,179420,7.0,KL3CD2669HB772749,No plates,Unregistered,4,2.2,Blue,Black,Yes,No,No,No,No,VIC,https://www.grays.com/lot/0001-21046963/motor-vehicles-motor-cycles/2017-holden-captiva-7-ltz-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear passenger side
Medium Dent on small dents on front passenger door
Medium Scuff on Front bumper and crack",49,2809,2025-04-08,0,holden_captiva_suv_diesel_auto_4cyl,,2026-01-19T05:05:39
2012,HYUNDAI,I30,nan,Hatchback,Automatic,Petrol,55246,5.0,KMHD351EMDU051825,ZJL424,15/11/2025,4,2,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046792/motor-vehicles-motor-cycles/2012-hyundai-i30-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,62,10800,2025-04-08,0,hyundai_i30_hatch_petrol_auto_na_active_elite,,2026-01-19T05:05:39
2012,FORD,Ranger,XLT 3.2 (4x4) PX Dual,Dual Cab,Automatic,Diesel,299898,5.0,MNAUMFF50CW124284,2BK1ZL,07-11-2025,5,3.2,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046623/motor-vehicles-motor-cycles/2012-ford-ranger-xlt-3-2-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Seat Torn driver and rear",60,4459,2025-04-08,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2018,FORD,Ranger,XLT 4X4 PX III Dual,Dual Cab,Automatic,Diesel,304900,5.0,MPBUMFF50JX182666,1OI8FC,27-05-2025,5,3.2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046591/motor-vehicles-motor-cycles/2018-ford-ranger-xlt-4x4-px-iii-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear passenger side on tub and paint chipped
Front Seat worn Drivers",118,10600,2025-04-08,0,ford_ranger_dualcab_ute_diesel_auto,,2026-01-19T05:05:39
2016,TOYOTA,Corolla,Ascent ZRE172R,Sedan,Automatic,Petrol,187225,5.0,MR053REH205290475,No plates,Unregistered,4,1.8,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046806/motor-vehicles-motor-cycles/2016-toyota-corolla-ascent-zre172r-cvt-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Panel
Medium Scuff on Panel",131,10009,2025-04-08,0,toyota_corolla_sedan_petrol_auto,,2026-01-19T05:05:39
2010,VOLKSWAGEN,Golf,118TSI Comfortline A6,Hatchback,Automatic,Petrol,161188,5.0,WVWZZZ1KZAW364712,2BZ9HN,03-05-2025,4,1.4,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046665/motor-vehicles-motor-cycles/2010-volkswagen-golf-118tsi-comfortline-a6-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Panel
Engine noise observed.
Engine light ON
Dents or marks on body consistent with age and kilometres.",33,2009,2025-04-08,0,volkswagen_golf_hatch_petrol_auto_base,,2026-01-19T05:05:39
